QUEST_LV_0100_20150317_000001	Sentinel
QUEST_LV_0100_20160218_010838	Johan menginginkan catatan yang pernah ditulisnya.{nl}Hmm..{nl}
QUEST_LV_0100_20160218_010839	Johan adalah seorang kepala keluarga yang telah melindungi Royal Mausoleum. {nl}Dia merupakan orang yang sangat penting bagi Tim Penelitian kami.
QUEST_LV_0100_20160218_010840	Dahulu dia sangat kuat, namun saat ini dia telah tua dan lemah baik ingatan dan fisiknya. {nl} Itu terjadi setelah Jonas pergi berkunjung bersama dengan pelayannya
QUEST_LV_0100_20160218_010841	Dia ditemukan dengan kondisi tidak mengingat apapun ..{nl} Keberadaan pelayannyapun juga tidak ditemukan.{nl}
QUEST_LV_0100_20160218_010842	Baiklah, bagaimanapun juga, Aku mengerti apa yang harus dilakukan. {nl} Ambilah obat ini dan berikan kepadanya.
QUEST_LV_0100_20160218_010843	The Great King Zachariel telah meminta nenek moyang untuk menjaga Eyes of The Great King dan Royal Mausoleum Treasure dengan aman. {nl} Gunakan Eyes of The Great King untuk mencari seseorang yang layak dan mewariskan hartanya. {nl}
QUEST_LV_0100_20160218_010844	Aku tidak yakin apa yang ia maksudkan dengan "Seseorang yang layak"..{nl} Namun Goddess berkata kepada Zachariel dan memberikan{nl} tugas untuk membantu orang yang akan menyelamatkan Dunia. {nl}
QUEST_LV_0100_20160218_010845	Ini bisa menjadi luar biasa semuanya sesuai dengan petunjuk Goddess. {nl} Jadi ujilah dirimu dan lihatlah apakah kamu termasuk seorang yang layak {nl} untuk mengambil harta karun melalui Eyes of The Great King.
QUEST_LV_0100_20160218_010846	Apa yang telah kamu katakan sulit dipercaya. {nl} Petunjuk ini diberikan oleh Goddess Laima dan disaat kami mengumpulkan semuanya, dia akan kembali{nl} Apakah ini yang kamu maksud? {nl}
QUEST_LV_0100_20160218_010847	Goddess Laima dikenal sebagai "Pelindung Kitab Suci". {nl} Tidak ada cerita lain yang menyebutkan namanya selain catatan yang menyatakan{nl} bahwa dia memilih tempat untuk Kerajaan yang akan dibangun untuk Grat King Zachariel. {nl}
QUEST_LV_0100_20160218_010848	Perlukah kita untuk mengumpulkannya ? {nl} Dunia mungkin berada diambang kehancuran, tetapi aku tidak dapat menerima perintah ini. {nl} Aku telah mempunyai banyak tugas yang harus dilakukan.
QUEST_LV_0100_20160218_010849	Banyak berkah dibalik sebuah material. {nl} Banyak yang menyebutkannya sebagai sebuah Soul.
QUEST_LV_0100_20160218_010850	Menurut catatan-catatan kuno. Raja menurunkan Memories of Stonecutters melalui sihir. {nl} Hal tersebut dilakukan untuk menjaga keamanan Royal Mausoleum. {nl} Sebuah penjagaan yang tepat, bukankah itu luar biasa?
QUEST_LV_0100_20160218_010851	Menjadi ahli Psychokino sangat luar biasa. Aku menjaminnya!{nl} Tapi untuk mengawalinya aku memerlukan bantuanku menjalankan penelitianku.
QUEST_LV_0100_20160218_010852	Dapatkah kamu mengumpulkan Desmodus Tail di Tenet Chapel Bassment 1? Mereka mudah pecah sehingga sangat sulit untuk mendapatkannya.
QUEST_LV_0100_20160218_010853	Sempurna. Tail Pins sepenuhnya telah terbentuk. {nl} Penelitian ini akan terlihat menakjubkan.
QUEST_LV_0100_20160218_010854	Kekuatan kepercayaan diri. Keabadian ini membangkitkan kepercayaan diri. {nl} Hal ini sangat penting dalam meramalkan masa depanmu. {nl} Ini adalah potensi dari seorang Psychokino dan Kekuatan alam yang menyertai Dunia.
QUEST_LV_0100_20160218_010855	Skill Sapper? Tentu saja, Biaya mempelajarinya akan dibebankan. {nl} Tidak, tidak ini tidak untukku. Cleric master Klaipeda, Membayar {nl} 1.000 Silver mungkin tidak mencukupinya.
QUEST_LV_0100_20160218_010856	Apakah kamu melupakan tentang jumlah biayanya? {nl} Baiklah.. biasanya mencapai 1.000 Silver.
QUEST_LV_0100_20160218_010857	Apakah kamu berbicara tentang buku yang ditulis oleh Lydia Schaffen? {nl} Aku bersedia memberikannya kepadamu dengan menyediakan 1.000 silver.
QUEST_LV_0100_20160218_010858	Aku menyesal meminta kamu untuk melakukan hal ini tapi..1.000 silver benarkah biayanya.{nl}
QUEST_LV_0100_20160218_010859	1.000 Silver.. Benar sekali. {nl} Inilah buku yang aku janjikan.
QUEST_LV_0100_20160218_010860	Buku kedua Lydia Schaffen, Apakah sedang kamu cari? {nl} Harga buku 1.000 Silver.
QUEST_LV_0100_20160218_010861	Aku rasa 1.000 Silver sudah mencukupi. {nl}Aku dengar ini adalah harga pasar yang wajar.
QUEST_LV_0100_20160218_010862	Buku ini milikmu? Apa kamu menginginkannya? {nl} Baiklah. Berikan 1.000 Silver akan ku berikan kepadamu.
QUEST_LV_0100_20160218_010863	Sekitar 1.000 Silver sepertinya cukup. {nl} Kamu dapat membayar kepadaku, setuju?
QUEST_LV_0100_20160218_010864	Hal yang terpenting dari seorang ahli Priest adalah mempercayai Goddess dan mebuktikan kepadanya. {nl}Singkirkanlah kehadiran roh-roh jahat dari seorang prajurit atas nama Goddess.
QUEST_LV_0100_20160218_010865	Kerja bagus. Sepertinya aku telah cukup mengumpulkan material yang diperlukan. {nl} Sekarang penelitian yang mendesak ini telah tersimpulkan. {nl} Mari melanjutkan Latihan kita, sudah siap?
QUEST_LV_0100_20160218_010866	Kenyataan ini tergantung padaku, Mengujudkannya melalui pengalamanku sendiri. {nl} Tingkat keberhasilannya tergantung seberapa banyak kamu mempercayai dirimu. {nl}
QUEST_LV_0100_20160218_010867	Inilah merupakan suatu kekuatan. {nl} Jika kamu membantuku dalam hal ini, Aku akan membantu untuk melatih kemampuan sejatimu.
QUEST_LV_0100_20160218_010868	Berikan kepadaku Minotaur Essences dan Chapparition dari Gate Route. {nl} Mengerti.. aku mengandalkanmu.
QUEST_LV_0100_20160218_010869	Itulah yang sebenarnya aku butuhkan! {nl} Lihatlah, ini muncul dari kebencian.
QUEST_LV_0100_20160218_010870	Sekarang, Siapkanlah dirimu, Kamu akan menyaksikan kehebatan Psychokino! {nl}{nl}
QUEST_LV_0100_20160218_010871	Aku mengatakan bahwa ini dapat diperoleh dari Sirdgela Forest. {nl} Dimana tempat ini terkenal dengan pelarian Rodelero Submaster's Army.
QUEST_LV_0100_20160218_010872	Seringkali, Nasib buruk menunjukkan pada masa depan yang kelam. {nl} Semoga Goddess melindungi dalam perjalananmu sebagai seorang Bokor …
QUEST_LV_0100_20160218_010873	Cataphract. {nl} Aku tidak yakin jika tugas ini sesuai denganmu.
QUEST_LV_0100_20160218_010874	Aku menyukai keberanianmu. {nl} Bantulah aku, dan membuktikannya dengan mengalahkan Sparnasman di Vieta Gorge.
QUEST_LV_0100_20160218_010875	Mengesankan. {nl} Apa yang sudah kamu tunjukan kepadaku telah membuktikan bahwa tidak sulit untuk mempelajari skill yang aku miliki. {nl} Oh, maafkanlah aku telah salah menilaimu.
QUEST_LV_0100_20160218_010876	Berkonsentrasilah pada kekuatan senjata yang menguasai arena dan menyerang musuh-musuhmu. Kemudian serang! {nl} Sepertinya waktunya belum tepat, jadi aku akan mengalahkan musuh untuk kamu pelajari.
QUEST_LV_0100_20160218_010877	Kami Wugushi, tidak pernah ragu dalam menggunakan Racun. {nl}
QUEST_LV_0100_20160218_010878	Kami akan menunjukkan bagaimana caranya untuk bertarung. Kami akan menggunakan Bow, Cross Bow, dan senjata lainnya yang tersedia.
QUEST_LV_0100_20160218_010879	Rodelero Submaster
QUEST_LV_0100_20160218_010880	Kamu tidak seperti kebanyakan orang sekarang ini. Kamu dapat menemuiku untuk mempelajari apapun yang kamu inginkan.
QUEST_LV_0100_20160218_010881	Monster ini dinamakan Moa. ia berlarian ke Leipsna Chapel. {nl}
QUEST_LV_0100_20160218_010882	Jika misi kita berjalan sesuai dengan rencana, maka kita tidak perlu bertemu kembali. {nl} Baiklah, ini terdengar seperti tidak menyenangkan untuk menemuimu kembali haha..
QUEST_LV_0100_20160218_010883	Urutan kejadian itu sudah di sebutkan didalam Revelation sejak awal pada Veja Ravine. {nl}Baiklah, semoga Goddess menyertaimu.
QUEST_LV_0100_20160218_010884	Akankah dunia terasa damai saat kita bertemu kembali ? Aku akan mengharapkannya.
QUEST_LV_0100_20160218_010885	It's all my fault.
QUEST_LV_0100_20160218_010886	Ada dua cara untuk berkomunikasi dengan para Goddess. {nl} Percayalah kepadanya, dan terdengar suara menjatuhkan coin untuk diberikan kepadanya. {nl}
QUEST_LV_0100_20160218_010887	Saya merasa lega telah mendengar bahwa temanku berhasil kembali dengan aman. {nl}Aku sangat khawatir karena keberadaan Molich yang berkeliaran.
QUEST_LV_0100_20160218_010888	Apakah kamu telah mendengar tentang Savior yang dihadang oleh Demon Queen di Thenet Church? {nl}
QUEST_LV_0100_20160218_010889	Akan jauh lebih baik jika dia dihancurkan dengan sempurna, namun dia adalah Demon Queen..{nl} Meskipun seseorang itu adalah Paladin Master dia tetap tidak terkalahkan. {nl} Sangat mengagumkan.
QUEST_LV_0100_20160218_010890	Tiba-tiba Vubbe bergegas keluar dari area Mines. {nl} Aku tidak mengetahui apa yang sedang terjadi. Apakah kamu sedang memikirkan sesuatu?
QUEST_LV_0100_20160218_010891	Kita tidak mengetahui jika Saviors benar ditemui melalui mimpi oleh Goddess. {nl} Ini bisa jadi sebuah tipu muslihat dari para Demon.
QUEST_LV_0100_20160218_010892	Tidakah seseorangpun dari mereka yang bisa menyelamatkan Tenet Church?  Meskipun itu Demon Lord.
QUEST_LV_0100_20160218_010893	Ini sebuah pertolongan seorang Savior yang berhasil menyingkirkan Demon Lord dari area Mines.{nl} Aku takut bencana Medzio Diena terulang kembali. {nl}
QUEST_LV_0100_20160218_010894	Tetapi aku merasakan sesuatu yang hangat.. Apakah ini hanya ilusiku saja? Ini adalah energi murni dan baik.
QUEST_LV_0100_20160218_010895	Aku berhasil melewati monster-monster buas itu dan kamu pasti mampu melalui Thorn Forest.. {nl} Aku yakin tidak dapat menemukan Goddess.. lalu apa yang terjadi denganmu?
QUEST_LV_0100_20160218_010896	Aku mendengar sejarawah yang diserang oleh Demon Loard di King's Plateau. {nl} Jadi inikah yang kamu maksud mengenai malapetaka yang terjadi seribu tahun yang lalu ? {nl}
QUEST_LV_0100_20160218_010897	Apapun itu, Seorang Relief Savior berhasil menghentikannya.
QUEST_LV_0100_20160218_010898	Diantara Gorge Area dan Klaipeda adalah Thorn Forest yang penuh dengan aura jahat. {nl} Ini hanya hutan biasa dan nyaman tapi sebelum..{nl}
QUEST_LV_0100_20160218_010899	Kamu tetap memalui Forest..Apakah ini artinya Forest dapat dimurnikan?
QUEST_LV_0100_20160218_010900	Banyak sisa yang belum ditemukan dari Great King Zachariel. {nl} Tapi semenjak para demon bertahan lebih lama dari kita.. maka mereka harus terus mencari mangsa.
QUEST_LV_0100_20160218_010901	Aku tidak mengetahuinya namun itu sebuah langkah yang baik karena Savior telah menghentikannya. {nl}Kita mungkin telah melalui Medzio Diena lainnya.
QUEST_LV_0100_20160218_010902	Sepertinya para demon menyamar sebagai seorang manusia. {nl} Aku telah mendengar Savior menghentikan Demon Loard di Royal Mausoleum, {nl} tetapi Aku merasa saat ini banyak demon yang bersembunyi diantara manusia.
QUEST_LV_0100_20160218_010903	Mengejutkan sekali rahasia sejarah yang terpendam sulit untuk dijelaskan ketika kamu berada diarea ini. {nl} Mungkin kamu dapat menemukan petunjuk mengenai Medzio Diena disini.
QUEST_LV_0100_20160218_010904	Aku terus berpikir bahwa Medzio Deina mungkin hanyalah sebuah proses. {nl} Jika tidak, Kenapa para demon pergi ke Mausoleum lebih dari seribu tahun yang lalu. {nl}
QUEST_LV_0100_20160218_010905	Ini merupakan langkah yang bagi Savior yang berhasil menghentikannya.
QUEST_LV_0100_20160218_010906	Hergasercle merupakan penjelmaan dari obsesi. {nl} Rankaian obsesi ini telah hancur berkat Savior. {nl} akan tetapi jiwa ini tidak bisa terselamatkan.
QUEST_LV_0100_20160218_010907	"Jadi Tzedek Altar telah diserang juga? {nl} Regardless, kita masih memiliki kesempatan jika kita melindungi Altar lainnya.
"
QUEST_LV_0100_20160218_010908	Sekarang peta ini cukup berguna bagiku, tanpa kehadiran teman-temanku. {nl} Doakanlah mereka agar pergi menemui Goddess dengan aman.
QUEST_LV_0100_20160218_010909	Perlengkapan untuk Stonemasons? Ini berhaga 3.000 Silver.
QUEST_LV_0100_20160218_010910	Keluarga kami telah menunggu kedatanganmu sejak lama. {nl} Terasa lama bukan, ya benar.. {nl} Sekarang, saatnya memenuhi kewajiban keluarga kami, takdir dan berbagai keinginan. {nl}
QUEST_LV_0100_20160218_010911	Orang tua yang lumpuh ini memiliki penyesalan dalam dirinya. {nl} dan berkeinginan untuk kembali kepelukan Goddess. {nl} Tolonglah, segera menyalakan tanda diatas dengan alat pematik milikku ini.
QUEST_LV_0100_20160218_010912	Ya. Ini adalah Canyon Apynys. Baiklah. {nl} Aku khawatir mengenai efek sampingnya, tetapi aku berharap mereka dapat segera pergi.
QUEST_LV_0100_20160218_010913	Pendarahannya telah berhenti, tapi tubuhku terasa mati rasa. {nl} Dapatkah kamu mengalahkan kawanan monster didekatnya sehingga aku dapat kembali dengan selamat ?
QUEST_LV_0100_20160218_010914	Amankan orang-orang untuk kembali ke desa mereka, {nl} Kami harus mengalahkan moster tersebut.
QUEST_LV_0100_20160218_010915	Pertolongan terakhir berhenti di Crystal Mine. {nl} Dia harus diamankan.. Aku sangat menghawatirkannya.
QUEST_LV_0100_20160218_010916	Bagaimana aku dapat mengatakan bahwa benda ini sangat penting daripada manusia. {nl} Ini semua berkat Goddess yang menjaganya tetap aman. {nl} 
QUEST_LV_0100_20160218_010917	Lenyapkan Bats didalam Crytal Mine 1F dan bawalah Wing sebagai buktinya.
QUEST_LV_0100_20160218_010918	Aku menyambutmu dengan rasa hormat. {nl} Percayalah Jonas telah menyampaikan semuanya kepadaku.
QUEST_LV_0100_20160218_010919	Kamu memiliki keberanian dan kebijaksanaan untuk melepaskan segel. {nl} Mungkin, Great king berupaya untuk membuktikan kelayakan dari seseorang yang setia.
QUEST_LV_0100_20160218_010920	Zachariel's Royal Mausoleum mengandung rahasia dibalik Medzio Diena. {nl} Kita telah memiliki jawabannya. {nl}
QUEST_LV_0100_20160218_010921	Tetapi pertanyaan yang tersisa sulit untuk dipahami. {nl} Sejarawah biasa seperti kami tidak memiliki cara untuk memecahkannya. {nl} Sementara kami berada di Aporia, kami menemukan bahwa bantuan seorang Savior sangat diperlukan untuk menyelesaikannya. {nl}
QUEST_LV_0100_20160218_010922	Aku paham reputasi sebagai seorang Savior. {nl} Terutama, rahasia yang tersembunyi dalam Royal Mausoleum tidak boleh diungkapkan kepada penduduk desa.. {nl}
QUEST_LV_0100_20160218_010923	Jika kerahasiaan Royal Mausoleum membawa dampak kehancuran, maka ini harus disembunyikan. {nl} Itulah sebabnya kami mencari bantuanmu.
QUEST_LV_0100_20160218_010924	Seperti yang aku duga, cobaan ini hanya bisa dilewati oleh Savior.{nl} Jadi..ini telah dipersiapkan oleh pewaris Royal Mausoleum selanjutnya. {nl}
QUEST_LV_0100_20160218_010925	Great King Zachariel membangun pemakaman ini untuk menyembunyikan suatu rahasia. {nl} Peculiar, bukan? Sebuah bangunan besar yang cukup jauh dari Inconspicuous..
QUEST_LV_0100_20160218_010926	Baiklah, ini bukan masalah besar. {nl} Semuanya memiliki penjelasannya.{nl}
QUEST_LV_0100_20160218_010927	Royal Mausoleum mengandung sebuah rahasia besar dari yang kita bayangkan. {nl} Batu nisan berikutnya berada di Shirnas Highlang. Bergegaslah.
QUEST_LV_0100_20160218_010928	Aulas mengalami cidera yang cukup parah, Aku mengantikannya disini. {nl} Segel dilepaskan, apa yang sebenarnya terjadi disini? {nl}
QUEST_LV_0100_20160218_010929	Apapun permasalahannya, Altar yang berada disini merupakan salah satu pertahanan Royal Mausoleum yang dibangun untuk melawan para penyusup. {nl} Seharusnya, bagaimanapun juga segel pada Rukas Plateau adalah jawabannya. {nl} Altar tidak berfungsi bila telah dihancurkan, tapi kita bisa mengaktifkannya sebelum dihancurkan. {nl}
QUEST_LV_0100_20160218_010930	Namun terdapat jawaban pada segel di Lukas Monastery.{nl} Walaupun aku tidak dapat menjalankan tugas dengan baik, karena altar yang hancur, seharusnya bisa diaktifkan sebelum itu terjadi.{nl}
QUEST_LV_0100_20160218_010931	Walaupun aku tidak mengetahui apa yang Rexipher coba lakukan. {nl} Hal ini dapat mencegahnya untuk melakukan hal tersebut.
QUEST_LV_0100_20160218_010932	Dia adalah penghianat dari Era Kadumel dan Penguasa Fortress Land. {nl} Dia dikenal sebagai Swordsman terbaik ketika dia berusia muda, {nl} serta dia juga memiliki banyak pengikut.
QUEST_LV_0100_20160218_010933	Apakah kamu terluka ? {nl} Aku mendengar suara Honeypin's Webs, tapi aku merasa lega telah melihatmu dalam keadaan baik-baik saja.
QUEST_LV_0100_20160218_010934	Percayalah perkataan Laima's, Aku telah berperang melawan Demon Lord Bramble, {nl} Siapa yang mencoba mengambil alih Revelation. {nl} Aku telah bertempur sekuat tenaga untuk menyerahkan Revelation ini kepadamu. {nl}
QUEST_LV_0100_20160218_010935	Semua ini terjadi karena kesombongan kita.. {nl} Kita tidak mau mendengarkan perkataan yang telah Laima sampaikan, menyedihkan..{nl}
QUEST_LV_0100_20160218_010936	Namun pada akhirnya Medzio Diena, ini diakibatkan oleh para demon yang telah merusak keseimbangan kekuatan. {nl} Para Goddess merasakan hilangnya kekuatan mereka semenjak kejadian itu.
QUEST_LV_0100_20160218_010937	Sebaiknya kamu melarikan diri. {nl} Tempat ini penuh dengan para Demon. {nl}
QUEST_LV_0100_20160218_010938	Beberapa saat yang lalu, para Demon menguasai kawanan monster di Bastytis Field.
QUEST_LV_0100_20160218_010939	Aku tidak mengetahui betapa kuatnya dirimu, untuk melakukan hal yang paling berbahaya.. {nl} Aku tidak bergerak sedikitpun dari tempat ini. Jika kamu ingin pergi, pergilah sendiri. {nl}
QUEST_LV_0100_20160218_010940	Aku telah diburu oleh para demon dari Delmore Castle. {nl} Aku tidak ingin mengalami situasi yang sama kembali.
QUEST_LV_0100_20160218_010941	Terima kasih, oh terima kasih banyak. {nl} Jika aku pergi dibawah pengaruh demon, apa yang bisa terjadi pada jiwa-jiwa yang malang ini…
QUEST_LV_0100_20160218_010942	Titik cahaya yang kamu lihat adalah benar.. merupakan Human Soul. {nl} Tanpa ingatan dan keinginan. Sebuah jiwa yang dimurnikan dari sebuah Essence of Soul. {nl}
QUEST_LV_0100_20160218_010943	Ini seharusnya orang-orang yang pernah tinggal disekitar sini..{nl} Meskipun mereka telah dibunuh oleh para demon, ini sangat aneh karena mereka menjadi jiwa-jiwa murni seperti ini. {nl}
QUEST_LV_0100_20160218_010944	Harusnya terdapat sebuah Tomb of an unknown Soldier disuatu tempat..{nl} Guide Owl akan membantumu menemukan Fragments of the Ruined Karolis Altar.
QUEST_LV_0100_20160218_010945	Aku seharusnya tidak berharap terlalu tinggi..{nl} Dipulihkannya Karolis Altar tidak cukup untuk mengembalikan kondisi Forest. {nl}
QUEST_LV_0100_20160218_010946	Forest Altar harus dihidupkan kembali. {nl}
QUEST_LV_0100_20160218_010947	Ah, Forest Altar dekat dengan kolam yang terletak di seberang sana. {nl} Ini akan menyebarkan Karolis Lights keseluruh hutan. {nl}
QUEST_LV_0100_20160218_010948	Cahayanya hampir terpancar keluar..{nl} Jika kamu dapat menyalakan kekuatan Altar maka akan kembali menyebar!
QUEST_LV_0100_20160218_010949	Tower itu telah mengendalikan Owls yang dipenuhi dengan energi yang sangat berbahaya. {nl} Bahkan kamu tidak perlu menyentuhnya meskipun dapat dicegah. {nl}
QUEST_LV_0100_20160218_010950	Sekarang, Gunakan kekuatan ini untuk meledakkan Tower di Duoklu Hall hingga hancur berkeping-keping.
QUEST_LV_0100_20160218_010951	Tentunya kamu diberikan petunjuk oleh Goddess..{nl} Aku merasakannya.
QUEST_LV_0100_20160218_010952	Apakah kamu telah menghacurkan Mind Control Tower dengan baik? Kini, Perdamaian mulai tercipta kembali. {nl}
QUEST_LV_0100_20160218_010953	Itu..itu adalah Relief yang..
QUEST_LV_0100_20160218_010954	Mardas adalah seseorang yang berhasil melarikan diri dari Delmore Castle. {nl} Jiwa yang pernah kita lihat sebelumnya pasti berasal dari sana.
QUEST_LV_0100_20160218_010955	Aku tidak tahu mengapa kekejaman seperti ini terjadi di Delmore Castle.Jiwa-jiwa ini, seperti yang aku katakan sebelumnya, mereka tidak memiliki memori dan keinginan apapun.
QUEST_LV_0100_20160218_010956	Semua yang tersisa adalah Energy of Pure Soul. {nl} Hal ini jelas bukanlah kejadian yang normal. {nl}
QUEST_LV_0100_20160218_010957	Sepertinya beberapa Magic Power akan menyerap kekuatan energi manusia untuk mengambil jiwa mereka...{nl} Aku telah tinggal di Forest selama bertahun-tahun tetapi belum pernah mendengarnya. {nl}
QUEST_LV_0100_20160218_010958	Aku telah menjelaskan kepada pria ini..{nl} Jiwa yang sedang dikumpulkan di Lethas Spring kemudian diserahkan pada Divine Tree. {nl} Owls akan mengirim jiwa ke arah tersebut. {nl}
QUEST_LV_0100_20160218_010959	Setidaknya kita harus mengentikan mereka. {nl} Tapi Letas Stream telah jatuh ke tangan para demon. {nl}
QUEST_LV_0100_20160218_010960	Dapatkah kami meminta bantuanmu lebih lama lagi? Kamu adalah harapan kami satu-satunya..
QUEST_LV_0100_20160218_010961	Karolis Cradle merupakan tempat yang kaya akan Forest Energy. {nl} Berdirilah disini maka energi tersebut akan datang kepadamu. {nl}
QUEST_LV_0100_20160218_010962	Dengan meningkatnya Concentration Energy, Energi ini dapat menjadi padat dan mengkristal. {nl}Kemudian bawalah ini ke Guide Owl.
QUEST_LV_0100_20160218_010963	Aduh.. Apa yang terjadi.. Siapa kamu? {nl}Apakah kamu menyelamatkan aku? {nl}
QUEST_LV_0100_20160218_010964	Aku bersyukur sekali. {nl} Sebelumnya aku kehilangan kesadaran, saya melihat Goddess, pastilah itu kamu …
QUEST_LV_0100_20160218_010965	Ap..a ? Kamu telah memilikinya? Itu terdengar sangat bagus. Bawalah ke sisi atas Amesti Uphill dan memercikan energi disekitarnya. {nl}
QUEST_LV_0100_20160218_010966	Aku percaya bahwa dengan menggunakan kekuatan jahat dari monster akan menjadi ide yang menarik. {nl} Gunakan ini pada monster untuk memurnikan energinya dan menyerap mereka.
QUEST_LV_0100_20160218_010967	Dengan membicarakannya kepada Chief Owl Sculpture, aku memiliki perasaan bahwa kita dapat menyelesaikan pekerjaan ini. {nl} Para demon menggunakan energi jahat untuk merusak Letas Steam dan menjebak jiwa-jiwa. {nl}
QUEST_LV_0100_20160218_010968	Kamu akan menemukan energi jahat dengan memfokuskan pencarian di Svaigul Hill. {nl}Aturlah Suppression Namott disekitarnya untuk menghapus energi jahat tersebut.
QUEST_LV_0100_20160218_010969	Menghentikan titik dimana Forest Energy semakin menipis merupakah hal terpenting yang harus dilakukan. {nl}Tempat ini berada di Sevyni Yard.
QUEST_LV_0100_20160218_010970	Tanpa Black Spirit, Demon Installation akan kembali melemah. {nl} Tapi Surveilance Spheres akan menjaga Sevyni Yard. {nl} Mendekatinya tidak akan menjadi Cake Walk. {nl}
QUEST_LV_0100_20160218_010971	Ini cukup beresiko tetapi..aku menginginkanmu untuk menyusup ke tempat tersebut tanpa {nl} diketahui oleh Surveillance Spheres disekitar Surveillance Eyes. {nl} Diujung jalan, terdapat sebuah Magic Circle yang mengatur keduanya.
QUEST_LV_0100_20160218_010972	Jika Magic Circle dinonaktifkan, maka Surveilance Spheres akan dinonaktifkan bersama dengannya.
QUEST_LV_0100_20160218_010973	Black Spirit dapat dihilangkan dengan menggunakan Suppression Namott. {nl} Namun kita akan bertemu dengan Surveilance Spheres. Berhati-hatilah {nl} Tugas ini sangat berbahaya.
QUEST_LV_0100_20160218_010974	Soul Starvation berada disisi bawah Apsvaigy Path. {nl}
QUEST_LV_0100_20160218_010975	Energi Jahat telah melemah dan Black Smoke menghilang. {nl} Para demon, mereka tidak bodoh dan akan melihat perubahan tersebut dan segera mengejar kita. {nl} Ayo, cepatlah.
QUEST_LV_0100_20160218_010976	Dengan itu..jiwa tersebut telah bebas sekarang. {nl} Owl Chief berjanji untuk membimbing arwah-arwah ke tempat peristirahatan yang layak untuknya, Tempat yang diberkati oleh para Goddess. {nl}
QUEST_LV_0100_20160218_010977	Bagaimana kita bisa membayar jasamu.. {nl}
QUEST_LV_0100_20160218_010978	Accessory Merchant Jurus
QUEST_LV_0100_20160218_010979	Surat ini.. ditinggalkan oleh Eras. {nl}
QUEST_LV_0100_20160218_010980	Ini adalah pertama kalinya aku mendengar kabar darinya sejak berabad-abad yang lalu...{nl}Tapi sekarang dia telah pergi dipelukan Goddess..{nl} Takdir begitu kejam dan menyakitkan.
QUEST_LV_0100_20160218_010981	Terima kasih telah memberikan surat ini kepadaku. {nl} Setidaknya, aku telah mengetahui apa yang telah terjadi kepadanya.
QUEST_LV_0100_20160218_010982	Jadi, Kamu ingin mempelajari magic terbaruku, Ah?{nl} Tapi aku harus yakin bahwa kamu telah mempersiapkannya. {nl}
QUEST_LV_0100_20160218_010983	Tanpa keyakinan, niat belajar, dan secara natural ini sangat sulit dipelajari. {nl}Jadi, ini menjadi sebuah ujian.
QUEST_LV_0100_20160218_010984	Aku suka dengan sikapmu. Aku akan memberikan sebuah tugas kepadamu. Pergilah ke area Woods of Linked Bridges dan kalahkan beberapa kawanan monster disana. {nl}
QUEST_LV_0100_20160218_010985	Ini cukup mudah, bukan? Bila kamu tidak dapat menjalankan tugas yang mudah ini, maka aku melihat tidak ada perkembangan diantara kita.
QUEST_LV_0100_20160218_010986	Berikut ini adalah tugasmu. Pergi ke Woods of Linked Bridges dan mengalahkan beberapa monster. {nl} Ini cukup mudah, bukan ? Jika kamu tidak mampu melakukan tugas yang mudah, maka aku tidak melihat perkembangan diantara kita.
QUEST_LV_0100_20160218_010987	Hmm, cukup bagus. Tidak terlalu buruk.{nl}Kamu sepertinya memiliki kemampuan yang diperlukan.{nl} 
QUEST_LV_0100_20160218_010988	Sekarang, Perhatikan pada apa yang akan aku demontrasikan.{nl}Bagaimana kamu menggunakannya bersama dengan kekuatan magic, Terserah kepadamu.
QUEST_LV_0100_20160218_010989	Kamu ingin menjadi seorang Pyromancer ?{nl} Nak, Aku akan memberitahukanmu sesuatu. Tidak semua orang dapat menjadi seorang Pyromancer. {nl}
QUEST_LV_0100_20160218_010990	Mari membahasnya, Kamu harus berteman dengan kekuatan api dan hawa panasnya. {nl} Aku tidak sepenuhnya yakin. Tapi aku akan memberikanmu kesempatan untuk membuktikannya sendiri.
QUEST_LV_0100_20160218_010991	Bagus. Sekarang, aku akan membunuh beberapa monster yang masih berada dalam pengaruh kekuatan magic, aku akan melindungimu. {nl}
QUEST_LV_0100_20160218_010992	Magic ini akan menentukan apakah mantra yang kamu gunakan cocok dengan Element Api. {nl}Mengerti?
QUEST_LV_0100_20160218_010993	Apabila tidak sesuai dengan element Api, mengingat ini merupakan pilihan yang tepat. {nl}Maka tidak ada hal seperti Lukewarm Flame.
QUEST_LV_0100_20160218_010994	Wow, Kamu memiliki bakat. Aku terkejut..?{nl}Baiklah, janji adalah janji, aku akan menepatinya dan mengajarkanmu.{nl}
QUEST_LV_0100_20160218_010995	Apakah kamu mampu melaluinya atau tidak semua ini tergantung kepadamu. Mengerti?
QUEST_LV_0100_20160218_010996	Kami adalah Cryomancer, selalu menyambut pendatang baru. {nl}Seperti dirimu.{nl}
QUEST_LV_0100_20160218_010997	Bagaimanapun juga, Menerima Pendatang Baru hanya akan merugikan dirinya. {nl}Tetapi Ini merupakan jalan terbaik bila kita mengadakan tes untuk menguji bakat yang tersembunyi dari dalam dirimu {nl}sebagai seorang Cryomancer.
