QUEST_20150317_000001	Please select the user requiring a quest update.	퀘스트 수정이 필요한 유저를 선택해주세요.				GM
QUEST_20171128_006884	You have a fine understanding of our history and future objectives.{nl}That knowledge is vital to becoming a true Zealot.	당신은 우리 질럿이 나아가야할 방향과 역사, 의지를 이해했습니다.{nl}당신이 익힌 지식과 역사는 질럿의 기본 소양입니다.				질럿 마스터
QUEST_20171128_006885	And finally, a Zealot must be faithful and devoted to the order's goals.{nl}You must be determined, even if it destroys you...	마지막으로 우리에게 필요한 것은 목적을 위해 무엇이든 행하는 믿음입니다.{nl}그것이 설령 우리를 파괴할지라도..				질럿 마스터
QUEST_20171128_006886	If you are sincerely willing to become a member of our order, I as Zealot Master will duly allow it.	만약 당신이 성직자로서 우리 교단에 입단하려고 한다면 질럿 마스터의 이름으로 당신을 입단을 허가하겠습니다.				질럿 마스터
QUEST_20171128_006887	The dungeon isn't open now.{nl}You can enter every hour from :00 to :14 minutes.	지금은 입장이 가능한 시간이 아닙니다.{nl}던전 입장은 매시 정각부터 15분 이전까지 입장이 가능합니다.	QUEST_20171023_006264	The dungeon isn't open now.{nl}You can enter every hour from :00 to :14 minutes.	지금은 입장이 가능한 시간이 아닙니다.{nl}던전 입장은 매 시 00분 부터 14분까지 입장이 가능합니다.	할로윈 허수아비
QUEST_20171128_006889	Laima's One Thousand Years Vol. 1	라이마의 천년전 1권				
QUEST_20171128_006890	Eyes open, Laima tried to collect Herself, consciously allowing peace to return to Her.{nl}It was not easy foreseeing in detail all the strings of destiny that were yet to unfold. Before the future happens, there is always the faint chance that it can be changed. But destiny always comes, and when a moment inevitably approaches, it becomes only more difficult to avoid.	눈을 뜬 라이마는 잠시 마음을 가다듬었다.{nl}마음을 가다듬자 창조신에게서 부여 받은 신의 몸 역시 안정 되기 시작했다.{nl}아직 자아내지 않은 운명들의 실타래를 낱낱이 살펴 미래를 내다보는 일은 쉽지 않았다. 그러한 미래는 아직 자아내지 않았기에 또한 언제든지 바뀔 수 있는 연약한 것이었으나,반대로 반드시 다가오기 마련이었고,그것이 눈앞에 왔을 때는 무척 피하기 어려웠다.				라이마의 천년전 1권
QUEST_20171128_006891	Being a goddess did not free Her from the Creator's universal laws. If anything, as a guardian of those laws, She was bound to them more than anyone.{nl}Laima, however, was determined to take action. Time wasn't scarce according to Her premonition, but knowing the future was not enough to reassure Her. Not considering the opponent she was set to face.	비록 여신이라 할지라도 창조신께서 설정하신 우주적 법칙에서 자유롭지는 않았다.아니 오히려 대개의 경우 여신들은 그 법칙의 수호자이기에 더욱 그것에 종속된다고 볼 수 있었다.{nl}그러나 라이마는 아직 자신이 할 수 있는 일이 있다고 생각하여 정리를 서둘렀다.자신이 본 예지에 의하면 시간이 모자라지는 않지만,그녀의 상대가 상대인 만큼 미래를 본다고 안심할 수는 없었다.				라이마의 천년전 1권
QUEST_20171128_006892	Laima knew all too well the thousand-year regret of letting go and missing the chance to change the future.{nl}So She prepared, careful enough not to hurry, but hasty enough not to delay Her plans.	절벽에서 떨어지는 인간도 미래를 안다.피할 방법이 없을 뿐이다.{nl}하지만 그렇다고 침착함을 잃고 놓치는 것이 있다면,그 후회 역시 천 년을 갈 것이기에 라이마는 서두름과 꼼꼼함 사이에 균형을 잡기 위해 노력했다.				라이마의 천년전 1권
QUEST_20171128_006893	Laima took one last look at the home She had grown so attached to in the past years, the same one She was now determined to abandon.{nl}If what She foresaw was to happen, or because it was to happen, it would be another thousand years before She would return.{nl}And so She tried, though She knew it was in vain, to imprint into Her memory the feel of that place, hoping it would carry out into the long, long millennium.	이윽고 자신의 거소를 떠날 준비를 마쳤다고 생각한 라이마는 너무나 오랜 세월을 지내와 세상의 그 어느 곳보다도 더 정이 든 자신의 거소를 다시 둘러보았다.{nl}자신이 내다본 미래가 맞다면,그리고 그 예지가 반드시 맞아야 하기에 족히 천 년 정도는 돌아올 일이 없는 장소였다.{nl}따라서 천 년의 그리움이 될 장소를 다시 한 번 눈에 담으려는 눈동자에는 깊은 서정성이 어렸지만,라이마의 심중에서는 이렇게 기억을 유지하려는 노력 자체가 비합리적이란 사실을 잘 알고 있었다.				라이마의 천년전 1권
QUEST_20171128_006894	Her absence would last no longer than a thousand years, of that She was certain.{nl}With a deep sigh, Laima raised Her hand and began to mark on the walls a message, as if writing with light.{nl}Each message engraved would soon fade into the walls without a trace. For Laima, there was nothing left to do then but leave.	모든 것이 계획대로라면 자신은 천년의 그리움을 계속 쌓아갈 일은 절대로 없을 것이고 반드시 그래야 했다.{nl}라이마는 깊은 한 숨을 내쉬며 손을 들어올려 사방의 벽면에 빛으로 쓴 듯한 전언을 남기기 시작했다.{nl}각각 필요한 자들에게만 보일 전언이 벽면에 나뉘어 쓰여졌고,그나마도 곧 그 빛을 잃어가며 보통의 벽면으로 돌아갔다.각기 다른 자들이 나중에 볼 별도의 전언을 적자 더 이상 이곳에서 할 일은 없었다.				라이마의 천년전 1권
QUEST_20171128_006895	With Laima gone, Her estranged sister Giltine would be the first to visit Her abandoned home, or so she foresaw.{nl}One of the messages left engraved on the walls was directed to her, in the hopes that Giltine would abide by it.{nl}Laima felt sorry for the situation She had placed Herself into. Eventually, however, She stepped away from home, and Her thousand-year journey began.	예지에 따르면 그녀가 떠난 후 이곳을 가장 먼저 찾는 것은 이제 사이가 벌어진 자매인 길티네가 될 것이었다.{nl}미련이 남아 길티네에게 남길 전언도 감춰두었으며, 그녀가 이 방에 올 때 보여지도록 해두었지만,과연 길티네가 그 전언을 존중할지는 의문이었다.{nl}그래도 미련이 남아 그런 것을 남긴 자신을 스스로 동정하며 라이마는 자신의 거소를 나와 천 년의 여정을 시작하였다.				라이마의 천년전 1권
QUEST_20171128_006896	Laima's One Thousand Years Vol. 2	라이마의 천년전 2권				
QUEST_20171128_006897	Giltine stood in the abandoned home of Goddess Laima. A message, clearly directed to her, appeared briefly on the wall before fading back into nothing. Giltine meditated on the words. Unlike humans, she was unable to forget anything her eyes had seen.{nl}Her thoughts turned to words in her mind before she voiced them out, at once enraged and insulted.{nl}[So you left without even bothering to speak to me. You still think you are right, don't you?]{nl}	길티네는 주인이 없는 거소에 서있었다.분명히 그녀를 향한 것임이 틀림없는 라이마의 전언이 벽에 나타났다가 사라졌다.인간과 달리 본 것을 망각하는 일이 없기에 길티네는 라이마의 전언을 뇌리에서 몇 번이고 되새길 수 있었다.{nl}그리고 그러한 생각은 마침내 언어가 되어 그녀의 입에서 나왔다.{nl}그 음성에는 분노와 서운함이 함께 묻어 나왔다.[그러니까 끝내 나와 말조차 나눠보지 않고 나를 버리고 떠났다 이건가?자기 주장만 옳다고 내세우고?]{nl}				라이마의 천년전 2권
QUEST_20171128_006898	She continued. [You knew that we would never agree on this, that I would come find you if everything fell through, so you prepared to abandon this place? The place we call our home?]{nl}Giltine's monologue turned into an angry lament. [You're going to roam with the humans now? You're leaving me, making me the enemy? You're running away from the other goddesses, your sisters, to live like that for who knows how long?]{nl}	그녀의 혼잣말이 이어졌다.[결국 우리 둘이 서로의 의견을 굽히지 않을 테고,회견이 결렬되면 내가 자신을 그냥 두지 않을 테니 미래를 기약하며 이곳을 떠나겠다고?우리의 고향같은 이곳을 버리고?]{nl}길티네의 탄식어린 독백이 다시 이어진다.[비루한 인간들 사이에서 방랑을 하겠다고?나를 버리고,심지어 적으로 삼고?다른 자매 여신들과의 교류마저 단절한 채 그렇게 얼마나 될지도 모를 긴 세월을 그렇게 살겠다고?]{nl}				라이마의 천년전 2권
QUEST_20171128_006899	As soon as her words dissipated, Giltine heard a noise coming from behind her.{nl}She turned around to glance at the three demons that had arrived under her command.{nl}On the left stood Kartas; his skin pale and ashy, his deranged eyes glistening.{nl}Knowing him, Giltine believed he might very well be able to chase Laima. Kartas was chaos personified after all, there was no telling what he was capable of. Counting on his tenacious and uncontrolled nature, Giltine knew it was only a matter of time before he could find Her.	그녀가 내뱉은 신의 언어가 공기 중에서 사라질 때 뒤에서 기척이 들렸다.{nl}길티네는 자신의 명령에 따라 이곳에 온 세 명의 부하들을 찬찬히 살펴보았다.{nl}가장 왼쪽에 카르타스가 서있었다.그는 비쩍마르고 창백한 피부와 광기어린 눈동자를 빛내며 서있었다.{nl}이 자라면 라이마를 잡을 수 있을지 모른다고 길티네는 생각했다.미래를 내다보는 여신의 권능을 지닌 라이마를 추적하는 일은 길티네 자신에게도 어려운 일이었다.{nl}그러나 카르타스는 그 성격 자체가 혼돈이며 혼돈은 예측을 허용하지 않는다.{nl}카르타스의 집념과 그가 지닌 혼돈의 권능 그리고 특유의 광기가 만나면 라이마를 추격하여 잡는 일이 가능할지도 모른다.{nl}아니 시간이 걸릴 뿐 언젠가는 가능할 것이라고 길티네는 그렇게 생각했다.				라이마의 천년전 2권
QUEST_20171128_006900	On the other hand, Kartas hunted for pleasure and thoroughly enjoyed wreaking havoc. Laima would not die at the hands of Giltine's subordinate, but his destructive impulses seemed like too much of a risk.{nl}She erased from her mind the thought of entrusting Kartas with the goddess. Instead she turned to Vaiga, her most trustworthy subordinate. Vaiga was discreet, intelligent and powerful, a rare combination among Giltine's followers. Short of a true goddess herself, she knew not to expect perfection from her subordinates. Vaiga, however, would not disappoint her.{nl}Capturing a goddess with foreseeing powers would be no easy task. It could take centuries to find Her. And yet, to an immortal being it was not impossible, and Giltine was willing to bet on Vaiga to produce the right results.{nl}Unfortunately for her, there was a bigger, more urgent task reserved for Vaiga that she could not entrust to anyone else.	그러나 한편으로 카르타스는 살육을 재미로 하는 자이다.여신인 라이마가 카르타스에게 죽지는 않겠지만,라이마를 붙잡게 해준 카르타스의 혼돈의 속성이 라이마의 사망은 아니더라도 길티네가 예상치도 못했고, 원치 않는 다른 종류의 결과를 불러일으킬 수도 있었다.{nl}길티네는 카르타스에게 라이마의 추격을 맡기려는 생각을 마음에서 지웠다.{nl}다음으로 그녀의 지시를 기다리고 있는 마왕은 바이가였다.길티네의 모든 수하 가운데 가장 믿을 만한 자였다.길티네는 바이가에게 라이마의 추적을 맡긴다면 반드시 만족할 결과를 가져올 것이라 생각했다.신중함과 지성 그리고 강한 힘을 두루 갖춘 믿을 만한 부하는 길티네의 수하 중에서도 그리 많지 않았다.{nl}심지어 여신조차도 완전하지 않은데 그녀의 부하들에게 완벽함을 기대할 수는 없는 법이다.그렇지만 바이가라면 믿고 라이마의 추적을 맡길 수 있다.{nl}라이마의 예지 능력을 넘어 그녀를 포획하려면 몇 백 년이 걸릴 지 모르지만,그 정도의 세월은 불멸자에게 아무 것도 아니니 길티네는 곧 바이가로부터 결과를 보고 받을 수 있을 것이다.{nl}하지만 안타깝게도 길티네는 라이마의 추적보다 급한 다른 일이 있었고, 그것을 감당할 부하는 바이가 밖에 없었다.				라이마의 천년전 2권
QUEST_20171128_006901	 Conformed, Giltine turned her eyes away from Vaiga and onto her third demon.{nl}[Gesti, I want you to chase Laima. Do what you must to find her. I will not tolerate a failure.]{nl}Upon hearing Giltine's words, Vaiga acquiesced. Kartas clenched his teeth and growled loudly in discontent, gazing intently at his superior. Gesti stepped back on one foot, as if preparing for him to suddenly attack.{nl}Predictably, Kartas seemed fixed on the thought that he would have been chosen for the job if it weren't for Gesti. As someone who did not hesitate to defy Giltine herself, he was remarkably less keen on respecting her other subordinates as fellow demon lords.	 라이마의 추적은 어쩌면 다른 부하도 성공할지 모르는 임무이지만, 현재 그가 맡은 일은 다른 부하들에게 맡겨서는 성공할 가능성이 없었다.{nl}결국 길티네는 바이가에게서도 눈을 떼고 제스티를 돌아보며 말했다.[제스티, 라이마 추적의 임무를 네게 맡기겠다. 네가 할 수 있는 모든 것을 하라. 필요한 모든 것을 동원해도 좋으나 실패는 용서하지 않겠다.]{nl}이 말이 떨어지자 바이가는 그럴 줄 예상한 것처럼 조용히 납득했다는 의사 표시를 보였다. 반대로 카르타스는 즉시 전신으로 불만을 표출하며 이를 악물고 으르렁거리는 소리도 아니고 신음 소리도 아닌 괴상한 소리를 내며 길티네를 노려보았다.{nl}제스티는 카르타스가 갑자기 자기에게 덤빌 경우를 대비했다.{nl}카르타스라면 제스티가 없어지면 자신이 임무를 맡을지도 모른다는 단순한 생각으로 그러고도 남을 놈이었다.심지어 길티네에게도 저렇게 오만불손한 태도를 나타내는 녀석이니 바이가나 제스티가 같은 마왕이라고 존중할 것이란 기대는 하지 말아야 했다.				라이마의 천년전 2권
QUEST_20171128_006902	Giltine let out a deep sigh and adopted a rigid stance, glancing back at Kartas. A few moments passed before he looked away in defeat. As always, the only way to control Kartas was to overpower him into submission. Other than the goddesses, few were able to do that without collateral damage.{nl}	길티네는 속내로는 한숨을 쉬며 겉으로는 엄격한 태도로 카르타스를 마주 쏘아보았다.{nl}몇 초도 지나지 않아 카르타스의 기세가 수그러들었다.카르타스를 다스리는 방법은 더 강한 힘을 보여 누가 더 강자인지를 보여주는 방법 말고는 없었다.그리고 아무 피해 없이 그럴 수 있는 존재는 여신과 마신을 통틀어 몇 되지 않았다.{nl}				라이마의 천년전 2권
QUEST_20171128_006903	Now regretting ever having considered Kartas for the important task of finding Laima, Giltine adjusted her posture to speak again.{nl}[Kartas, you stay away from Gesti. You don't want to know what I'll do with you if I catch you out of line. You go to Gesti only if she asks for your help. Do as she says or you will be punished. I will not hesitate to take you down.]{nl}	길티네는 카르타스에게 라이마의 추적을 맡길 가능성을 잠시라도 하지 말았어야 한다고 생각하며 더욱 기세를 끌어올려 말했다.[카르타스 어떠한 경우라도 제스티의 행사에 끼어들지 마라. 그런 일이 생긴다면 다음 천 년을 내가 주는 시련을 받으며 지낼 것이다.{nl}또한 제스티가 도움을 요청하면 반드시 도와주어야 한다.그렇지 않으면 네가 취미로 살육이나 일삼는 행위를 못하도록 금지하겠다.]{nl}				라이마의 천년전 2권
QUEST_20171128_006904	Kartas slowly lowered his head, signaling to Giltine his obedience. No words were directed to Gesti.{nl}If needed, she would call for Kartas or his subordinates. He may not have been as brilliant as Vaiga, but Gesti was no fool either. She would be careful not to assign Kartas too big of a role, or push him to the point of releasing his explosive nature.	카르타스가 처음의 기세와 달리 고개를 숙이며 그 말을 따르겠다는 표시를 했다.제스티에게는 따로 이를 말이 없었다.{nl}제스티가 필요하다고 여기면 카르타스의 도움을 받거나 그의 부하들을 데려다 쓸 것이다.바이가 만큼 현명하진 않아도 제스티 역시 멍청하지 않으니 카르타스에게 무리한 요구를 하여 그의 성질을 폭발시킬 멍청한 행위를 하지는 않을 것이다.				라이마의 천년전 2권
QUEST_20171128_006905	 Gesti pondered on what task she could entrust to Kartas. Giltine stepped towards her, as if guessing her thoughts.{nl}[Let us leave, before the goddesses realize we came to find Laima.]{nl}Without further discussion, the four demons walked away from the scene, leaving Laima's home empty once again.	 제스티는 카르타스가 엉뚱한 일을 벌이지 않도록 뭔가 다른 일을 맡겨야겠다고 생각하였다.길티네는 그런 부하 마왕의 속을 아는지 모르는지 발걸음을 옮기며 말했다.[다른 여신들이 우리가 라이마의 거소에 있는 것을 알아차리기 전에 떠나도록 하자.]{nl}네 명의 존재가 발걸음을 옮기는 가운데 천천히 그 형상이 희미해지며 사라져가고 주인이 떠난 라이마의 거소는 다시 비어있는 장소가 되었다.				라이마의 천년전 2권
QUEST_20171128_006906	Laima's One Thousand Years Vol. 3	라이마의 천년전 3권				
QUEST_20171128_006907	Gesti was certain Laima remained unaware of her plot. The goddess, on the other hand, had long predicted her actions, and was now more infuriated than ever with the demon's sheer audacity to follow through with them. Laima felt deceived. She felt as if Gesti was infringing the most basic of rules, even if no such rules existed for the demon. That fact only added to Laima's bitter indignation.	제스티는 한 거대한 무덤의 입구가 내려다보이는 곳에 서있었다. 아니 정확히는 떠있었다. 누군가 위를 올려보더라도 그녀의 모습은 인간에게는 보이지 않는다.{nl}이 임무를 부여 받은 이후 처음으로 낭패감을 느꼈다.{nl} 예지의 권능을 가진 여신을 붙잡기 어려울 것이란 사실은 충분히 인지하고 있었다.선견을 지니고 있는 라이마의 행보를 앞서가기 어렵기에 설령 미래를 알아도 피할 수 없는 외통수에 몰아넣을 계획을 세웠고,그 계획을 은밀히 실현하며 라이마의 뒤를 바싹 쫓고 있다고 생각하고 있었다.				라이마의 천년전 3권
QUEST_20171128_006908	Unfortunately for Gesti, not all would go according to her plans.{nl}"How dare you use humans... How dare you even consider associating with those humans!"{nl}	그러나 상황은 제스티가 생각한 것과는 전혀 다르게 흘러갔다.{nl}‘인간, 인간을 이용하다니.. 저 비루한 족속들을 사용할 생각을 하다니!{nl}

제스티는 다시 한 번 치밀어 오르는 분노를 억누르며 이제 다음에 어떻게 할지 고민했다.{nl}설마 자신의 힘을 나누어 계시의 형태로 남기고 그것을 인간에게 전달하여 지키게 할 것이라곤 전혀 생각하지 않았다.{nl}여신이 인간을 의지하다니..{nl}제스티는 충분한 시간만 있으면 모든 미래와 모든 가능성을 파악할 수 있는 라이마가 승리를 위해 그 위대한 권능을 놓아두고 인간 따위에게 의지한 사실을 아직도 믿기 어려웠다.				라이마의 천년전 3권
QUEST_20171128_006909	Gesti was certain Laima remained unaware of her plot. The goddess, on the other hand, had long predicted her actions, and was now more infuriated than ever with the demon's sheer audacity to follow through with them. Laima felt deceived. She felt as if Gesti was infringing the most basic of rules, even if no such rules existed for the demon. That fact only added to Laima's bitter indignation.	제스티는 라이마가 승리를 위한 필수 조건에 인간이 포함된다는 핵심을 예지했다는 사실을 도저히 알 수 없었기에 그녀로서는 너무나 당연한 생각이었고,또한 너무나 어이없고 화가 나는 일이었다.{nl}사실 누구도 명확히 규정한 적이 없지만,그녀에게 라이마의 행동은 경기에서 반칙한 상대방을 보는 기분이었다.{nl}그런데 더 난감한 것은 사실은 그런 행위를 반칙이라고 명시한 규정은 어디에도 없다는 점이 더욱 화나는 일이었다.				라이마의 천년전 3권
QUEST_20171128_006910	Gesti was entirely uninterested in human politics: who the ruling dynasties were, how the Kingdom was founded, all of it. This was true even after she discovered that Laima had contacted with Zachariel, their founding king.{nl}The goddesses often communicated with their believers, the Kingdom's clerics, through prayer and apparitions. Gesti found this behavior unnecessary, though she was aware of the others' commitment to it.	제스티의 입장에서 인간의 왕조가 새로 성립하든 그 왕조의 개국시조가 누구며 무엇을 하든 전혀 관심사가 아니었다.그 개조라는 자카리엘이 라이마와 접촉한 사실을 알았을 때도 그 일을 대수롭게 생각하지 않았다.{nl}라이마가 아니라 다른 여신들도 그들을 따르는 인간의 신도가 성직자의 기도를 듣고 응답하며 가끔은 직접 그들에게 현신하기도 했다.제스티는 그것이 쓸데 없는 행위라고 여겼지만,그 행위 자체는 드문 일이 아니기에,라이마가 자카리엘이란 인간과 만난 일을 대수롭게 생각하지 않았던 것이다.				라이마의 천년전 3권
QUEST_20171128_006911	As Laima immediately met with Zachariel after escaping, Gesti merely saw it as a mundane visit rather than an act of despair.{nl}When she finally understood, the mortal king was already at rest in his tomb. With him, Laima had buried in the royal mausoleum a Revelation containing part of Her powers.{nl}Gesti hurried to the tomb when she realized it, but on arriving she discovered something even more unexpected. The mausoleum was protected by a defense system so sophisticated not even a powerful demon such as herself could ignore it.	자신을 피해 도피중인 라이미가 자카리엘을 만날 만큼 절박한 이유보다 평소에 인간을 하찮게 여기는 선입견이 더 크게 작용한 결과라고 할 수 있었다.{nl}그래서 제스티가 뭔가 알아차렸을 때는 자카리엘은 그 하루살이 같은 인간의 덧없는 수명을 다 소비하고 그가 생전에 만든 무덤에 들어가버린 후였다.그리고 라이마가 자신의 권능을 나눈 계시 역시 같이 소위 그 왕릉이란 곳에 묻히고 말았다.{nl}제스티가 그 사실을 알고 왕릉에 직접 들어가려 했을 때 그녀는 더 황당한 경험을 하게 되었다.왕릉은 제스티 같은 마왕도 무시할 수 없는 방비체계를 지니고 있었다.				라이마의 천년전 3권
QUEST_20171128_006912	King Zachariel had mobilized all of the Kingdom's cleric forces to build a protection system for the mausoleum using the divine power of the goddesses.{nl}With time, the barrier would fade and slightly weaken, but at that moment, Gesti knew it was far too powerful to penetrate, and it angered her beyond words.{nl}She hated being forced to admit it, but she could not overlook the shame of having been outsmarted by Laima. She knew the goddess would continue to rely on humans to stop her, that She would find another way to make them work in Her favor.{nl}But Gesti was determined to carry out her task, through whatever means necessary.	자카리엘은 국왕의 권력을 총동원해 모든 자원과 마법을 동원하고 한편으로 성직자들을 움직여 여신의 신성력을 쏟아 부어 왕릉을 지키는 설비를 건설했다.{nl}오랜 세월이 지나면 왕릉의 설비가 노후화되고 약해지겠지만,지금으로서는 이곳을 뚫을 방법이 없다는 사실이 그녀를 더욱 화나게 만들었다.{nl}인정하기 싫지만 제스티는 자신이 라이마에게 초반에 한방 크게 당했다는 사실을 무시할 수 없었다.그리고 더욱 싫은 일은 라이마가 인간을 의지하는 일이 이번 한 번으로 끝나지 않을 것이란 점이었다.{nl}그녀는 다른 인간을 찾아 다시 같은 일을 할 것이었고,제스티는 그 사실이 더욱 불쾌했다.{nl}하지만 그렇다고 할 일을 하지 않을 수는 없었다.				라이마의 천년전 3권
QUEST_20171128_006913	If Gesti was to galvanize large groups the way Laima did, she was going to need help.{nl}She summoned her subordinates. Then, with the authority granted to her by Giltine, she called for Kartas' and Vaigas' henchmen.	제스티는 라이마가 다수의 인간을 이용하는 방법을 찾아내고 그것을 사용한다면 자신도 혼자서 추적하기 어렵다는 현실을 인정할 수밖에 없었다.{nl}제스티는 자신의 수하 마군주들을 소환했다.거기에 더해 이미 길티네가 허락한 권한을 이용해 카르타스와 바이가의 지휘를 받는 마군주들도 소환했다.				라이마의 천년전 3권
QUEST_20171128_006914	Gesti saw no reason to hold back from gathering her own demon army if Laima was doing the same with the humans. It was an opportunity to prove themselves superior to their tactics.{nl}Rexipher was the first to answer Gesti's call. Out of her own nine subordinates, she trusted him the most to infiltrate the mausoleum and retrieve the Revelation. If necessary, there were always other demon lords she could rely on for the task, she thought.	라이마가 인간을 이용한다면 그녀라고 다른 부하 마족들을 이용하지 못할 이유가 없었다.마족의 집단이 지닌 인간 무리 따위의 도움과는 차원이 다른 힘을 보여주겠다는 의중도 없지 않아 있었다.{nl}가장 먼저 그 소환에 의해 나타난 마군주는 렉시퍼였다.{nl}제스티는 자신이 부른 아홉 명의 마군주 가운데 이 왕릉의 설비들을 해제하거나 해체하고 계시를 획득할 자로서 렉시퍼가 가장 적합하다고 여겼다.{nl}필요하면 마군주를 더 부를 수도 있지만,일단은 아홉으로 시작할 생각이었다.				라이마의 천년전 3권
QUEST_20171128_006915	Gesti explained the details of the task to Rexipher before dismissing him and the rest of the henchmen. Neither of them could have imagined the thousand-year-long ordeal that task would become. No one but Laima had foreseen the true scale of their situation.	제스티는 렉시퍼에게 자카리엘 왕릉에서 계시를 탈취할 임무를 부여하고 소환에 응한 다름 마군주들을 이끌고 사라졌다.{nl}지시한 제스티나 그 명령을 받은 렉시퍼나 이 때는 그 일이 렉시퍼를 이 왕릉의 협곡에 천 년이나 붙잡아 둘 임무가 되리라곤 상상도 하지 못했다.{nl}오직 라이마만이 그 천 년 임무의 끝을 예지하고 있었다.				라이마의 천년전 3권
QUEST_20171128_006916	Eminent Vol. 1	에미넌트 이야기1				
QUEST_20171128_006917	A young man walked down the street with steady, cheerful steps. Locals recognized him as the son of their lord and greeted him politely. He responded to each with a kind smile and a friendly word or two. The young man was exceptionally well-mannered for someone of his noble status, which made him a widely respected figure among the people living in his father's lands.	약관의 한 젊은 청년이 집으로 돌아가고 있었다.{nl}길에서 마주치는 사람들은 그 청년이 그들을 다스리는 영주의 아들임을 알아보고 정중하게 인사를 하였고,청년은 사람들에게 부드러운 미소와 더불어 친절한 얼굴을 보이며 일일이 그 인사에 반응하였다.{nl}보통의 귀족과 달리 귀족의 예의는 있으면서 귀족들이 흔히 보여주는 거만함은 조금도 내비치지 않는 이 귀족가의 잘생긴 젊은이는 모든 영지민들의 사랑과 존경을 받고 있었다.				에미넌트 이야기1
QUEST_20171128_006918	He was particularly remembered for having saved multiple lives during an epidemic that had spread over the region the previous year. The disease took the lives of all his brothers and sisters, leaving only his ailing father and himself in the family. Most believed that, if it weren't for his son's devoted care and attention, the lord too would have perished from the epidemic. Assured by the young nobleman's selfless and respectful nature, the inhabitants of the land looked forward to the day he became his father's successor.	특히 작년에 영지를 휩쓴 전염병이 창궐하였을 때 자신의 몸을 돌보지 않고 영지민들을 도와 많은 사람들을 살렸다는 평가를 받고 있었으며,그 와중에 정작 부친을 제외하고 가문의 다른 형제자매들이 모두 죽어서 영지민들의 더욱 깊은 동정과 애정을 받게 되었다.{nl}영주의 저택에 드나드는 사람들의 말에 의하면 영주님도 가족을 잃은 탓인지 크게 몸이 쇠해 아프다고 하는데,이 아들의 헌신적인 보살핌이 아니었으면 벌써 돌아가셨을 것이란 것이 중론이었다.{nl}영주민들은 그들의 다음 대 영주가 될 사람이 훌륭한 품성의 젊은이라는 점에서 그의 치세를 고대하는 분위기가 대세였다.				에미넌트 이야기1
QUEST_20171128_006919	Now the sole descendant of the Eminent family, the young man carried his benevolent ways inside the residence, treating servants and guests alike with utmost kindness.{nl}One day, he carefully entered his father's room and dismissed the servants. The amicable smile soon disappeared from his features. He made sure they were out of hearing distance before drawing closer to the bed.{nl}[They know about my dedication and care now. More than enough, in fact. I think it's time for you to go.]{nl}The lord responded in a strained voice.{nl}[Why must you do this with our family...?]	이 에미넌트 가문의 살아있는 유일한 후계자인 젊은이는 자신의 저택에 돌아와서도 기품 있고 상냥한 태도를 잃지 않고 저택에서 일하는 모든 하인과 고용인들에게도 친절한 인사와 응대를 아끼지 않았다.{nl}그러나 그런 미소 어린 친절함은 그가 아버지의 방에 들어선 후 시중들던 하인을 내보낸 후에는 완전히 얼굴에서 사라졌다.{nl}청년은 아무도 듣는 사람이 없다는 것을 확신한 후 침대에 누운 아버지에게 다가가 말했다.[이제 충분히 내 지극한 간호를 주변에 알렸으니 그만 떠날 때가 된 것 같습니다.]{nl}그 말에 부친이 병색이 완연한 목소리로 힘겹게 물었다.[도대체 우리 가문에 왜 이런 짓을 하는 것이오?]				에미넌트 이야기1
QUEST_20171128_006920	The young man replied.{nl}[What do you mean? I'm going to bring true prosperity to your family, I'm going to make your name known. If anything, you should be thanking me for even having chosen you.]{nl}	청년이 대답했다.[이런 짓이라니요?나는 당신의 가문을 길이 번창시키고 세상에 명망을 드높여 줄 것이오.따지고 보면 당신은 내가 당신의 가문을 선택한 것을 고맙게 생각해야 합니다.]{nl}

[네가 내 아들딸들을 다 죽이고..]{nl}[아아, 그것은 어쩔 수 없는 일이었소.내가 본래 사람이 아니라 그저 이 청년의 모습을 빌린 존재라는 것을 알아차릴 가능성이 있는 사람들은 살려둘 수 없었으니까.그런 점에서 당신 역시 이제 그만 떠나는 것이 좋을 것 같소.당신의 영지와 작위를 물려받을 준비는 이제 다 끝났으니 말이오.]{nl}[내가 네 정체를 폭로할 수만 있다면…]				에미넌트 이야기1
