ETC_20150317_000001	Kepa
ETC_20161005_025664	Protect Agailla Flurry
ETC_20161005_025665	Protect Agailla Flurry while she removes the boundary stones
ETC_20161005_025666	Black Boundary Stones
ETC_20161005_025667	Protect me while I remove the boundary stones!
ETC_20161005_025668	Successfully protected Agailla Flurry{nl}Move to the next area
ETC_20161005_025669	Destroy all of the magic traps
ETC_20161005_025670	Rescue Demon Lord Hauberk by destroying all of the magic traps
ETC_20161005_025671	until all magic traps are destroyed
ETC_20161005_025672	You have rescued Hauberk
ETC_20161005_025673	Giving Demon Energy
ETC_20161005_025674	Defeat demons to give their energy to Hauberk
ETC_20161005_025675	Giving energy to Hauberk
ETC_20161005_025676	Hauberk has obtained enough energy{nl}Follow Hauberk
ETC_20161005_025677	Defeat Vhaldobas
ETC_20161005_025678	Defeat Vhaldobas
ETC_20161005_025679	You have defeated Vhaldobas{nl}Move to the central area
ETC_20161005_025680	Defeat the demons
ETC_20161005_025681	Protect Agailla Flurry so that she can finish the final ritual
ETC_20161005_025682	The demon are attacking!
ETC_20161005_025683	Talk to Agailla Flurry
ETC_20161005_025684	Defeat the Frost Lord
ETC_20161005_025685	You have defeated the Frost Lord
ETC_20161010_025686	Exchange for Instanced Dungeon Reset Voucher
ETC_20161014_025687	Destroy the summon scrolls within 8 minutes.{nl}Failure : Timeout, Incapable of Combat 
ETC_20161014_025688	Destroy the summon scrolls within 8 minutes!
ETC_20161014_025689	The mission starts in 30 seconds.
ETC_20161014_025690	Starting in 5 seconds.
ETC_20161014_025691	Break through the trap area within 40 seconds.{nl}Failure Condition: Out of time
ETC_20161014_025692	The mission will fail if you don't pass the trap area within 40 seconds!
ETC_20161014_025693	The mission starts in 5 seconds.
ETC_20161024_025694	Halloween Event
ETC_20161024_025695	Haunted Artist
ETC_20161024_025696	An item that will award you with the Haunted Artist title. Right-click to use and obtain the title.
ETC_20161024_025697	Halloween Demon Hunt
ETC_20161024_025698	Join the hunt
ETC_20161024_025699	Obtain rewards (played {COUNT} times)
ETC_20161024_025700	Obtain 3-time participation reward
ETC_20161024_025701	Obtain 30-time participation reward
ETC_20161024_025702	Starting in 30 seconds!
ETC_20161024_025703	Starting in 30 seconds!
ETC_20161024_025704	Enter through the center! 
ETC_20161024_025705	The demons are gathering in the middle!{nl}Defeat them all!
ETC_20161024_025706	Cerberus and Dullahan have appeared!
ETC_20161024_025707	The Necroventer has appeared!
ETC_20161107_025708	Failed parsing the info from laucher command line
ETC_20161107_025709	Failed to acquire machine code.
ETC_20161107_025710	Failed to acquire AID.
ETC_20161107_025711	Wrong product list DataMap.
ETC_20161107_025712	Wrong product info Data.
ETC_20161107_025713	Invalid class or name for the product registered on NISMS. The cash inven for the account is not displaying and the account have purchased an item wrongly registered on NISMS.
ETC_20161107_025714	A trouble at Embedded_Browser.
ETC_20161107_025715	Failed at obtaining the NISMS product list. Force shutdown. If not using Nexon Ingame function, set UseNISMS for serverconfig.xml NO. 
ETC_20161107_025716	Obtained wrong domainType value of world for NISMS.
ETC_20161107_025717	Trump Package
ETC_20161107_025718	Open One
ETC_20161107_025719	Open Ten
ETC_20161107_025720	This item cannot be equipped
ETC_20161107_025721	The item can be used {Cnt} at a time.
ETC_20161107_025722	The item is already registered on the sell list.
ETC_20161107_025723	Insufficient Medals.
ETC_20161107_025724	Recharging Nexon Cash can be done on the website.
ETC_20161107_025725	Giant
ETC_20161107_025726	The purchase limit for the product has been exceeded.
ETC_20161107_025727	The response time has been exceeded.{/}Try again later.
ETC_20161108_025728	Superior Urgent Repair Kit
ETC_20161108_025729	Recovers all durability of currently-equipped items.
ETC_20161108_025730	Kannushi
ETC_20161108_025731	This item cannot be enhanced.
ETC_20161108_025732	Items with 0 potential will be consumed if transcendence fails.{nl}Attempt transcendence?
ETC_20161108_025733	Equipment will not be destroyed when attempting enhancement with this anvil, but its enhancement stage can be reduced if the process fails. Attempt enhancement?
ETC_20161108_025734	Extracting a gem will cause its level to decrease. Monster gems and Lv 1 gems will be consumed when extracted. Are you sure you want to extract?
ETC_20161108_025735	Repair Cost: {Price}{nl}Are you sure you want to repair?
ETC_20161108_025736	Identify
ETC_20161108_025737	Cannot use an unidentified item.
ETC_20161108_025738	Identify Successful!
ETC_20161108_025739	Identify Price: {Price}{nl}Are you sure you want to identify?
ETC_20161108_025740	Unidentified item.
ETC_20161108_025741	Rank reset has now started. Please wait while it is processed.
ETC_20161108_025742	Psychokinesis Property Attack
ETC_20161108_025743	Unable to use this item in its current state.
ETC_20161108_025744	Psychokinesis Property Attack
ETC_20161108_025745	Psychokinesis Property Resistance
ETC_20161108_025746	Unable to use while joined by a companion.
ETC_20161108_025747	Unregistered job. Please contact the management team.
ETC_20161112_025748	Instance One Entry Voucher (14 Days)
ETC_20161112_025749	Silver Commission for Shop Skills (%)
ETC_20161112_025750	Obtain Seed
ETC_20161112_025751	 {nl}Time left: {TIME} minutes.{nl}{nl}The prize will be ready to harvest after the time is up.
ETC_20161114_025752	Applies Token benefits to all your characters in the server for 3 days. Right-click to use. Remaining time can be checked in the Character Info window.{nl}[Token Benefits]{nl} - Able to learn attributes instantaneously{nl} - Reduced Market commission fee (30% {img white_right_arrow 16 16} 10%){nl} - Able to list up to 10 items on the Market{nl} - +3 increased character movement{nl} - +20% EXP from hunting monsters{nl} - Increased maximum buff count{nl} - Able to use Premium Gestures
ETC_20161114_025753	Applies Token benefits to all your characters in the server for 5 days. Right-click to use. Remaining time can be checked in the Character Info window.{nl}[Token Benefits]{nl} - Able to learn attributes instantaneously{nl} - Reduced Market commission fee (30% {img white_right_arrow 16 16} 10%){nl} - Able to list up to 10 items on the Market{nl} - +3 increased character movement{nl} - +20% EXP from hunting monsters{nl} - Increased maximum buff count{nl} - Able to use Premium Gestures
ETC_20161114_025754	Applies Token benefits to all your characters in the server for 7 days. Right-click to use. Remaining time can be checked in the Character Info window.{nl}[Token Benefits]{nl} - Able to learn attributes instantaneously{nl} - Reduced Market commission fee (30% {img white_right_arrow 16 16} 10%){nl} - Able to list up to 10 items on the Market{nl} - +3 increased character movement{nl} - +20% EXP from hunting monsters{nl} - Increased maximum buff count{nl} - Able to use Premium Gestures
ETC_20161114_025755	Applies Token benefits to all your characters in the server for 15 days. Right-click to use. Remaining time can be checked in the Character Info window.{nl}[Token Benefits]{nl} - Able to learn attributes instantaneously{nl} - Reduced Market commission fee (30% {img white_right_arrow 16 16} 10%){nl} - Able to list up to 10 items on the Market{nl} - +3 increased character movement{nl} - +20% EXP from hunting monsters{nl} - Increased maximum buff count{nl} - Able to use Premium Gestures
ETC_20161114_025756	Market sales silver payment delay: 48 hours.
ETC_20161114_025757	Market sales silver payment delay: 48 hours. (Token)
ETC_20161114_025758	Instance One Entry Voucher (14 Days)
ETC_20161121_025759	Former Fantasy Library
ETC_20161121_025760	  +1 entry for Dungeons & Mercenary missions
ETC_20161121_025761	Daily instanced dungeon entry limit exceeded.
ETC_20161121_025762	Auto Match with Party
ETC_20161121_025763	Waiting for party members.
ETC_20161121_025764	Cancelled auto matching with party members.
ETC_20161121_025765	{MEMBER} is currently queuing for auto matching at {INDUN}. To join, go to the corresponding NPC and select 'Auto Match w/ Party'.
ETC_20161121_025766	Cannot leave while queuing for party entry.
ETC_20161121_025767	Auto matching in progress
ETC_20161121_025768	Auto matching completed.
ETC_20161121_025769	Can be used while auto matching.
ETC_20161121_025770	Do you wish to enter?
ETC_20161121_025771	Queue for auto matching with current party members.
ETC_20161121_025772	Message sent to {MEMBER}.
ETC_20161130_025773	Demon Lord Diena
ETC_20161130_025774	Escarot
ETC_20161130_025775	Kugheri Balzermancer
ETC_20161130_025776	Demo Demon Lord Diena
ETC_20161130_025777	Rocksodon Companion Box
ETC_20161130_025778	What's unique about Nuo is that they are subordinates of the Demon King Kartas. Although Kartas possesses a brutal and unexpected personality, it is so incredible that Nuo who is under the control of Kartas possesses the power and the number for the ones who know well about the circumstances in the demons. 
ETC_20161130_025779	Black Gargoyle
ETC_20161130_025780	Candle Logger
ETC_20161130_025781	Porahound
ETC_20161130_025782	Vel's Chariot
ETC_20161130_025783	Velnipper
ETC_20161130_025784	Jezebel
ETC_20161130_025785	F'vetta
ETC_20161130_025786	Ignas
ETC_20161130_025787	Quavaad
ETC_20161130_025788	Wooden Centurion
ETC_20161130_025789	x4 EXP Tome (1 Day)
ETC_20161130_025790	Select an item to be appraised.
ETC_20161130_025791	Can only be used in Rank {Rank}.
ETC_20161130_025792	Cannot be used in Rank 1.
ETC_20161130_025793	You already own this voice pack.
ETC_20161130_025794	Giving Tree
ETC_20161130_025795	Advanced Gem Abrasive (14 Days)
ETC_20161130_025796	EXP Tome (14 Days)
ETC_20161130_025797	Jumbo Dumpling (14 Days)
ETC_20161214_025798	Convent Scriptorium Mission
ETC_20161214_025799	Narcon Prison
ETC_20161214_025800	Natarh Watchtower
ETC_20161214_025801	Tatenye Prison
ETC_20161214_025802	Demonic Prison
ETC_20161214_025803	Neighport Church East Building
ETC_20161214_025804	Deymantas turned into a Blue Riteris.{nl}Defeat it.
ETC_20161214_025805	Deymantas
ETC_20161214_025806	My warning should have been heard...
ETC_20161214_025807	Do you really think you can disobey Gesti and live?
ETC_20161214_025808	Upon using the purification gem, a group of Leaf Bugs has appeared.
ETC_20161214_025809	Upon setting the Spell Crystal, a Yellow Gazing Golem has appeared.
ETC_20161214_025810	Spell Crystal
ETC_20161214_025811	A Gazing Golem has appeared.
ETC_20161214_025812	A group of Gosarus has appeared.
ETC_20161214_025813	Upon touching the flower, a sweet scent fills the air as a group of Gosarus appear.
ETC_20161214_025814	A group of monsters appeared as you were trying to read the old diary!
ETC_20161214_025815	An unknown voice is heard!
ETC_20161214_025816	Upon activating the suspicious device, nearby spirits start to appear.
ETC_20161214_025817	Defeat the Froster Lord!
ETC_20161214_025818	Yudejan Altar
ETC_20161214_025819	Cerberus, the demon coveting the treaty that Kupole Lenja talked about, has appeared.{nl}Defeat Cerberus.
ETC_20161214_025820	A Grim Reaper has appeared, surrounded by a strong evil aura.{nl}Defeat the Grim Reaper.
ETC_20161214_025821	The evil energy is dissipating.
ETC_20161214_025822	A title given to CBT1 participants.
ETC_20161214_025823	A title given to people who have met 100 NPCs.
ETC_20161214_025824	Title awarded to users selected during the event.
ETC_20161214_025825	A title that is rewarded to people that have discovered all of the treasure chests.
ETC_20161214_025826	Reach Rank 8 by the Wings of Vaivora.
ETC_20161214_025827	A title that is awarded to the Swordsman that stood at the pinnacle of the Team Battle League.
ETC_20161214_025828	A title that is awarded to the Wizard that stood at the pinnacle of the Team Battle League.
ETC_20161214_025829	A title that is awarded to the Archer that stood at the pinnacle of the Team Battle League.
ETC_20161214_025830	A title that is awarded to the Cleric that stood at the pinnacle of the Team Battle League.
ETC_20161214_025831	The title is awarded to those who have won in the Fan Art Fest.
ETC_20161214_025832	Complete main story quest of Tiltas Valley.
ETC_20161214_025833	Complete main story quest of Tenants' Farm.
ETC_20161214_025834	Complete main story quest of Escanciu Village.
ETC_20161214_025835	Complete main story quest of Saknis Plains.
ETC_20161214_025836	Complete main story quest of Sunset Flag Forest.
ETC_20161214_025837	Complete main story quest of Shaton Reservoir.
ETC_20161214_025838	True Companion
ETC_20161214_025839	This title is given to players who have completed the My Precious Friend quest line.
ETC_20161214_025840	Shinobi Seeker
ETC_20161214_025841	This title is given to players who have completed the A Request from the Shinobi Master quest line.
ETC_20161214_025842	Maker of History
ETC_20161214_025843	This title is given to players who have completed the Notable Grave Robbers and Adventurers quest line.
ETC_20161214_025844	Novaha Mourner
ETC_20161214_025845	This title is given to players who have completed the Remembering the Victims quest line.
ETC_20161214_025846	Disciple of the Great Problem-Solver
ETC_20161214_025847	A title given to disciples of the Great Problem-Solver
ETC_20161214_025848	Empty
ETC_20161214_025849	It's empty.
ETC_20161214_025850	It's coated with Jugrinas' special solution.
ETC_20161214_025851	Enhance Evil Energy
ETC_20161214_025852	Became stronger through the demon sacrifice.
ETC_20161214_025853	Concentrate Evil Energy
ETC_20161214_025854	The influence of Auka Altar has disappeared. The leader's stamina is recovered.
ETC_20161214_025855	Consolidate Evil Energy
ETC_20161214_025856	The influence of Malda Altar has disappeared. The evil energy is looking for its prey.
ETC_20161214_025857	Plateau Wind
ETC_20161214_025858	A wind created by the plateau shamans. 
ETC_20161214_025859	Execute Petrification
ETC_20161214_025860	The petrification curse is accumulating!
ETC_20161214_025861	Petrification Curse
ETC_20161214_025862	You were caught in the petrifying curse. You won't be able to move much for a few moments.
ETC_20161214_025863	Change Petrification Detector
ETC_20161214_025864	Petrification Detector Color Changing
ETC_20161214_025865	Summon Party Members
ETC_20161214_025866	Summon all player characters in the map to you every 50 seconds. If the character in question is within the range of 50, the summon doesn't happen.
ETC_20161214_025867	PR Notice : Join the Kedoran Merchant Alliance!{nl}Benefit Effect : Temporary increase in attack and magic attack!
ETC_20161214_025868	Curse of the Red Waters
ETC_20161214_025869	Be careful! It looks like the energy is escaping!{nl}Stop moving to keep the stamina from decreasing!{nl}Moving zones or logging out will also make the curse disappear.
ETC_20161214_025870	Happy Cat
ETC_20161214_025871	Cute kitty!
ETC_20161214_025872	Unhappy
ETC_20161214_025873	The atmosphere has mysteriously turned sinister. It would be wise to stop by another region or your lodge.
ETC_20161214_025874	Unappetizing Fruit
ETC_20161214_025875	The fruit tastes terrible. Your energy was drained and your stamina reduced.{nl}You will feel better if you walk through another region or your own lodge.
ETC_20161214_025876	Cute Bonfire
ETC_20161214_025877	What a cute bonfire. It expresses feelings.
ETC_20161214_025878	Shinobi Quest Buff 1
ETC_20161214_025879	Shinobi Quest Buff 2
ETC_20161214_025880	Shinobi Quest Buff 3
ETC_20161214_025881	Using camouflage
ETC_20161214_025882	The power of the Camouflage Stone keeps the Gazing Golem from seeing you.
ETC_20161214_025883	Giant Buff
ETC_20161214_025884	An enormous monster, like the leader of the group.
ETC_20161214_025885	Evade Lv2
ETC_20161214_025886	Berserker
ETC_20161214_025887	Decreases Crit Resistance and changed Defense into 0.
ETC_20161214_025888	Distant Resistance
ETC_20161214_025889	Resists distant attacks 10 times.
ETC_20161214_025890	Neighbor of Yesterday
ETC_20161214_025891	A watcher from the Tenet Garden watchers has arrived. It says some Pantos have joined forces with the demons and are plotting to invade the plateau. The watchers are planning to invade the Pantos' base to stop their attack.
ETC_20161214_025892	Castle
ETC_20161214_025893	The curiosity of the wizards led to big trouble. Defeat the Fire Lord before the entire Mage Tower burns down.
ETC_20161214_025894	The sleeping Reaverpede woke up and is attacking the pilgrims. Defeat the Reaverpede and protect the path of the pilgrims!
ETC_20161214_025895	The adventurers saw an enormous shadow by the cliff on the Penitence Route of the Great Cathedral. They said the thing also took away a few people who walked past.
ETC_20161214_025896	At Greene Manor, the deafening sound of enormous bug wings can apparently be heard in the wind. The people are scared and have started to evacuate the area. Find the source of the noise and solve the mystery.
ETC_20161214_025897	The Kupoles of Demon Prison District 2 found a Glackuman. As the Kupoles are busy tackling the imprisoned demons, help them by defeating the Glackuman.
ETC_20161214_025898	A Manticen has appeared at Shaton Reservoir. Hide in the caves of the Reservoir and defeat the Manticen that's threatening the residents.
ETC_20161214_025899	Apparently, the bees at Dina Bee Farm have started to disappear little by little. Someone found a gigantic spider web in the forest, and soon after a Honeypin appeared at the Farm. Defeat the Honeypin before it destroys the entire region.
ETC_20161214_025900	Defeat the Kurmis
ETC_20161214_025901	An enormous monster has appeared in Viltis Forest and is attacking the adventurers. Defeat the monster and make the forest safe again.
ETC_20161214_025902	The Kedoran Alliance, who the Mage Tower adventurers support, suffered a monster attack at Istora Ruins. They request your help to defeat their biggest threat, the Yonazolem. Defeat the Yonazolem and help the Mage Tower adventurers proceed with their work in safety.
ETC_20161214_025903	The Naktis so often mentioned by the adventurers has suddenly disappeared. Meanwhile, the adventurers exploring the Kaliss Province say they were attacked at the Roxona Reconstruction Agency West Building by someone under the form of the Naktis. Go and investigate!
ETC_20161214_025904	Defeat Demon Lord Hauberk
ETC_20161214_025905	The Kupoles of Demon Prison District 4 say Demon Lord Hauberk has been appearing in the area recently. Go and check whether he has returned, or if it's just another one of his fragments.
ETC_20161214_025906	Defeat the Gosal
ETC_20161214_025907	The Gosal that suddenly appeared at Uskis Arable Land is causing serious harm to the hardworking farmers in the area. Defeat the Gosal and save the farmers.
ETC_20161214_025908	The rumor that there is something watching between the lush trees of Spring Light Woods has been around for a long time. This time, the rumor became true and there is a creature threatening the passing residents. Find the Woodspirit in Spring Light Woods and defeat it.
ETC_20161214_025909	The soldiers operating at the thorny Glade Hillroad seem to be facing a problem with an enormous monster. According to the reports, the monster is a Bebraspion. Go and check whether the gigantic Bebraspion is really roaming the thorny area.
ETC_20161214_025910	A few members of the Kedoran Alliance were walking past the nearly-deserted Laukyme Swamp when they heard a deafening roar. They believe the sound came from a Gaigalas. The Alliance is now looking for an adventurer to defeat the Gaigalas and make the road safe again.
ETC_20161214_025911	Guild Raid Sample
ETC_20161214_025912	An important message has arrived from the followers at Tenet Church.{nl}The demons who survived the last battle with the followers are planning to summon a very powerful Chapparition.{nl}If we don't stop them from summoning the Chapparition, the south of the Kingdom will once again be ravaged by the demons.{nl}The followers need your help to fight the demons.
ETC_20161214_025913	The Dievdirbys Master received a letter from Tesla.{nl}Tesla created several Spirit Guide Owl Sculptures and the Sequoia to protect them. However, the Sequoia was corrupted by the demons' evil energy and is destroying the statues and setting fire to the forest. Tesla is now looking for a brave adventurer to defeat the Sequoia.
ETC_20161214_025914	TestRaid2
ETC_20161214_025915	Earth Tower Lolopanther Area
ETC_20161214_025916	Earth Tower Solmiki Area
ETC_20161214_025917	Use to obtain 30 TP.{nl}This item cannot be refunded or returned after use.
ETC_20161214_025918	Use to obtain 100 TP.{nl}This item cannot be refunded or returned after use.
ETC_20161214_025919	Use to obtain 200 TP.{nl}This item cannot be refunded or returned after use.
ETC_20161214_025920	Use to obtain 300 TP.{nl}This item cannot be refunded or returned after use.
ETC_20161214_025921	Use to obtain 600 TP.{nl}This item cannot be refunded or returned after use.
ETC_20161214_025922	Use to obtain 1300 TP.{nl}This item cannot be refunded or returned after use.
ETC_20161214_025923	Right-click to obtain the following items:{nl} - 500 TP{nl} - 10x Enchant Scroll{nl} - Hairstyle Accessory - Popolion Doll{nl} - 150 TP [Event]
ETC_20161214_025924	Instanced Dungeon Reset Voucher: 14 Days
ETC_20161214_025925	Instanced Dungeon Reset Voucher: 1 Minute
ETC_20161214_025926	Contains goodies. Right-click to use.{nl} - Token 7 Days (Event) x1 {nl} - EXP Tome x3 {nl} - Highly Condensed HP Potion x100 {nl} - Highly Condensed SP Potion x100 {nl} - Urgent Repair Kit x3 {nl} - Warp Scroll x10 {nl} - Soul Crystal x5 {nl} - Instanced Dungeon Reset Voucher x1 {nl} - Megaphone x10
ETC_20161214_025927	Improved EXP Tome [Event]
ETC_20161214_025928	Adds a random option to a hair costume.{nl}Up to 3 options can be added.{nl}You cannot use this scroll on an equipped item.{nl}Right-click to use.
ETC_20161214_025929	Applies Token benefits to all your characters in the server for 3 hours. Right-click to use.{nl}[Token Benefits]{nl} - Able to learn attributes instantaneously{nl} - Reduced Market commission fee (30% {img white_right_arrow 16 16} 10%){nl} - Able to list up to 10 items on the Market{nl} - +3 increased character movement{nl} - +20% EXP from hunting monsters{nl}(Stacks with EXP Tome effects) - Increased maximum buff count{nl} - Able to use Premium Gestures
ETC_20161214_025930	Applies Token benefits to all your characters in the server for 5 days. Right-click to use.{nl}[Token Benefits]{nl} - Able to learn attributes instantaneously{nl} - Reduced Market commission fee (30% {img white_right_arrow 16 16} 10%){nl} - Able to list up to 10 items on the Market{nl} - +3 increased character movement{nl} - +20% EXP from hunting monsters{nl}(Stacks with EXP Tome effects) - Increased maximum buff count{nl} - Able to use Premium Gestures
ETC_20161214_025931	Instance Clear Voucher
ETC_20161214_025932	Token:3 Days[EVENT](14 Days)
ETC_20161214_025933	Applies Token benefits to all your characters in the server for 3 days. Right-click to use.{nl}Upon pick-up, use within 14 days.{nl}[Token Benefits]{nl} - Able to learn attributes instantaneously{nl} - Reduced Market commission fee (30% {img white_right_arrow 16 16} 10%){nl} - Able to list up to 10 items on the Market{nl} - +3 increased character movement{nl} - +20% EXP from hunting monsters{nl}(Stacks with EXP Tome effects) - Increased maximum buff count{nl} - Able to use Premium Gestures
ETC_20161214_025934	Warp Scroll (14 Days)
ETC_20161214_025935	Allows you to warp to any activated Goddess Statue. Your current location will be saved at a Goddess Statue. Upon pick-up, use within 14 days.
ETC_20161214_025936	Soul Crystal (14 Days)
ETC_20161214_025937	Using this Soul Crystal will resurrect you in the same position you died. Upon pick-up, use within 14 days.
ETC_20161214_025938	EXP Tome: 10 Minutes
ETC_20161214_025939	Applies various effects to your character for 1 hour. Upon pick-up, use within 10 minutes. Right-click to use. Upon pick-up, use within 14 days.{nl} - Consumes time when you are connected to the game.{nl}[EXP Tome Effect]{nl} - +30% EXP from hunting monsters{nl} - Doubled STA recovery rate
ETC_20161214_025940	Instance One Entry Voucher
ETC_20161214_025941	Recovers all durability of currently-equipped items.
ETC_20161214_025942	EXP Tome (Effect for a Minute)
ETC_20161214_025943	Applies various effects to your character for 1 minute. Right-click to use.{nl} - Consumes time when you are connected to the game.{nl}[EXP Tome Effect]{nl} - +30% EXP from hunting monsters{nl} - Doubled STA recovery rate
ETC_20161214_025944	Instanced Dungeon Multiply Token
ETC_20161214_025945	Consumes all your remaining instanced dungeon daily entries, while multiplying the amount of items and EXP obtained in a single run by that number of entries.
ETC_20161214_025946	Orange Hair Dye
ETC_20161214_025947	A beautiful sunset-colored orange hair dye. Right-click to use. Check the Character Settings tab for the registered color.
ETC_20161214_025948	Glowing Awakening Stone
ETC_20161214_025949	Use to obtain 16 TP. 
ETC_20161214_025950	Use to obtain 33 TP. 
ETC_20161214_025951	Use to obtain 49 TP. 
ETC_20161214_025952	Use to obtain 66 TP. 
ETC_20161214_025953	Use to obtain 82 TP. 
ETC_20161214_025954	Use to obtain 99 TP. 
ETC_20161214_025955	Use to obtain 115 TP. 
ETC_20161214_025956	Use to obtain 132 TP. 
ETC_20161214_025957	Use to obtain 148 TP. 
ETC_20161214_025958	Use to obtain 165 TP. 
ETC_20161214_025959	Use to obtain 198 TP. 
ETC_20161214_025960	Use to obtain 330 TP. 
ETC_20161214_025961	Use to obtain 379 TP. 
ETC_20161214_025962	Use to obtain 445 TP. 
ETC_20161214_025963	Use to obtain 660 TP. 
ETC_20161214_025964	Use to obtain 990 TP. 
ETC_20161214_025965	Use to obtain 1650 TP. 
ETC_20161214_025966	Use to obtain 3300 TP. 
ETC_20161214_025967	Use to obtain 6600 TP. 
ETC_20161214_025968	1000 TP [Event]
ETC_20161214_025969	Use to obtain 1000 TP.
ETC_20161214_025970	200 TP [Event]
ETC_20161214_025971	300 TP [Event]
ETC_20161214_025972	Use to obtain 300 TP.
ETC_20161214_025973	400 TP [Event]
ETC_20161214_025974	Use to obtain 400 TP.
ETC_20161214_025975	120 TP [Event]
ETC_20161214_025976	Use to obtain 120 TP.
ETC_20161214_025977	60 TP [Event]
ETC_20161214_025978	Use to obtain 60 TP.
ETC_20161214_025979	Penguin Package
ETC_20161214_025980	Adventurer Package
ETC_20161214_025981	Right click to use and obtain the contents.{nl}- Honey Dumpling (x2) {nl} - x8 EXP Tome (x1) {nl} - Enchant Scroll (x1) {nl} - Instanced Dungeon Reset Voucher (x1)
ETC_20161214_025982	Right click to use and obtain the contents.{nl}- Honey Dumpling (x6) {nl} - x8 EXP Tome (x3) {nl} - Enchant Scroll (x3) {nl} - Instanced Dungeon Reset Voucher (x3) {nl} - Superior Gem Abrasive (x1)
ETC_20161214_025983	Right click to use and obtain the contents.{nl}- Honey Dumpling (x30) {nl} - x8 EXP Tome (x10) {nl} - Enchant Scroll (x10) {nl} - Instanced Dungeon Reset Voucher (x10) {nl} - Lv9 Gem Abrasive (x1) {nl} - Silver Anvil (x3)
ETC_20161214_025984	Maintenance Compensation Package
ETC_20161214_025985	Right-click to obtain the contents.
ETC_20161214_025986	Major Bug Report Appreciation Package
ETC_20161214_025987	Bug Report Appreciation Package
ETC_20161214_025988	Reparations Package
ETC_20161214_025989	Delay Compensation Package
ETC_20161214_025990	Test Pack
ETC_20161214_025991	100 Day Celebration Package
ETC_20161214_025992	Right click to use and obtain the contents.{nl} - Enchant Scroll (x8){nl} - 100 Days Celebration Potion (x10){nl} - Highly Condensed HP Potion (x100){nl} - Highly Condensed SP Potion (x100)
ETC_20161214_025993	October Accessory Package
ETC_20161214_025994	Right click to use and obtain the contents.{nl} - Enchant Scroll (x5){nl} - Tasseled Armband (x1){nl} - Polka Dot Ribbon (x1)
ETC_20161214_025995	Pumpkin 100 TP Package
ETC_20161214_025996	Right click to use and obtain the contents.{nl} - 100 TP{nl} - 5 TP (Event){nl} - Popolion Doll Raffle Ticket
ETC_20161214_025997	Pumpkin 200 TP Package
ETC_20161214_025998	Right click to use and obtain the contents.{nl} - 200 TP{nl} - 20 TP (Event){nl} - Popolion Doll Raffle Ticket (x2)
ETC_20161214_025999	Pumpkin 300 TP Package
ETC_20161214_026000	Right click to use and obtain the contents.{nl} - 300 TP{nl} - 60 TP (Event){nl} - Popolion Doll Raffle Ticket (x3)
ETC_20161214_026001	Pumpkin 500 TP Package
ETC_20161214_026002	Right click to use and obtain the contents.{nl} - 500 TP{nl} - 150 TP (Event){nl} - Popolion Doll Raffle Ticket (x5)
ETC_20161214_026003	Mikos receive the prophecy and serve the goddesses. They attack enemies with Holy property attacks or give buffs to the allies by raising their spirits up.
ETC_20161214_026004	Emmet Forest Entrance
ETC_20161214_026005	Nobreer Intersection
ETC_20161214_026006	Lower Shipping Station
ETC_20161214_026007	Nobreer Falls
ETC_20161214_026008	Big Tree Footbridge
ETC_20161214_026009	Upper Shipping Station
ETC_20161214_026010	Evac Route
ETC_20161214_026011	Evac Zone
ETC_20161214_026012	Pranasyste Way
ETC_20161214_026013	Rechimas Way
ETC_20161214_026014	Treaty Seal Site
ETC_20161214_026015	Tamsus Way
ETC_20161214_026016	Tamsus Ikeitimas
ETC_20161214_026017	Sviesos Way
ETC_20161214_026018	Sviesos Ikeitimas
ETC_20161214_026019	Yudejan Altar
ETC_20161214_026020	Sequoia (Test)
ETC_20161214_026021	Plague Doctor Jugrinas
ETC_20161214_026022	Yudejan Altar
ETC_20161214_026023	Mausoleum Cube_0
ETC_20161214_026024	Teleport Magic Circle (Mini)
ETC_20161214_026025	Use Miko Attributes
ETC_20161214_026026	Ask about the Miko Master
ETC_20161214_026027	Share tales of guild battle
ETC_20161214_026028	Share tales of [Master] guild battle
ETC_20161214_026029	Pass through Tenet Garden and move to the Entrance of Kateen Forest
ETC_20161214_026030	Collect the Spirits with the Suspicious Device
ETC_20161214_026031	Start the Suspicious Device
ETC_20161214_026032	Unlock the Device Protecting the Box
ETC_20161214_026033	Retrieve the Magic Crystal
ETC_20161214_026034	Install the Link Tracking Device
ETC_20161214_026035	Return without Getting Detected by Gazing Golem
ETC_20161214_026036	Ask the Girl Settler
ETC_20161214_026037	Ask the Young Settler
ETC_20161214_026038	Ask the Orsha Citizen
ETC_20161214_026039	Sprikle the Holy Powder on the Box
ETC_20161214_026040	Bury the Strange Crystals
ETC_20161214_026041	Use the Kedoran Merchant Alliance Scroll to the novice Revelators near the fields of Klaipeda or Orsha
ETC_20161214_026042	Take Notes About the Sentry Bailey
ETC_20161214_026043	Take Notes About the Drill Ground of Confliction
ETC_20161214_026044	Take Notes About the Resident Quarter
ETC_20161214_026045	Take Notes About the Storage Quarter
ETC_20161214_026046	Take Notes About the Fortress Battlegrounds
ETC_20161214_026047	Collect Raffly Leaves
ETC_20161214_026048	Collect Ellogua Flower Wine
ETC_20161214_026049	Make Food for Your Companion
ETC_20161214_026050	Give the Food to Your Companion
