ETC_20150317_000001	$Kepa
ETC_20151022_016398	Using the body fluid of monsters
ETC_20151022_016399	The Bracken Herb is rotten
ETC_20151022_016400	Let's look for more beads
ETC_20151022_016401	Don't you think the beads will be in front?
ETC_20151022_016402	You've found the beads.{nl}Look for more beads by searching nearby.
ETC_20151022_016403	Hand over the Small HP potion
ETC_20151022_016404	Hand over the HP potion
ETC_20151022_016405	Hand over the Big HP potion
ETC_20151022_016406	Packing up
ETC_20151022_016407	You've obtained the peddler's luggage.
ETC_20151022_016408	Coco, eat this.
ETC_20151022_016409	Coco is looking for the peddler
ETC_20151022_016410	Telling about the whereabouts of the peddler
ETC_20151022_016411	Let it smell the scent of the peddler
ETC_20151022_016412	Coco has smelled the scent of the peddler
ETC_20151022_016413	Looking at the blocks of woods
ETC_20151022_016414	You were only able to find the rotten trees
ETC_20151022_016415	Lighting up the fire on the torch
ETC_20151022_016416	Curing the Refugees
ETC_20151022_016417	Purifying the Monsters
ETC_20151022_016418	You've successfully purified the monsters
ETC_20151022_016419	Combining the spirits of the monsters
ETC_20151022_016420	You've absorbed the spirits of the monsters
ETC_20151022_016421	You've failed to absorb the spirits of the monsters
ETC_20151022_016422	Drinking the liquid medicine of Barbarian
ETC_20151022_016423	Attack has decreased a little bit due to the effects of the liquid medicine!
ETC_20151022_016424	Inspecting the Diary
ETC_20151022_016425	You can't find anything about the gigantic bracken
ETC_20151022_016426	You've found something about the gigantic bracken
ETC_20151022_016427	Removing the defensive device
ETC_20151022_016428	The defensive device has been removed
ETC_20151022_016429	You've removed the cauldron
ETC_20151022_016430	Removing the power source
ETC_20151022_016431	You've removed the power source
ETC_20151022_016432	You've been caught by the chilly air trap
ETC_20151022_016433	This item is currently locked
ETC_20151022_016434	Equip Rapier Shield
ETC_20151022_016435	Equip Rapier Dagger
ETC_20151022_016436	Equip Rapier Sub
ETC_20151022_016437	Equip Crossbow Pistol
ETC_20151022_016438	Equip Crossbow Cannon
ETC_20151022_016439	Item Merchant
ETC_20151022_016440	[Swordsman Sub Master]{nl}         Codill
ETC_20151022_016441	[Peltasta Sub Master]{nl}                Nirin Dameoff
ETC_20151022_016442	[Cleric Sub Master]{nl}                 Tamara Easton
ETC_20151022_016443	[Krivis Sub Master]{nl}                     Mellinda Dicherin
ETC_20151022_016444	[Priest Sub Master]{nl}                      Boira
ETC_20151022_016445	[Bokor Sub Master]{nl}                   Bobo Icelin
ETC_20151022_016446	[Sadhu Master]{nl}                           Agota Hanska
ETC_20151022_016447	[Paladin Sub Master]{nl}                  Sylvia Naimon
ETC_20151022_016448	Flameholder
ETC_20151022_016449	Boss Manager
ETC_20151022_016450	Peddler Varas
ETC_20151022_016451	Herb Broker Tales
ETC_20151022_016452	Bracken Forest 63_2
ETC_20151022_016453	Collapsed residential quarters notice board
ETC_20151022_016454	Cannolis Light Completion
ETC_20151022_016455	Owl Effect
ETC_20151022_016456	Lock Box
ETC_20151022_016457	3cm Lake 83
ETC_20151022_016458	Magi
ETC_20151022_016459	Protection Magic
ETC_20151022_016460	Protection Magic Circle
ETC_20151022_016461	Letter on the ground
ETC_20151022_016462	Suspicious Sack
ETC_20151022_016463	[Kedoran Merchant Alliance]{nl}   Leopoldas
ETC_20151022_016464	[Kedoran Merchant Alliance]{nl}     Edita
ETC_20151022_016465	[Kedoran Merchant Alliance]{nl} Marcelijus
ETC_20151022_016466	[Kedoran Merchant Alliance]{nl}     Gerda
ETC_20151022_016467	[Kedoran Merchant Alliance]{nl}   Serapinas
ETC_20151022_016468	[Fencer Master]{nl}  Sorscha Hutton
ETC_20151022_016469	[Barbarian Sub Master]{nl}        Twinhal Koreont
ETC_20151022_016470	[Dievdirbys Sub Master]{nl}        Zenoa Gallant
ETC_20151022_016471	Padded Leg Herb
ETC_20151022_016472	Smoking Glue
ETC_20151022_016473	Smelly Cart
ETC_20151022_016474	Habitat
ETC_20151022_016475	[Highlander Sub Master{nl}        Rahellia Black
ETC_20151022_016476	Injured Refugees
ETC_20151022_016477	Shelter Bonfire
ETC_20151022_016478	Shelter Pyre
ETC_20151022_016479	Remaining Goods
ETC_20151022_016480	Lost Emigrant
ETC_20151022_016481	Mission Failed: Returning to starting zone in 30 seconds.
ETC_20151022_016482	The mission will start in 60 seconds.
ETC_20151022_016483	The 5th room has been opened. {nl} Defeat all of the bosses within the time limit.
ETC_20151022_016484	Defeat all of the monsters!
ETC_20151022_016485	Defeat Jack O'Lantern!
ETC_20151022_016486	Defeat Moldyhorn!
ETC_20151022_016487	Defeat Colimencia and Mothstem!
ETC_20151022_016488	Defeat the Cockat nest!
ETC_20151022_016489	Defeat Moyabruka and Menticen!
ETC_20151022_016490	Survive for 2 minutes!
ETC_20151102_016491	Voodoo Doll Castle
ETC_20151102_016492	Spector
ETC_20151102_016493	Cursed Flag
ETC_20151102_016494	Snake
ETC_20151102_016495	Red Truffle
ETC_20151102_016496	Bone Fragments
ETC_20151102_016497	Lapedame
ETC_20151102_016498	Rambandgad
ETC_20151102_016499	Prison Cutter
ETC_20151102_016500	Red Lavenzard
ETC_20151102_016501	Dark Surge
ETC_20151102_016502	Namott Sanctum
ETC_20151102_016503	Thaumas Trail
ETC_20151102_016504	Salvia Forest
ETC_20151102_016505	
ETC_20151102_016506	Sekta Shelter
ETC_20151102_016507	Oath Memorial Site
ETC_20151102_016508	Maven Abbey
ETC_20151102_016509	Pelke Shrine Ruins
ETC_20151102_016510	Absenta Reservoir
ETC_20151102_016511	Ruklys Hall of Fame
ETC_20151102_016512	Extension
ETC_20151102_016513	Cranto Coast
ETC_20151102_016514	Cranto Coast
ETC_20151102_016515	Igti Coast
ETC_20151102_016516	Allemet Forest
ETC_20151102_016517	Barha Forest
ETC_20151102_016518	Nahash Forest
ETC_20151102_016519	Vera Cost
ETC_20151102_016520	Elkosh Abbey Hospital
ETC_20151102_016521	Elkosh Abbey Main Building
ETC_20151102_016522	Vedas Plateau
ETC_20151102_016523	Koru Jungle
ETC_20151102_016524	Knidos Jungle
ETC_20151102_016525	Dadan Jungle
ETC_20151102_016526	Four Icon Castle
ETC_20151102_016527	
ETC_20151102_016528	
ETC_20151102_016529	Nevellet Quarry 1F
ETC_20151102_016530	Nevellet Quarry 2F
ETC_20151102_016531	Topes Mine 1F
ETC_20151102_016532	Topes Mine 2F
ETC_20151102_016533	Sicarius 1F
ETC_20151102_016534	Sicarius 2F
ETC_20151102_016535	Free Cleric Kus before the gas is released!
ETC_20151102_016536	Cleric Kus
ETC_20151102_016537	I'll turn off the gas releaser. You go and destroy the detaining mechanism.
ETC_20151102_016538	The demons spotted us!
ETC_20151102_016539	I'll open the warehouse door while you stop the demons
ETC_20151102_016540	Everyone, the cleric will open the door for us
ETC_20151102_016541	We're alive!
ETC_20151102_016542	Let's get out of here, quick
ETC_20151102_016543	Demons!
ETC_20151102_016544	Thank you for saving us.
ETC_20151102_016545	Edmundas
ETC_20151102_016546	Ugh... my head...
ETC_20151102_016547	No! Please save my brother!
ETC_20151102_016548	To foil my plans this easily...
ETC_20151102_016549	Your foolish and imprudent actions will have the siblings killed
ETC_20151102_016550	Magic Stone of Pain
ETC_20151102_016551	I'm... alright..
ETC_20151102_016552	Roze, are you okay?
ETC_20151102_016553	No... this can't be...
ETC_20151102_016554	I won't let you interfere
ETC_20151102_016555	Protect me until the mind control is completed
ETC_20151102_016556	Step away.
ETC_20151102_016557	Now, let's return to Lord Melchioras.
ETC_20151102_016558	Wh... what is this..
ETC_20151102_016559	Quick! Run!!
ETC_20151102_016560	Please help!
ETC_20151102_016561	He...help!
ETC_20151102_016562	Are you okay?
ETC_20151102_016563	The real hydra appeared!
ETC_20151102_016564	He/She's getting away!
ETC_20151102_016565	Avoid the magic dispel towers and move the Magic Concentration Orbs onto the magic circle of verification!
ETC_20151102_016566	Magic Concentration Orb
ETC_20151102_016567	Magic Circle of Verification
ETC_20151102_016568	Magic Dispel Tower
ETC_20151102_016569	Ferret appeared!
ETC_20151102_016570	Ferret Murloader, protector of Demon Totems has appeared!
ETC_20151102_016571	Eliminate Ferret Murloader and destroy the Demon Totem!
ETC_20151102_016572	Ack.. You insolent human!!
ETC_20151102_016573	Fight against Demon Lord Zaura who imprisoned Goddess Lada
ETC_20151102_016574	Stand back.
ETC_20151102_016575	No!!
ETC_20151102_016576	Demon Lord Zaura disappeared with the girl! Eliminate the horde of Ferrets!
ETC_20151102_016577	The Kingdom Guards are being chased by the monsters! It's better to save them for now.
ETC_20151102_016578	I'm sorry. Please leave
ETC_20151102_016579	We came to investigate...
ETC_20151102_016580	Namott
ETC_20151102_016581	Namott Holy Water Effect: Demon monsters will not appear
ETC_20151102_016582	Decreased Resistance against Ice Property 
ETC_20151102_016583	Effect of Psychokinesis Scroll
ETC_20151102_016584	You're currently affected by the Psychokinesis Scroll.
ETC_20151102_016585	Pearl Powder
ETC_20151102_016586	Soul - Attack Power
ETC_20151102_016587	The Demon's Sword has increased in attack power after burning the soul.
ETC_20151102_016588	Soul - Attack Power-Cooldown
ETC_20151102_016589	Guardian Statue has been activated.
ETC_20151102_016590	-----(The Guardian Statue) is guiding the soul.'
ETC_20151102_016591	Activate Warp
ETC_20151102_016592	Warp Device is engaged.
ETC_20151102_016593	Warp - Cooldown
ETC_20151102_016594	Warp Device has stopped.
ETC_20151102_016595	Access Permit
ETC_20151102_016596	The warp device allowed your entry.
ETC_20151102_016597	Receive rewards
ETC_20151102_016598	You received a hidden demon reward box.
ETC_20151102_016599	Open Box
ETC_20151102_016600	The box has already been open.
ETC_20151102_016601	Protection
ETC_20151102_016602	The vine is being protected.
ETC_20151102_016603	The sealing scroll is being protected.
ETC_20151102_016604	Berserk-Red Bone Pile
ETC_20151102_016605	Berserk Status
ETC_20151102_016606	Berserk-Blue Bone Pile
ETC_20151102_016607	Activate the Grudging Soul
ETC_20151102_016608	You opened the chest.
ETC_20151102_016609	Heal
ETC_20151102_016610	This person is already fully healed.
ETC_20151102_016611	Obtaining Kruvina
ETC_20151102_016612	Obtained Kruvina
ETC_20151102_016613	Bag of Bracken Spore
ETC_20151102_016614	You've been poisoned by the deadly bracken spores.
ETC_20151102_016615	Protective barrier
ETC_20151102_016616	Loop Stack Overflow
ETC_20151102_016617	Chinency Gem
ETC_20151102_016618	Weaver Gem
ETC_20151102_016619	Yekubite Gem
ETC_20151102_016620	Jukopus Gem
ETC_20151102_016621	Stone Orca Gem
ETC_20151102_016622	Seedmia Gem
ETC_20151102_016623	Panto Gem
ETC_20151102_016624	Ultanun Gem
ETC_20151102_016625	Puragi Gem
ETC_20151102_016626	Vubbe Fighter Gem
ETC_20151102_016627	Mallardu Gem
ETC_20151102_016628	Brown Rodelin Gem
ETC_20151102_016629	Glizardon Gem
ETC_20151102_016630	Lauzinutena Gem
ETC_20151102_016631	Loftlem Gem
ETC_20151102_016632	Deadborn Scap Gem
ETC_20151102_016633	Boowook Gem
ETC_20151102_016634	Egnome Gem
ETC_20151102_016635	Yognome Gem
ETC_20151102_016636	Pawndel Gem
ETC_20151102_016637	Beetow Gem
ETC_20151102_016638	Earth Wood Goblin Gem
ETC_20151102_016639	Ammon Gem
ETC_20151102_016640	Vikaras Mage Gem
ETC_20151102_016641	Inforburk Gem
ETC_20151102_016642	Mushcarfung Gem
ETC_20151102_016643	Groll Gem
ETC_20151102_016644	Chafperor Gem
ETC_20151102_016645	Thornball Gem
ETC_20151102_016646	Bite Gem
ETC_20151102_016647	Cemetery Golem Gem
ETC_20151102_016648	Black Drake Gem
ETC_20151102_016649	Catocom Candle Spider Gem
ETC_20151102_016650	Pino Gem
ETC_20151102_016651	Tiken Gem
ETC_20151102_016652	Black Ridmed Gem
ETC_20151102_016653	Mauros Gem
ETC_20151102_016654	Flying Frog Gem
ETC_20151102_016655	Stumpy Tree Gem
ETC_20151102_016656	Cronewt Gem
ETC_20151102_016657	Prison Fighter Gem
ETC_20151102_016658	Mine Predator Gem
ETC_20151102_016659	Vubbe Warrior Gem
ETC_20151102_016660	Cockat Gem
ETC_20151102_016661	Bushspider Gem
ETC_20151102_016662	Yello Tognome Gem
ETC_20151102_016663	Big Siaulamb Gem
ETC_20151102_016664	Red Infrorocktor Gem
ETC_20151102_016665	Yello Moya Gem
ETC_20151102_016666	Rusty Old Hook Gem
ETC_20151102_016667	Blue Stoulet Gem
ETC_20151102_016668	Spion Gem
ETC_20151102_016669	Lemur Gem
ETC_20151102_016670	Yello Candle Spider Gem
ETC_20151102_016671	Rubabos Gem
ETC_20151102_016672	Tree Ambulo Gem
ETC_20151102_016673	High Vubbe Gem
ETC_20151102_016674	Old Kepa Shell Gem
ETC_20151102_016675	Drake Gem
ETC_20151102_016676	Giant Bat Gem
ETC_20151102_016677	Blue Raffly Gem
ETC_20151102_016678	Nuka Gem
ETC_20151102_016679	Goblin Charger Gem
ETC_20151102_016680	Honeymeli Gem
ETC_20151102_016681	Denden Gem
ETC_20151102_016682	Lemuria Gem
ETC_20151102_016683	Corrupt Belfigi Gem
ETC_20151102_016684	Leaf Bug Gem
ETC_20151102_016685	Kepa Gem
ETC_20151102_016686	Shredded Gem
ETC_20151102_016687	Popolion Gem
ETC_20151102_016688	Raflower Gem
ETC_20151102_016689	Banshee Gem
ETC_20151102_016690	Templeslave Mage Gem
ETC_20151102_016691	Deadborn Scap Gem
ETC_20151102_016692	Desmodus Gem
ETC_20151102_016693	Black Maize Gem
ETC_20151102_016694	Tiny Magician Gem
ETC_20151102_016695	Galok Gem
ETC_20151102_016696	Desert Chupacabra Gem
ETC_20151102_016697	Caro Gem
ETC_20151102_016698	Carcashu Gem
ETC_20151102_016699	Hummingbird Gem
ETC_20151102_016700	Tanu Gem
ETC_20151102_016701	Wendigo Gem
ETC_20151102_016702	Minos Mage Gem
ETC_20151102_016703	Vubbe Ice Wizard Gem
ETC_20151102_016704	Green Apparition Gem
ETC_20151102_016705	Wedigo Wizard Gem
ETC_20151102_016706	Colitile Gem
ETC_20151102_016707	Catacom Leaf Bug Gem
ETC_20151102_016708	Hallowventer Gem
ETC_20151102_016709	Elet Gem
ETC_20151102_016710	Orange Tama Gem
ETC_20151102_016711	Siaulav Mage Gem
ETC_20151102_016712	Terra Imp Gem
ETC_20151102_016713	Guardin Spider Gem
ETC_20151102_016714	Cauliflower Gem
ETC_20151102_016715	Dandel Gem
ETC_20151102_016716	Velwriggler Gem
ETC_20151102_016717	Zinutekas Gem
ETC_20151102_016718	Cyst Gem
ETC_20151102_016719	Siaulamb Ragun Gem
ETC_20151102_016720	Hohen Mane Gem
ETC_20151102_016721	Melatinun Gem
ETC_20151102_016722	Berielera Gem
ETC_20151102_016723	Goblin Magician Gem
ETC_20151102_016724	Chupaluka Gem
ETC_20151102_016725	Kepa Raider Magician Gem
ETC_20151102_016726	Rambear Magician Gen
ETC_20151102_016727	Vary Gem
ETC_20151102_016728	Kepari Sorcerer Gem
ETC_20151102_016729	Terra Imp Gem
ETC_20151102_016730	Red Mejuja Gem
ETC_20151102_016731	Ducky Gem
ETC_20151102_016732	Stumpy Tree Magician Gem
ETC_20151102_016733	Fisherman Gem
ETC_20151102_016734	Stoulet Mage Gem
ETC_20151102_016735	Miner Flame Wizard Gem
ETC_20151102_016736	Block Pawnd Gem
ETC_20151102_016737	Red Infro Hoglan Gem
ETC_20151102_016738	Saltis Daughter Gem
ETC_20151102_016739	Tiken Magician Gem
ETC_20151102_016740	Crystal Spider Gem
ETC_20151102_016741	Vubbe Miner Gem
ETC_20151102_016742	Bat Gem
ETC_20151102_016743	Red Kepa Gem
ETC_20151102_016744	Blue Pokubu Gem
ETC_20151102_016745	Tiny Archer Gem
ETC_20151102_016746	Siaulav Gem
ETC_20151102_016747	Merog Stinger Gem
ETC_20151102_016748	Wendigo Archer Gem
ETC_20151102_016749	Lichenclops Gem
ETC_20151102_016750	Tucen Gem
ETC_20151102_016751	White Operor Gem0
ETC_20151102_016752	Orange Dandel Gem
ETC_20151102_016753	Socket Gem
ETC_20151102_016754	Upent Gem
ETC_20151102_016755	Panto Archer Gem
ETC_20151102_016756	Brown Zigri Gem
ETC_20151102_016757	Spoiled Cauliflower Gem
ETC_20151102_016758	Lepusbunny Assassin Gem
ETC_20151102_016759	Deadborn Scap Gem
ETC_20151102_016760	Spion Archer Gem
ETC_20151102_016761	Panto Pathfinder Gem
ETC_20151102_016762	Vubbe Archer Gem
ETC_20151102_016763	Caulifly Gem
ETC_20151102_016764	Truffle Gem
ETC_20151102_016765	Red Fisherman Gem
ETC_20151102_016766	Ellom Gem
ETC_20151102_016767	Catacomb Gem
ETC_20151102_016768	Orange Sakmoli Gem
ETC_20151102_016769	Infroholder Archer Gem
ETC_20151102_016770	Hogma Archer Gem
ETC_20151102_016771	Merog Shaman Gem
ETC_20151102_016772	Vikaras Gem
ETC_20151102_016773	Rubblem Gem
ETC_20151102_016774	Infro Holder Gem
ETC_20151102_016775	Ellomago Gem
ETC_20151102_016776	White Pino Gem
ETC_20151102_016777	Cockatrice Gem
ETC_20151102_016778	Miner Vubbe Archer Gem
ETC_20151102_016779	Ridimed Gem
ETC_20151102_016780	Terra Imp Archer Gem
ETC_20151102_016781	Yellow Moyabu Gem
ETC_20151102_016782	Yonazolem Gem
ETC_20151102_016783	High Vubbe Archer Gen
ETC_20151102_016784	Sakmoli Gem
ETC_20151102_016785	Red Zigri Gem
ETC_20151102_016786	Hohen Leader Gem
ETC_20151102_016787	Minos Archer Gem
ETC_20151102_016788	Nuodai Gem
ETC_20151102_016789	Wendigo Searcher Gem
ETC_20151102_016790	Bellapid Gem
ETC_20151102_016791	Corrupted Deadbonescap Gem
ETC_20151102_016792	Socket Archer Gem
ETC_20151102_016793	Lambear Archer Gem
ETC_20151102_016794	Caulifly Gem
ETC_20151102_016795	Stoulet Gem
ETC_20151102_016796	Pure Loftlem Gem
ETC_20151102_016797	Lupusbunny Gem
ETC_20151102_016798	Black Caulifly Gem
ETC_20151102_016799	Moyabu Gem
ETC_20151102_016800	Saltis Daughter Gem
ETC_20151102_016801	Hanaming Gem
ETC_20151102_016802	Vubbe Thief Gem
ETC_20151102_016803	Chupacabra Gem
ETC_20151102_016804	Infrorocktor Gem
ETC_20151102_016805	Corylus Gem
ETC_20151102_016806	Beeteros Gem
ETC_20151102_016807	Infroholder Shaman Gem
ETC_20151102_016808	Rodelin Gem
ETC_20151102_016809	Leafly Gem
ETC_20151102_016810	Doyor Gem
ETC_20151102_016811	Blue Fragaras Gem
ETC_20151102_016812	Cronewt Poison Needler Gem
ETC_20151102_016813	Earth Shredded Gem
ETC_20151102_016814	Earth Hallowventer Gem
ETC_20151102_016815	Hogma Shaman Gem
ETC_20151102_016816	Zignuts Gem
ETC_20151102_016817	Grummer Gem
ETC_20151102_016818	Tipio Gem
ETC_20151102_016819	Large Panto Spearman Gem
ETC_20151102_016820	Mentiwood Gem
ETC_20151102_016821	Earth SPectra Gem
ETC_20151102_016822	Red Luxodons Gem
ETC_20151102_016823	Operor Gem
ETC_20151102_016824	Pawnd Gem
ETC_20151102_016825	White Geppetto Gem
ETC_20151102_016826	Orange Hamming Gem
ETC_20151102_016827	Tombsinker Gem
ETC_20151102_016828	Hohen Mage Gem
ETC_20151102_016829	Siaulamb Shaman Gem
ETC_20151102_016830	Gliquare Gem
ETC_20151102_016831	Hallowventer Magician Gem
ETC_20151102_016832	Gray Jukopus Gem
ETC_20151102_016833	Socket Mage Gem
ETC_20151102_016834	Flash Magician Gem
ETC_20151102_016835	Shtayim Gem
ETC_20151102_016836	Cronewt Gem
ETC_20151102_016837	Infroblood Gem
ETC_20151102_016838	Pink Chupaluka Gem
ETC_20151102_016839	Sauga Gem
ETC_20151102_016840	Catacomb Maggot
ETC_20151102_016841	Tontus Gem
ETC_20151102_016842	Caras Wizard Gem
ETC_20151102_016843	Echad Wizard Gem
ETC_20151102_016844	Night Maiden Gem
ETC_20151102_016845	Hallowventer Shawn Gem
ETC_20151102_016846	Corrupt Piran Gem
ETC_20151102_016847	Green Griba Gem
ETC_20151102_016848	Blue Velwriggler Gem
ETC_20151102_016849	Siaulamb Warrior Gem
ETC_20151102_016850	Orange Gribaru Gem
ETC_20151102_016851	Goblin Warrior Gem
ETC_20151102_016852	Black Umbrella Moss Gem
ETC_20151102_016853	Levi Gem
ETC_20151102_016854	Elma Gem
ETC_20151102_016855	Honeybin Gem
ETC_20151102_016856	Wendigo Shaman Gem
ETC_20151102_016857	Tontulia Gem
ETC_20151102_016858	Ashrong Gem
ETC_20151102_016859	Lizardman Gem
ETC_20151102_016860	Shaman Doll Gem
ETC_20151102_016861	Confined Long-Branched Tree Gem
ETC_20151102_016862	Spasti Shelter
ETC_20151102_016863	Luvda Cliff
ETC_20151102_016864	Ephlysti Crossing
ETC_20151102_016865	Old Well Site
ETC_20151102_016866	Banaga Forest Trail
ETC_20151102_016867	Menacing Lowlands
ETC_20151102_016868	Bellai Forest Workshop
ETC_20151102_016869	Balais Highway
ETC_20151102_016870	Zelbe Shelter
ETC_20151102_016871	Stairways
ETC_20151102_016872	Altemia Marshlands
ETC_20151102_016873	Darem Hill
ETC_20151102_016874	Broken Bridge
ETC_20151102_016875	Zideka Marshlands
ETC_20151102_016876	Watermill
ETC_20151102_016877	Inega Vacant Lot
ETC_20151102_016878	Yodeira Gardens
ETC_20151102_016879	Shattered Highlands
ETC_20151102_016880	Grino Precipice
ETC_20151102_016881	Irbedi Cliff
ETC_20151102_016882	Dollobe Valley
ETC_20151102_016883	Kraijwi Crossings
ETC_20151102_016884	Shulti Workshop
ETC_20151102_016885	Odur Backyard
ETC_20151102_016886	Orsha Tree
ETC_20151102_016887	Temporary Magic Core
ETC_20151102_016888	
ETC_20151102_016889	
ETC_20151102_016890	
ETC_20151102_016891	Rank 7 Advancement (Test)
ETC_20151102_016892	Use Quarrel Shooter Attributes
ETC_20151102_016893	Hoplite Attributes
ETC_20151102_016894	Barbarian Attributes
ETC_20151102_016895	Use Cataphract Attributes
ETC_20151102_016896	Pyromancer Sub-Master's Advice
ETC_20151102_016897	Psychokino Master's Advice
ETC_20151102_016898	Psychokino Master's Advice
ETC_20151102_016899	Linker Master's Advice
ETC_20151102_016900	Defeat small-sized monster
ETC_20151102_016901	Defeat medium-sized monster
ETC_20151102_016902	Defeat large-sized monster
ETC_20151102_016903	Fire Property Monster
ETC_20151102_016904	Ice Property Monster
ETC_20151102_016905	Electricity Property Monster
ETC_20151102_016906	Earth Property Monster
ETC_20151102_016907	Chest in the Castlefield 65_1
ETC_20151102_016908	Chest in the Castlefield 65_2
ETC_20151102_016909	Chest in the Castlefield 65_3
ETC_20151102_016910	Eliminate monsters in the Gigantic Jaw Road
ETC_20151102_016911	Eliminate monsters in the Pilgrim Trails
ETC_20151102_016912	Eliminate monsters in the Altar Road
ETC_20151102_016913	Scout Magic Tower 1F
ETC_20151102_016914	Scout Magic Tower 2F
ETC_20151102_016915	Scout Magic Tower 3F
ETC_20151102_016916	Scout Magic Tower 4F
ETC_20151102_016917	Scout Magic Tower 5F
ETC_20151102_016918	Move the Magic Concentration Orb onto the  Magic Circle of Verification
ETC_20151102_016919	Rid the Smelly Cart
ETC_20151102_016920	Eliminate the Demons in Zone 2
ETC_20151102_016921	Eliminate the Monsters or Demons at the Bracken Forest 63_3
ETC_20151102_016922	Eliminate the Demons in Peretori
ETC_20151102_016923	Eliminate monsters without equipping  a shield
ETC_20151102_016924	Acquired a magic artifact
ETC_20151102_016925	Charge the first Magic Concentration Orb
ETC_20151102_016926	Charge the second Magic Concentration Orb
ETC_20151102_016927	Charge the third Magic Concentration Orb
ETC_20151102_016928	Disable the artifact
ETC_20151102_016929	Place the Orb on the left side of the device
ETC_20151102_016930	Place the Orb in front of the device
ETC_20151102_016931	Place the Orb on the right side of the device
ETC_20151102_016932	Reach a total of 100 accumulated kills on Vubbe Raider
ETC_20151102_016933	Goddess, we bring this offering to Thee (1)
ETC_20151102_016934	Goddess, we bring this offering to Thee (2)
ETC_20151102_016935	Defeat the monsters in the laboratory and investigate the lab equipment
ETC_20151102_016936	Burn the first laboratory
ETC_20151102_016937	Burn the second laboratory
ETC_20151102_016938	Observe the ferret's reactions
ETC_20151102_016939	Place the voodooed wooden piece
ETC_20151102_016940	Observe the ferret's reactions
ETC_20151102_016941	Offer a stamina recovery potion to the victim of experiment
ETC_20151102_016942	Find and deactivate the device that is causing Edmundas' pain 
ETC_20151102_016943	Deactivate the magic device immobilizing Edmundas
ETC_20151102_016944	Find traces of human in the Demon's experiment site
ETC_20151102_016945	Retrieve the sacred objects destroyed by the Demons
ETC_20151102_016946	Deliver an item that can overload the device to Edmundas
ETC_20151102_016947	Find the experiment journal written by an unknown wizard
ETC_20151102_016948	Deactivate the Gigantic Bracken Spore Breeding device
ETC_20151102_016949	Increases Backstab damage by 4x when attacking an enemy from behind{nl}Evasion {img red_down_arrow 16 16}188
ETC_20151102_016950	Player's Max Level
ETC_20151102_016951	OptDesc/ - Thrust Skill Lv +1
ETC_20151102_016952	OptDesc/ - Bash Skill Lv +1
ETC_20151102_016953	OptDesc/ - Gung Ho Skill Lv +1
ETC_20151102_016954	OptDesc/ - Concentrate Skill Lv +1
ETC_20151102_016955	OptDesc/ - Pain Barrier Skill Lv +1
ETC_20151102_016956	OptDesc/ - Restrain Skill Lv +1
ETC_20151102_016957	OptDesc/ - Pommel Beat Skill Lv +1
ETC_20151102_016958	OptDesc/ - Double Slash Skill Lv +1
ETC_20151102_016959	OptDesc/ - Wagon Wheel Skill Lv +1
ETC_20151102_016960	OptDesc/ - Cartar Stroke Skill Lv +1
ETC_20151102_016961	OptDesc/ - Crown Skill Lv +1
ETC_20151102_016962	OptDesc/ - Crossguard Skill Lv +1
ETC_20151102_016963	OptDesc/ - Moulinet Skill Lv +1
ETC_20151102_016964	OptDesc/ - Sky Liner Skill Lv +1
ETC_20151102_016965	OptDesc/ - Crosscut Skill Lv +1
ETC_20151102_016966	OptDesc/ - Skull Swing Skill Lv +1
ETC_20151102_016967	OptDesc/ - Vertical Slash Skill Lv +1
ETC_20151102_016968	OptDesc/ - Umbo Blow Skill Lv +1
ETC_20151102_016969	OptDesc/ - Rim Blow Skill Lv +1
ETC_20151102_016970	OptDesc/ - Swash Buckling Skill Lv +1
ETC_20151102_016971	OptDesc/ - Guardian Skill Lv +1
ETC_20151102_016972	OptDesc/ - Shield Lob Skill Lv +1
ETC_20151102_016973	OptDesc/ - High Guard Skill Lv +1
ETC_20151102_016974	OptDesc/ - Butterfly Skill Lv +1
ETC_20151102_016975	OptDesc/ - Umbro Thrust Skill Lv +1
ETC_20151102_016976	OptDesc/ - Stabbing Skill Lv +1
ETC_20151102_016977	OptDesc/ - Pierce Skill Lv +1
ETC_20151102_016978	OptDesc/ - Finestra Skill Lv +1
ETC_20151102_016979	OptDesc/ - Synchro Thrusting Skill Lv +1
ETC_20151102_016980	OptDesc/ - Long Stride Skill Lv +1
ETC_20151102_016981	OptDesc/ - Spear Lunge Skill Lv +1
ETC_20151102_016982	OptDesc/ - Spear Throw Skill Lv +1
ETC_20151102_016983	OptDesc/ - Embowel Skill Lv +1
ETC_20151102_016984	OptDesc/ - Stomping Kick Skill Lv +1
ETC_20151102_016985	OptDesc/ - Cleave Skill Lv +1
ETC_20151102_016986	OptDesc/ - Helm Chopper Skill Lv +1
ETC_20151102_016987	OptDesc/ - Warcry Skill Lv +1
ETC_20151102_016988	OptDesc/ - Frenzy Skill Lv +1
ETC_20151102_016989	OptDesc/ - Seism Skill Lv +1
ETC_20151102_016990	OptDesc/ - Giant Swing Skill Lv +1
ETC_20151102_016991	OptDesc/ - Pouncing Skill Lv +1
ETC_20151102_016992	OptDesc/ - Impaler Skill Lv +1
ETC_20151102_016993	OptDesc/ - Earth Wave Skill Lv +1
ETC_20151102_016994	OptDesc/ - Trot Skill Lv +1
