ITEM_20150317_000001	없음_helmet
ITEM_20150317_003710	순례자 테오필리스가 만든 약. 저주에 걸리지 않는다고 한다.
ITEM_20150317_003711	몬스터 각질*
ITEM_20150317_003712	테오필리스가 만들어 준다고 하는 약의 재료가 되는 몬스터의 각질.
ITEM_20150317_003713	작은 초상화*
ITEM_20150317_003714	누군가의 얼굴이 그려져 있는 작은 휴대용 초상화.
ITEM_20150317_003715	어머니의 손수건*
ITEM_20150317_003716	순례를 떠나는 아들에게 선물한, 어머니의 마음이 담겨 있는 손수건.
ITEM_20150317_003717	수액
ITEM_20150317_003718	가식의 교각로의 잘린 나무들에게서 얻은 수액.
ITEM_20150317_003719	항아리
ITEM_20150317_003720	수액이나 물 등을 담을 때 쓰이는 항아리.
ITEM_20150317_003721	서큐버스의 눈
ITEM_20150317_003722	[탐욕의 목걸이 - 체력] 이 박혀 있는, 서큐버스의 눈. 테오필리스에게 가져다 주면 목걸이를 빼내어 줄 것 같다.
ITEM_20150317_003723	문양석(상)
ITEM_20150317_003724	성스러운 문양이 그려져 있는 돌의 윗 부분.
ITEM_20150317_003725	문양석(중)
ITEM_20150317_003726	성스러운 문양이 그려져 있는 돌의 중간 부분.
ITEM_20150317_003727	문양석(하)
ITEM_20150317_003728	성스러운 문양이 그려져 있는 돌의 아래 부분.
ITEM_20150317_003729	달콤한 벌통조각
ITEM_20150317_003730	달콤한 향이 강하게 풍기는 벌통조각
ITEM_20150317_003731	바치우 제단의 마석 조각
ITEM_20150317_003732	제단에 놓여져 있던 정체불명의 마석 조각
ITEM_20150317_003733	벌통조각
ITEM_20150317_003734	먹으면 아주 달콤한 맛이 나는 벌통 조각
ITEM_20150317_003735	신성한 염이 가득한 영혼의 결정체
ITEM_20150317_003736	온전한 경전
ITEM_20150317_003737	성스러운 말씀의 힘이 담겨져 있는 경전
ITEM_20150317_003738	영혼의 경전
ITEM_20150317_003739	주교의 영혼이 담긴 경전. 이것으로 주교의 영혼을 언제든지 불러낼 수 있다.
ITEM_20150317_003740	자비의 성유물
ITEM_20150317_003741	물방울 모양의 보석. 메이번의 열쇠를 찾기 위해 필요하다고 한다.
ITEM_20150317_003742	구원의 성유물
ITEM_20150317_003743	둥근 모양의 보석. 메이번의 열쇠를 찾기 위해 필요하다고 한다.
ITEM_20150317_003744	메이번의 첫번째 열쇠
ITEM_20150317_003745	경비병 유품
ITEM_20150317_003746	석화된 도시 스산한 장터에서 석화된 서리에 의해 석화당한 경비병들의 유품
ITEM_20150317_003747	농기구가 든 배낭
ITEM_20150317_003748	농사를 짓는데 필요한 농기구들이 잔뜩 든 배낭
ITEM_20150317_003749	벌나무 가지
ITEM_20150317_003750	아우스테야 여신의 힘이 깃든 벌나무의 가지
ITEM_20150317_003751	불타버린 마족의 재
ITEM_20150317_003752	아우스테야 여신의 힘에 불타버린 마족의 재
ITEM_20150317_003753	잔재의 구슬
ITEM_20150317_003754	마족의 결계를 파괴할 수 있는 구슬
ITEM_20150317_003755	참나무 줄기
ITEM_20150317_003756	허수아비를 제작하기 위한 재료
ITEM_20150317_003757	경작지 허수아비용 목재
ITEM_20150317_003758	밭에 설치해서 허수아비로 사용할 목재
ITEM_20150317_003759	훔쳐간 곡물 주머니
ITEM_20150317_003760	몬스터가 죽으면서 토해 낸, 반쯤 소화 된 밀가루 반죽 덩어리.
ITEM_20150317_003761	가시숲에서 발견된 세 번째 계시
ITEM_20150317_003762	왕릉에서 발견된 네 번째 계시
ITEM_20150317_003763	아직 읽을 수 없다. 사울레에게 계시의 해석을 부탁하자.
ITEM_20150317_003764	석화물 탁본 도구
ITEM_20150317_003765	루클리스 거리의 석화된 책의 탁본을 제작하기 위한 도구
ITEM_20150317_003766	시간 돋보기
ITEM_20150317_003767	과거 루클리스 거리에서 벌어진 참사를 알아보기 위한 도구
ITEM_20150317_003768	부적(임시)*
ITEM_20150317_003769	이름모를 순례자가 나무뿌리 수정의 힘을 잠시나마 봉인하기 위해 붙여 놓은 부적.
ITEM_20150317_003770	조각난 아우스테야의 상징
ITEM_20150317_003771	아우스테야 제단에 관련된 조각
ITEM_20150317_003772	아우스테야의 상징
ITEM_20150317_003773	아우스테야 여신의 힘이 깃든 상징물, 마족의 힘을 차단하는 효과가 있다.
ITEM_20150317_003774	상인의 짐꾸러미
ITEM_20150317_003775	봄볕나무 숲 상인이 잃어버린 짐
ITEM_20150317_003776	벌꿀 젤리
ITEM_20150317_003777	숨어 있는 봄볕초를 찾아낼 수 있는 벌꿀 향이 풍기는 젤리
ITEM_20150317_003778	봄볕초
ITEM_20150317_003779	벌꿀향이 풍기면 땅속에서 솟아오르는 신기한 풀
ITEM_20150317_003780	메이번의 두번째 열쇠
ITEM_20150317_003781	메이번의 세번째 열쇠
ITEM_20150317_003782	메이번의 네번째 열쇠
ITEM_20150317_003783	메이번의 다섯번째 열쇠
ITEM_20150317_003784	부러진 열쇠 조각
ITEM_20150317_003785	사제의 연구 자료
ITEM_20150317_003786	나크티스의 저주에 관련된 연구 자료가 적힌 문서
ITEM_20150317_003787	연구결과물
ITEM_20150317_003788	사제가 잃어버린 물건
ITEM_20150317_003789	약재
ITEM_20150317_003790	실험용 약
ITEM_20150317_003791	약 바른 고기
ITEM_20150317_003792	고기
ITEM_20150317_003793	레시피
ITEM_20150317_003794	몬스터로 변할 수 있는 방법이 적힌 레시피
ITEM_20150317_003795	나크티스 부하의 옷조각
ITEM_20150317_003796	나크티스의 부하로 둔갑할 약을 만드는데 필요한 재료
ITEM_20150317_003797	몬스터로 변할 수 있는 약
ITEM_20150317_003798	낡은 열쇠
ITEM_20150317_003799	나크티스의 부하에게 되찾은 낡은 열쇠
ITEM_20150317_003800	제물로 쓸 몬스터의 살코기
ITEM_20150317_003801	성소에 바칠 몬스터의 고기. 기름기가 없는 순수한 살코기라서 비린내가 적다.
ITEM_20150317_003802	클레릭 마스터의 신앙의 표식
ITEM_20150317_003803	성소의 휘장을 찢어서 삼킨 몬스터들을 찾아낼 수 있는 문장. 클레릭 마스터의 신앙의 표식이다.
ITEM_20150317_003804	질긴 가죽
ITEM_20150317_003805	몬스터의 질긴 가죽. 질긴 만큼 물이 새지 않는다.
ITEM_20150317_003806	질긴 가죽 주머니
ITEM_20150317_003807	몬스터의 질긴 가죽으로 만든 주머니.
ITEM_20150317_003808	물이 가득 한 가죽 주머니
ITEM_20150317_003809	몬스터의 질긴 가죽 주머니에 물을 채운 것.
ITEM_20150317_003810	낡고 녹슨 열쇠.
ITEM_20150317_003811	대성당에서 발견된 여섯 번째 계시
ITEM_20150317_003812	나크티스와 관련된 문서
ITEM_20150317_003813	나크티스와 마족과 관련된 이야기가 적힌 문서
ITEM_20150317_003814	사제의 시신
ITEM_20150317_003815	주교의 시신
ITEM_20150317_003816	상쾌한 알사탕
ITEM_20150317_003817	칼리스 기단에서 석화된 도시의 근무자들을 위해 특별 제작한 시원한 맛의 사탕
ITEM_20150317_003818	경비병의 유품
ITEM_20150317_003819	석화서리에 희생당한 병사들이 마지막으로 거네준 유품
ITEM_20150317_003820	영약 재료
ITEM_20150317_003821	보코르 에디타가 부탁한 사념체를 불러내기 위한 영약의 재료
ITEM_20150317_003822	해방 영약
ITEM_20150317_003823	석화된 사람들에게 사용하여 사념체를 불러내는 영약
ITEM_20150317_003824	석화 융해제
ITEM_20150317_003825	석화되어가는 몬스터에게 사용하여 석화를 융해한다.
ITEM_20150317_003826	석화 표본
ITEM_20150317_003827	석화되어가는 몬스터를 처치하고 얻은 석화 표본
ITEM_20150317_003828	루클리스 시대의 기록
ITEM_20150317_003829	비교적 상태가 좋은 루클리스 시대의 기록
ITEM_20150317_003830	진공스크롤
ITEM_20150317_003831	소리가 새어나가는 걸 막아주는 마법이 담긴 강력한 스크롤. 가고일에게 사용하자.
ITEM_20150317_003832	불의 기운이 담긴 보석
ITEM_20150317_003833	불안정한 불의 기운이 담긴 보석
ITEM_20150317_003834	광산 나침반
ITEM_20150317_003835	정화 장치를 복구하기 위해 해야할 일을 알려주는 신비한 나침반.
ITEM_20150317_003836	정화장치 냉각 부품
ITEM_20150317_003837	1층 입구 정화장치의 부품
ITEM_20150317_003838	정화장치 가동 부품
ITEM_20150317_003839	정화장치 배관 부품
ITEM_20150317_003840	1층 중앙 정화장치의 부품
ITEM_20150317_003841	통로 정화장치 부품
ITEM_20150317_003842	1층 통로 정화장치의 부품
ITEM_20150317_003843	선택지 아이템
ITEM_20150317_003844	선택지를 제시하는 아이템
ITEM_20150317_003845	광산 윤활유
ITEM_20150317_003846	광산에서 사용하는 기계장치들에 사용하는 윤활유
ITEM_20150317_003847	뜯겨져나간 정화관
ITEM_20150317_003848	몬스터가 부서버린 2층 주 정화장치의 부품
ITEM_20150317_003849	주 정화장치 부품
ITEM_20150317_003850	석화고래가 부서버린 2층 주 정화장치의 부품
ITEM_20150317_003851	가우데지 제단의 마석 조각
ITEM_20150317_003852	역작의 벌꿀술
ITEM_20150317_003853	양조업자의 장인정신이 느껴지는 벌꿀술
ITEM_20150317_003854	흡수스크롤
ITEM_20150317_003855	미약한 석화서리를 흡수할 수 있는 마법스크롤 입니다.
ITEM_20150317_003856	석화된 꽃
ITEM_20150317_003857	석화된 도시 통곡의 광장에서 석화서리에 노출되어 돌이되어버린 꽃이다. 외부에서 값비싸게 팔려나간다고 한다.
ITEM_20150317_003858	하급 아이스월 스크롤
ITEM_20150317_003859	사용하면 아이스월이 생겨납니다
ITEM_20150317_003860	광채나는 돌덩이
ITEM_20150317_003861	이 안에 실크의 징표가 있을지 모른다!
ITEM_20150317_003862	도둑맞은 물자
ITEM_20150317_003863	디코 도굴단이 왕국군 경비병들에게서 훔쳐간 군용 물자
ITEM_20150317_003864	석화물 탁본
ITEM_20150317_003865	루클리스 거리의 석화된 책의 탁본
ITEM_20150317_003866	기사단 보급품
ITEM_20150317_003867	부관 한스가 몬스터의 체취를 묻혀달라고 전해준 보급품
ITEM_20150317_003868	냄새나는 보급품
ITEM_20150317_003869	몬스터의 체취가 묻은 보급품. 냄새가 보통 심각한게 아니다.
ITEM_20150317_003870	석회가루
ITEM_20150317_003871	망부 보수용 석회가루
ITEM_20150317_003872	고밀도 시한폭탄
ITEM_20150317_003873	큰 소란을 일으킬 수 있는 강력한 폭탄
ITEM_20150317_003874	반죽된 점액
ITEM_20150317_003875	무거운 물건도 어디에나 붙일 수 있는 끈적한 액체
ITEM_20150317_003876	던지면 곧 폭발하는 위험한 폭탄
ITEM_20150317_003877	돌맹이 화약
ITEM_20150317_003878	화력 좋은 폭탄. 소리가 매우 크다.
ITEM_20150317_003879	중앙 선전물
ITEM_20150317_003880	왕국군이 배포한 선전물
ITEM_20150317_003881	서리핵
ITEM_20150317_003882	칼리스 기사단이 강력하게 요구한 석화서리 연구재료
ITEM_20150317_003883	신병 모집글
ITEM_20150317_003884	왕국군의 명예와 긍지를 적어둔 장문의 선전물
ITEM_20150317_003885	사제의 자료
ITEM_20150317_003886	사제가 수집한 자료들
ITEM_20150317_003887	듀마로의 뒷다리 살
ITEM_20150317_003888	듀마로 부위 중에 가장 살이 많은 부분
ITEM_20150317_003889	가죽 앞판
ITEM_20150317_003890	포마인 아머의 재료
ITEM_20150317_003891	잎줄기 견갑
ITEM_20150317_003892	가죽 뒷판
ITEM_20150317_003893	가죽 흉곽 보호대
ITEM_20150317_003894	질긴 뿌리
ITEM_20150317_003895	붉은 대형 케파의 질긴 뿌리.
ITEM_20150317_003896	케파 이빨
ITEM_20150317_003897	붉은 케파의 이빨. 
ITEM_20150317_003898	유코푸스 가죽
ITEM_20150317_003899	유코푸스의 가죽
ITEM_20150317_003900	부베 약탈자 가죽
ITEM_20150317_003901	부베 약탈자의 가죽
ITEM_20150317_003902	요나 졸렘으로부터 얻은 열쇠. 보물상자에 맞기를.
ITEM_20150317_003903	등이끼
ITEM_20150317_003904	몬스터의 등에 붙어 있던 이끼. 지저분하지만 물기를 머금고 있다.
ITEM_20150317_003905	경전
ITEM_20150317_003906	대성당을 향하는 순례자라면 누구나 가지고 있을 것 같은 경전.
ITEM_20150317_003907	시험용 영혼의 시약
ITEM_20150317_003908	그라치우스가 건네 준 시험용 영혼의 시약. 몬스터의 반응을 피해 몰래 뿌려 보는 것이 관건.
ITEM_20150317_003909	몬스터의 차가운 체액
ITEM_20150317_003910	몬스터들로부터 드물게 얻을 수 있는 차가운 체액
ITEM_20150317_003911	태오필리스의 가방
ITEM_20150317_003912	태오필리스의 도구들이 들어있는 가방
ITEM_20150317_003913	그림 조각*
ITEM_20150317_003914	몬스터가 삼키고 있던 종이 조각. 누군가의 초상화 조각인 것 같다.
ITEM_20150317_003915	빈 액자*
ITEM_20150317_003916	병사의 유품
ITEM_20150317_003917	광산 마을을 끝까지 지키다 죽어간 병사들의 유품
ITEM_20150317_003918	광산 마을의 식량
ITEM_20150317_003919	광산 마을에서 부베들이 약탈해 간 식량. 양이 조금 줄어 있다.
ITEM_20150317_003920	우든 버클러용 판자
ITEM_20150317_003921	펠타스타 측의 협조를 구하는 댓가로 필요한 방패의 부품. 
ITEM_20150317_003922	사제의 연구서
ITEM_20150317_003923	말씀의 성물
ITEM_20150317_003924	성력 탐지 구슬
ITEM_20150317_003925	표본
ITEM_20150317_003926	대성당 물건
ITEM_20150317_003927	사제의 연구 결과물
ITEM_20150317_003928	은혜의 성물
ITEM_20150323_003929	샌드위치빵
ITEM_20150323_003930	샌드위치치즈
ITEM_20150323_003931	샌드위치고기
ITEM_20150323_003932	스푼
ITEM_20150323_003933	샐러드
ITEM_20150323_003934	샐러드세트
ITEM_20150323_003935	수프세트
ITEM_20150323_003936	샌드위치
ITEM_20150323_003937	수프
ITEM_20150323_003938	코발트 숲 퀘스트의 콜리멘시아에게서 획득할 수 있습니다.
ITEM_20150323_003939	셉티니 골 퀘스트의 머지에게서 획득할 수 있습니다.
ITEM_20150323_003940	사피에 네클리스를 만드는 재료입니다. 시르드겔라 숲의 리카우스에게서 획득할 수 있습니다.
ITEM_20150323_003941	사피에 네클리스를 만드는 재료입니다. 크바일라스 숲의 브람블에게서 획득할 수 있습니다.
ITEM_20150323_003942	람스티스 협곡의 요나졸렘에게서 획득할 수 있습니다.
ITEM_20150323_003943	아크멘스 능선의 스콜피오에게서 획득할 수 있습니다.
ITEM_20150323_003944	에산치우 마을의 유니콘에게서 획득할 수 있습니다.
ITEM_20150323_003945	에산치우 마을의 리버피드에게서 획득할 수 있습니다.
ITEM_20150323_003946	페디미안 외곽의 데블글로브에게서 획득할 수 있습니다.
ITEM_20150323_003947	페디미안 외곽의 모아에게서 획득할 수 있습니다.
ITEM_20150323_003948	비어있는 플라스크입니다. 액체를 담아 보관할 수 있습니다. 알케미스트 마스터에게서 구입할 수 있습니다.
ITEM_20150323_003949	칼사이트
ITEM_20150323_003950	마법작용을 촉진시켜주는 촉매제입니다. 알케미스트들이 많이 사용합니다.
ITEM_20150323_003951	수리 키트
ITEM_20150323_003952	장비를 수리하는데 필요한 도구들이 들어있습니다. 스콰이어 마스터에게서 구입할 수 있습니다.
ITEM_20150323_003953	글리자돈의 가죽
ITEM_20150323_003954	갈록의 송곳니
ITEM_20150323_003955	이노움의 검은가루
ITEM_20150323_003956	글리자돈의 질긴 가죽
ITEM_20150323_003957	갈록의 털
ITEM_20150323_003958	새퍼 마스터의 실험에 필요한 재료. 쉽게 불이 붙는다.
ITEM_20150323_003959	호그마 주술사의 송곳니
ITEM_20150323_003960	호그마 파수꾼의 송곳니
ITEM_20150323_003961	람스티스 협곡의 봉인을 해제하는데 필요한 결정석
ITEM_20150323_003962	폰델의 영혼결정
ITEM_20150323_003963	폰드의 정신결정
ITEM_20150323_003964	시르드겔라 숲 지역을 한 눈에 볼 수 있는 지도. 중간 중간에 표시가 되어 있다.
ITEM_20150323_003965	호그마 주술사의 피
ITEM_20150323_003966	엘리멘탈리스트 마스터가 자격을 증명하기 위해 요구한 재료
ITEM_20150323_003967	호그마 파수꾼의 피
ITEM_20150323_003968	호그마 전투대장의 피
ITEM_20150323_003969	비에타 계곡의 검은 마이즈를 기절시킬 수 있는 마비가루
ITEM_20150323_003970	맑은 소리가 나는 나무
ITEM_20150323_003971	피셔맨의 낚시대
ITEM_20150323_003972	피셔맨이 애지중지하는 나무로 만든 낚시대. 이 중에 맑은 소리가 나는 나무가 있다. 두들겨서 확인해 보자.
ITEM_20150323_003973	푸른 폰델의 뼈
ITEM_20150323_003974	검은 폰드의 내장
ITEM_20150323_003975	파우피스 나루의 이상 현상을 기록한 보고서.
ITEM_20150323_003976	록소나 장터의 미노타우르스에게서 얻은 거대한 송곳니
ITEM_20150323_003977	잘 타는 석재
ITEM_20150323_003978	플레쳐 마스터가 가르침의 대가로 요구한 석재. 
ITEM_20150323_003979	네더보바인의 날카로운 송곳니
ITEM_20150323_003980	몽크 마스터가 다짐의 증거로 요구한 송곳니. 
ITEM_20150323_003981	석화된 도시 베르크티 광장에서만 출몰하는 몬스터의 발톱
ITEM_20150323_003982	석화된 도시 베르크티 광장에서 활동 중인 디코 도굴단이 훔친 장물입니다. 훔쳐온 물건들을 석화된 도시의 물건처럼 만들기 위해 석화서리에 노출시켜두었습니다.
ITEM_20150323_003983	석화된 도시 베르크티 광장의 경비병들 무리에 숨어있는 도굴꾼 벤자미나스를 찾기 위한 암호가 새겨진 물병
ITEM_20150323_003984	석화된 도시 베르크티 광장의 몬스터들에게 얻은 향나는 돌가루
ITEM_20150323_003985	몬스터 고기덩어리
ITEM_20150323_003986	여린 잎
ITEM_20150323_003987	큰아귀 길에서 흔하게 볼 수 있는 들풀의 여린 잎. 먹을 것이라고는 하지만 인간의 입맛에는 안 맞을 듯 하다.
ITEM_20150323_003988	나무뿌리 수정 핵
ITEM_20150323_003989	제단로에서 순례자들을 죽인 몬스터들을 구별하기 위한 시약
ITEM_20150323_003990	적갈나무 단층 숲에 있는 축복의 성소를 모두 표시해 주는 지도. {nl}우클릭하면 지도가 펼쳐 집니다. 다 쓴 뒤에는 기원의 숲을 지나는 다른 순례자들을 위해 회수함에 넣어 주세요.{nl}회수함의 위치: 압시메스티 교차로로 가는 길목.
ITEM_20150323_003991	기원의 숲의 오염된 성소를 정화하기 위해 프리스트 마스터로부터 얻어온 성수.
ITEM_20150323_003992	기원의 숲의 고장난 여신상을 수리할 때 쓰인다는 석고 가루.
ITEM_20150323_003993	기원의 숲의 작은 내에서 흐르는 물.
ITEM_20150323_003994	기원의 숲의 갈대에서 꺾은 갈대꽃.
ITEM_20150323_003995	갈대 수액 결정
ITEM_20150323_003996	갈대에 기생하고 있는 트리암볼로가 갈대의 수액을 빨아먹어 굳힌 결정.
ITEM_20150323_003997	작은 초상화
ITEM_20150323_003998	어머니의 손수건
ITEM_20150323_003999	압시메스티 교차로의 잘린 나무들에게서 얻은 수액.
ITEM_20150323_004000	성스러운 나무가 그려져 있는 돌의 윗 부분.
ITEM_20150323_004001	성스러운 나무가 그려져 있는 돌의 중간 부분.
ITEM_20150323_004002	성스러운 나무가 그려져 있는 돌의 아래 부분.
ITEM_20150323_004003	벌통 조각
ITEM_20150323_004004	메이번의 첫 번째 열쇠. 모두 다섯 개의 열쇠를 모아야 계시에 다가갈 수 있다고 한다.
ITEM_20150323_004005	석화된 도시 록소나 장터에서 석화된 서리에 의해 석화당한 경비병들의 유품
ITEM_20150323_004006	손질된 목재
ITEM_20150323_004007	경작지 목재
ITEM_20150323_004008	허수아비로 만들기에 적당한 두께와 길이의 목재. 엄청난 허수아비를 만든다고 했다.
ITEM_20150323_004009	응어리진 저주의 기운
ITEM_20150323_004010	저주의 기운이 응어리진 것. 몬스터가 죽으면서 토해냈다.
ITEM_20150323_004011	원래는 아우스테야 제단에 장식되어 있던 상징. 몬스터의 공격에 의해 조각나 버렸다.
ITEM_20150323_004012	둘케의 짐꾸러미
ITEM_20150323_004013	상인 둘케가 잃어버린 짐. 안에 잡다한 생필품들이 들어 있다.
ITEM_20150323_004014	메이번의 두 번째 열쇠. 모두 다섯 개의 열쇠를 모아야 계시에 다가갈 수 있다고 한다.
ITEM_20150323_004015	메이번의 세 번째 열쇠. 모두 다섯 개의 열쇠를 모아야 계시에 다가갈 수 있다고 한다.
ITEM_20150323_004016	메이번의 네 번째 열쇠. 모두 다섯 개의 열쇠를 모아야 계시에 다가갈 수 있다고 한다.
ITEM_20150323_004017	메이번의 다섯 번째 열쇠. 모두 다섯 개의 열쇠를 모아야 계시에 다가갈 수 있다고 한다.
ITEM_20150323_004018	영력의 신표
ITEM_20150323_004019	베이니카 제단에 마력을 공급할 수 있는 신표. 오랜 세월로 인해 모든 마력이 방전되어 버렸다.
ITEM_20150323_004020	혼탁한 용매
ITEM_20150323_004021	뭔가가 끼여있는 듯한 뿌연 액체. 이걸 용매라고 부를 수 있을까?
ITEM_20150323_004022	다람이 개발한 신약
ITEM_20150323_004023	이걸 먹으면 사악한 기운에 저항할 수 있는 힘을 길러준다는데.. 몬스터에게 실험해 보자.
ITEM_20150323_004024	달엉겅퀴
ITEM_20150323_004025	나크티스의 저주를 치료하는데 필요한 약재
ITEM_20150323_004026	탐식의 저주를 풀어주는 약을 잔뜩 바른 고기. 저주받은 순례자에게 억지로 먹이자.
ITEM_20150323_004027	피가 뚝뚝 떨어지는 몬스터의 생 고기. 
ITEM_20150323_004028	마족의 연구, 변신편
ITEM_20150323_004029	마족으로 변할 수 있는 방법이 적혀 있는 아주 오래된 문서.
ITEM_20150323_004030	마족으로 변신할 수 있는 스크롤을 만드는데 필요한 재료. 많은 양이 필요하다.
ITEM_20150323_004031	언제든지 마족으로 변신할 수 있는 스크롤. 단, 재료로 쓰인 마족으로만 가능하다.
ITEM_20150323_004032	저주의 마군주 나크티스
ITEM_20150323_004033	저주와 관련된 마군주에 대한 문헌. 나크티스 관련 내용을 심도있게 다루고 있다.
ITEM_20150323_004034	도르젠의 역작
ITEM_20150323_004035	펠타스타 마스터가 부탁한 재료
ITEM_20150323_004036	석화된 도시 베르크티 광장에서 석화서리에 노출되어 돌이되어버린 꽃이다. 외부에서 값비싸게 팔려나간다고 한다.
ITEM_20150323_004037	몬스터의 분비샘
ITEM_20150323_004038	블룻의 수하인 몬스터의 분비샘입니다.
ITEM_20150323_004039	하우벅의 무성한 갈기
ITEM_20150323_004040	하우벅의 종자들이 하우벅을 배신하며 갈취한 하우벅의 신체 일부입니다.
ITEM_20150323_004041	큐폴 노르가일레가 마족을 심문할때 사용하던 구슬입니다.
ITEM_20150323_004042	잠든 하우벅의 봉인조각
ITEM_20150323_004043	마군주 하우벅의 찢겨진 영혼의 일부입니다.
ITEM_20150323_004044	저녁별 열쇠
ITEM_20150323_004045	여신 바카리네가 큐폴 지드로네를 위해 자신의 공간의 권능을 부여한 수정입니다. 지드로네에 의해 인간이 사용할 수 있도록 변환되었습니다.
ITEM_20150323_004046	하우벅의 영혼조각
ITEM_20150323_004047	하우벅이 자신의 힘을 부하들에게 나눠주기 위해 만든 보석입니다.
ITEM_20150323_004048	저녁별 분광구
ITEM_20150323_004049	큐폴 다이바가 마족들을 감시하기 위해 만든 분광구입니다. 사용하면 숨어있는 하우벅을 찾을 수 있습ㄴ디ㅏ.
ITEM_20150323_004050	저녁별 룬
ITEM_20150323_004051	여신 바카리네의 권능이 담긴 룬입니다. 마족의 영혼을 흡수하는 룬입니다.
ITEM_20150323_004052	사형수의 징표
ITEM_20150323_004053	큐폴들이 마족 수감소의 악질 몬스터들에게 부여한 사형수의 징표입니다.
ITEM_20150323_004054	하우벅 봉인조각
ITEM_20150323_004055	하우벅의 영혼이 봉인되어있는 조각입니다.
ITEM_20150323_004056	큐폴의 목걸이
ITEM_20150323_004057	큐폴들이 소지했던 목걸이 입니다.
ITEM_20150323_004058	전이의 흔적
ITEM_20150323_004059	마족 몬스터들이 전이틈새를 넘어오면서 부여받은 힘의 결정체 입니다.
ITEM_20150323_004060	텅 빈 영혼
ITEM_20150323_004061	여신 바카리네가 디오니스를 회복시키기 위해 부탁한 텅 빈 영혼입니다.
ITEM_20150323_004062	인간의 유품
ITEM_20150323_004063	마족 수감소에 들어와 마족들에게 무참히 살해당한 인간들의 유품입니다. 
ITEM_20150323_004064	별의 징표
ITEM_20150323_004065	광포해진 디오니스에게서 떨어져나온 디오니스의 마력결정체 입니다.
ITEM_20150323_004066	디오니스가 마족들을 공격하면서 그들에게 박힌 발톱
ITEM_20150323_004067	마족의 이빨
ITEM_20150323_004068	큐폴 시기타의 부탁으로 마족수감소 4 구역의 마족을 처치하고 얻었습니다.
ITEM_20150323_004069	포마인 아머의 재료. 가슴 앞쪽을 방어하는 부분이다.
ITEM_20150323_004070	포마인 아머의 재료. 어깨쪽을 보호해 준다.
ITEM_20150323_004071	포마인 아머의 재료. 등쪽에 덧대는 부분이다.
ITEM_20150323_004072	포마인 아머의 재료. 허리를 둥그렇게 감싸는 부분이다.
ITEM_20150323_004073	불쏘시개
ITEM_20150323_004074	몬스터가 들고 있던 불쏘시개. 일반 나무보다 잘 말라서 불을 유지하기에 좋다.
ITEM_20150323_004075	몬스터들로부터 드물게 얻을 수 있는 차가운 체액. 이걸로 제단을 식히자.
ITEM_20150323_004076	테오필리스의 가방
ITEM_20150323_004077	그림 조각
ITEM_20150323_004078	빈 액자
ITEM_20150323_004079	페디미안 외곽 워프 주문서
ITEM_20150323_004080	수정 개울의 파드너 마스터 앞으로 워프 시켜 주는 주문서. 성소가 문제가 생겼을 때에만 사용 가능하니 무리한 사재기는 의미 없음을 알려 둡니다.
ITEM_20150323_004081	질긴 끈
ITEM_20150323_004082	몬스터로부터 얻은 질긴 끈. 무언가를 묶을 때 쓸 만 하다.
ITEM_20150323_004083	누군가 풀더미에 숨겨 놓았던 건빵.
ITEM_20150323_004084	스콜피오의 독액
ITEM_20150323_004085	스콜피오로부터 뽑아 낸 독액.
ITEM_20150323_004086	스위트 허브
ITEM_20150323_004087	스위트 허브의 잎. 입에 쓴 약을 먹을 때 함께 먹으면 좋다.
ITEM_20150323_004088	자양강장제
ITEM_20150323_004089	영주가 준 원액을 스콜피오의 독으로 희석한 자양강장제.
ITEM_20150323_004090	막 얻은 새참 떡
ITEM_20150323_004091	마류스가 건네 준 새참 떡.
ITEM_20150323_004092	상한 새참 떡
ITEM_20150323_004093	상해 버린 새참 떡.
ITEM_20150323_004094	아직 신선한 새참 떡
ITEM_20150323_004095	상하지 않고 신선함이 유지되고 있는 새참 떡.
ITEM_20150323_004096	잘 자란 순무
ITEM_20150323_004097	밭에서 방금 뽑은 신선한 무. 아무 이상 없이 잘 자란 것 같다.
ITEM_20150323_004098	대충 자른 목재
ITEM_20150323_004099	농장에 아무렇게나 놓인 수레나 나무상자에서 뜯어낸 저급의 목재. 얼기설기 엮으면 뭐라도 만들 수 있을 것 같기는 하다.
ITEM_20150323_004100	남작이 준 주술 인형
ITEM_20150323_004101	남작이 아루나스에게 주었다는 주술 인형. 이것을 마법진에서 태우면 이상한 기운이 사라진다고 한다.
ITEM_20150323_004102	첫 번째 빈 병
ITEM_20150323_004103	수습 마법사가 건네 준 빈 병. 이모 저모 유용하게 쓰임새가 많다.
ITEM_20150323_004104	몬스터의 기운이 가득 찬 병
ITEM_20150323_004105	몬스터의 기운이 가득 찬 병.
ITEM_20150323_004106	노란 엘룸의 사악한 기운
ITEM_20150323_004107	노란 엘룸의 사악한 기운 1/3이 찬 병
ITEM_20150323_004108	노란 엘룸의 사악한 기운 2/3이 찬 병
ITEM_20150323_004109	노란 엘룸의 사악한 기운이 가득 찬 병
ITEM_20150323_004110	케포시드의 사악한 기운
ITEM_20150323_004111	케포시드의 사악한 기운이 1/3 찬 병
ITEM_20150323_004112	케포시드의 사악한 기운이 2/3 찬 병
ITEM_20150323_004113	케포시드의 사악한 기운이 가득 찬 병
ITEM_20150323_004114	두 번째 빈 병
ITEM_20150323_004115	독약병
