QUEST_20180418_009522	 Kohath Winterspoon's mouth fell open and a weak indignant voice escaped his lips.{nl}[Great Aunt!]{nl}	 코하트 윈터스푼이 자기도 모르게 입을 열어 약간은 격앙된 목소리로 말했다.{nl}[대고모님!]{nl}				겨울의 부싯돌	
QUEST_20180418_009523	 But Lucid Winterspoon silenced him with a wave of her finger.{nl}[This is not the time to get excited, my boy. I simply mean that I do not wish to deal with the family's work here and there. And I am past the age of being able to do such exciting experiments...{nl}	 하지만 루시드 윈터스푼이 손짓으로 그 뒤에 이어질 말들을 제지했다.{nl}[흥분할 것 없다. 얘야. 예나 지금이나 나는 가문의 일에 이래라 저래라 하고 싶지 않으니까 말이다. 그리고 흥미로운 발상이라는 이유로 실행하던 나이는 이미 지났고..{nl}				겨울의 부싯돌	
QUEST_20180418_009524	 She stopped and after a long paused continued again.{nl}[I understand that this is not the opinion you would like to hear. But if anyone shares a different one then feel free to speak. But right now, I will ask Flint. The work you would like to do, can you complete it with the help of our family?]{nl}	 잠시 말을 멈췄던 루시드 윈터스푼이 이윽고 다시 말을 이었다.{nl}[이 자리에 있는 대다수 일족들의 의견은 듣지 않아도 알 수 있다. 혹시 다른 의견이 있는 사람이라면 언제든지 말해도 좋다. 그러니 이제 플린트 네게 묻겠다. 네가 원하는 일을 하는데 일족과 가문의 힘을 업어야만 할 수 있는 일이냐?]{nl}				겨울의 부싯돌	
QUEST_20180418_009525	 Flint's expression changed.{nl}It was because he had never let the thought cross his mind.{nl}Lucienne and Vaidotas, who were sitting amongst the family, shared a look over this exciting prospect and waited for Flint's response with anticipation.{nl}	 플린트 윈터스푼의 표정이 변했다.{nl}그런 방향으로는 생각해 본 적이 없었기 때문이다.{nl}일족과 함께 앉아 있던 루시엔과 바이도타스도 이 새로 던져진 개념이 흥미로웠는지 서로 눈빛을 교환하고, 곧 이어 플린트 윈터스푼의 대답이 궁금해져 그를 주목했다.{nl}				겨울의 부싯돌	
QUEST_20180418_009526	 The other family members as well shared a similar anticipation as they stared at Flint.{nl} His concerns were many, but time was short and the answer he had for himself was ever more so.{nl}Thus his answer came easy.{nl}	 두 사람 이외 다른 일족들 역시 비슷한 심정으로 플린트를 쳐다보았다.{nl}플린트 윈터스푼의 고민은 깊었지만, 시간은 짧았고, 스스로에게 자문한 대답은 그보다 더 간결하였다.{nl}그래서 그 대답은 쉽게 나왔다.{nl}				겨울의 부싯돌	
QUEST_20180418_009527	 [Of course not. I would not need to focus on the Winterspoon's family power or influence. But, the problem remains that I will not be using my skills for the family.]{nl}	 [당연히 아닙니다. 윈터스푼 가문이 지닌 힘과 역량을 제게 집중할 필요가 없습니다. 다만 제가 지닌 능력을 가문과 일족을 위해서 쓰지 못하는 문제는 있습니다.]{nl}				겨울의 부싯돌	
QUEST_20180418_009528	 [If that is the case, why do you feel the need to convince them? If you have no interest in the patriarch seat, can't you simply go and do the work you wish? If you feel frustrated and unable to use your talents within the family, then leave. The family will not collapse without you.{nl}	 [그렇다면 일족을 설득할 필요가 어디 있느냐? 네가 가주 자리에 관심이 없다면 독립하여 네가 하고 싶은 바를 하면 될 일 아니냐? 그리고 네 재주가 대단하다고는 하여도 너 한 사람의 재주를 가문에 더하지 못하고 뺀다고 하여도 우리 일족이 망하지 않으리라 본다.{nl}				겨울의 부싯돌	
QUEST_20180418_009529	 I know this because I, too, have done nothing to contribute to the family for centuries.]{nl}Kohath and a few others wished to protest but,{nl} 	 그것은 지난 수 세기 동안 가문에 공헌하지 않은 이 몸을 봐도 알 수 있는 일이지.]{nl}코하트 윈터스푼을 포함하여 몇몇 윈터스푼 일족이 반대하고 싶었지만,{nl}				겨울의 부싯돌	
QUEST_20180418_009530	 the family, for centuries, faced no problems with the absence of Lucid's alchemy and there was no evidence to support the opinion that removing Flint would suddenly cause problems.{nl}	 루시드 윈터스푼 같은 연금술의 대가가 빠져도 수 세기 동안 문제없던 가문이 플린트가 빠진다고 해서 문제가 된다고 주장할 수 없기에 반박할 근거를 금방 찾지 못해 입을 열지 못했다.{nl}				겨울의 부싯돌	
QUEST_20180418_009531	 But Flint was still shocked by the idea of leaving the family, a thought that had never occurred to him. But as he thought about it the more the idea was to his liking.{nl}When Lucid Winterspoon saw this change she was prompted to speak.{nl}	 하지만 플린트는 이제까지 자신이 가문을 벗어나 그런 식으로 산다는 생각은 하지 않았기에 약간 충격을 받은 듯했다. 하지만 잠시 생각하더니 결국은 그 방법이 마음에 든 모양이었다.{nl}루시드 윈터스푼이 그런 심적인 변화의 모습을 지켜보면서 말을 이었다.{nl}				겨울의 부싯돌	
QUEST_20180418_009532	 [If Flint leaves the family, then whatever work he does we have no reason to interfere. However, we cannot ignore the fact that the foundation of Flint's work is our own teachings.{nl}	 [플린트가 가문 외부로 나간다면 그가 무슨 일을 하든 본가가 간섭할 이유가 없다. 그러나 플린트는 자신이 그런 일을 할 수 있는 바탕이 결국은 우리 가문의 가르침이 그 바탕이라는 사실도 간과해서는 안 될 것이다.{nl}				겨울의 부싯돌	
QUEST_20180418_009533	 So, if you carry the Winterspoon name you cannot complete the work you would like to do. Whatever comes next will be difficult, and ending your connection with the family will also bring challenges, so in the future go by the name, Winterwood.{nl}	 그러니 너는 윈터스푼 가문의 이름을 계속 달고는 네가 하고 싶은 일을 할 수는 없다. 그러나 다른 무엇이 되기도 곤란하고 우리 일족과 연을 끊어서도 곤란하니 앞으로는 윈터우드라는 이름을 사용하도록 하자.{nl}				겨울의 부싯돌	
QUEST_20180418_009534	 I ask that you use this name as a guide to remember to walk the path between what you have learned from the family and what you hope to do in your own work.]{nl}	 그 이름이 네가 가문에서 배운 것과 네가 하고 싶은 일 사이에서 중용의 길을 걸을 수 있도록 항상 네게 지침이 되기를 바란다.]{nl}				겨울의 부싯돌	
QUEST_20180418_009535	 Kohath spoke.{nl}[Saying he will leave the family does not excuse him from the rules of alchemy. It is not just our family but all Alchemists in the Kingdom -- no the world who must adhere to these immutable principles.]{nl}	 코하트가 말했다.{nl}[그러나 연금술의 규례는 그가 가문을 나간다고 해서 무시될 수 있는 것이 아닙니다. 그것은 이미우리 일족의 가언이 아니라 왕국의 모든 연금술사 아니 세상 모든 연금술사의 철칙입니다.]{nl}				겨울의 부싯돌	
QUEST_20180418_009536	 Lucid Winterspoon replied.{nl}[I know your worries. But Flint is not the type of person to use what he has learned with reckless abandonment. You too already know this, no? And I also believe that in the long-term this work will be good for the family and for the advancement of our world.{nl}	 루시드 윈터스푼이 말했다.{nl}[무엇을 염려하는지 안다. 그러나 플린트 윈터우드는 자신이 배운 것을 함부로 사용하거나 아무에게나 마구 전파할 사람이 아니다. 너도 그 정도는 알지 않느냐? 그리고 나는 이것이 우리 가문과 나아가 세상에 있어 장기적으로 좋은 일이 될 것이라는 확신이 있다.{nl}				겨울의 부싯돌	
QUEST_20180418_009537	 Have you forgotten that I am a Chronomancer? And if you would like to discuss the rules of alchemy, it was I who was at the center of its creation. Forget the thought that you can tie me down using the fear of these principles.]{nl}	 내가 크로노맨서라는 사실을 잊은 것은 아닐 테지? 그리고 연금술사의 규례로 말하자면 바로 내가 그것을 만들 때 참여한 사람 가운데 하나다. 내 앞에서 가언의 무거움으로 나를 묶을 생각은 버려라.]{nl}				겨울의 부싯돌	
QUEST_20180418_009538	 Kenaz, not waiting to miss the opportunity to keep the rarely seen Lucid Winterspoon involved with the family, spoke.{nl}[If it pleases you, how about also recommending the next head of the family? Just mention a promising person to be patriarch and you can go your way.]{nl}	 오랜 만에 공회에 참여한 루시드 윈터스푼을 가문에 묶어둘 기회를 놓치고 싶지 않았던 노인 케나즈 윈터스푼이 말했다. {nl}[하오시면, 다음 가주도 한번 봐주시는 편이 어떻습니까? 가장 가주로 촉망 받던 사람을 말씀 한 마디로 내보내시면 그 정도는 해주시고 가셔야 할 듯합니다.]{nl}				겨울의 부싯돌	
QUEST_20180418_009539	 If the person Lucid picks does become the next patriarch, and Lucid is there to help them the success of the family would be even greater.{nl}If one considers the generations of patriarchs who had begged Lucid earnestly for a single shred of advice, this was an opportunity the family could not let slip by.{nl}	 다음 가주를 루시드 윈터스푼이 정하는 사람으로 정한다면, 그래서 당분간 두고두고 루시드 윈터스푼의 도움을 받을 수 있다면 차후 일족이 얻을 복락은 지대할 것이다.{nl}루시드 윈터스푼의 조언 한 마디를 듣기 위해 애걸복걸한 역대 가주들이 적지 않았음을 생각하면 이것은 정말 일족에게는 놓칠 수 없는 기회였다.{nl}				겨울의 부싯돌	
QUEST_20180418_009540	 [You should pick a person from the next generation. Vaidotas would do well. The family elders will help to guide the younger Patriarch...]{nl}Kohath who was ignoring Kenaz's gaze had a need to object this time too.{nl}	 [어차피 다음 세대에서 사람을 고르면 될 일이다. 바이도타스 정도면 충분하겠지. 가문의 원로들이 젊은 가주를 잘 돕고 이끌면 될 테고..]{nl}코파트가 케파즈의 눈짓을 무시하고 이번에도 반대 의사를 나타냈다.{nl}케파즈는 저게 다 된 일을 망치려고 한다고 속으로 질책했지만 별 수 없었다.{nl}				겨울의 부싯돌	
QUEST_20180418_009541	 [Vaidotas' alchemist abilities are fine. But he does not share the same strength as Flint. He is but a scholar. And, as you know, to be the patriarch you need to have a certain level of fighting skill as well.]{nl}	 [바이도타스의 연금술 실력은 괜찮습니다. 하지만 그는 플린트 같은 강인함이 없습니다. 다시 말해 학자형의 성격입니다. 아시다시피 가주라면 전투에도 어느 정도는 실력을 갖출 필요가 있습니다.]{nl}				겨울의 부싯돌	
QUEST_20180418_009542	 On hearing this, Kenaz realized that Kohath was not opposed to Vaidotas as leader but rather wanted to restrain Lucid to the role of looking after a weaker patriarch.{nl}To ensure what this is what was said, Lucid Winterspoon spoke first.{nl}	 케파즈는 코파트의 말을 듣고 나자 코파트가 바이도타스를 반대하는 것이 아니라 부족한 가주를 보살피라는 명목으로 루시드 윈터스푼의 발목을 확실히 잡아두고자 하는 뜻이라는 것을 알아챘다.{nl}그래서 자신도 한 마디 보태서 이를 확실히 하려는데 루시드 윈터스푼이 먼저 말했다.{nl}				겨울의 부싯돌	
QUEST_20180418_009543	 [Since he is still young we can prepare him for the title and develop areas where is he lacking. If you feel anxious, we can send him to train. In fact, let us do this.{nl}	 [아직 젊은데 천천히 갖추면 될 일이다. 오히려 그 나이에 연금술 하나만이라도 그만한 성취를 이룬 점을 높이 평가해야 할 일이다.{nl}그의 다른 능력이 연금술보다 낮은 것을 문제 삼을 일이 아니라 그의 다른 능력이 낮아 보이도록 대단히 높이 솟은 연금술의 성취를 인정하는 편이 낫다.{nl}				겨울의 부싯돌	
QUEST_20180418_009544	 Recently, the Swordsman Master gave up his public office and retired to Klaipeda. Let us send Vaidotas to Klaipeda to receive his guidance.]{nl}The elder, Kenaz, spoke.{nl} 	 그리고 정 불안하다면, 모자란 점은 훈련을 시키면 된다. 이렇게 하자. 최근에 소드맨 마스터가 관직을 내려놓고 클라페다로 낙향했다. 바이도타스를 클라페다로 보내 그의 지도를 받도록 하자.]{nl}노인 케나즈가 말했다.{nl}				겨울의 부싯돌	
QUEST_20180418_009545	 [Learning how to fight like a warrior isn't bad, but don't you think, if it is possible, learning how to fight as a Wizard from you, Great Aunt, would be simpler?]{nl}	 [전사들의 전투 기술을 배워두는 일도 나쁘지 않지만, 이왕이면 대고모님이 마법사의 전투를 가르치시면 더 간단하지 않겠습니까?]{nl}				겨울의 부싯돌	
QUEST_20180418_009546	 [The Wizard Society would be in an uproar if I trained him. It would be seen as favoritism and I will still need to be responsible for the work I am supposed to do. Send him south.{nl} 	 [내가 바이도타스에게 마법전투를 지도한다면 마법사 사회 전체가 시끄러워질 일이다. 자기 가문만 편애한다고 떠들 테고, 그러나 내가 주장한 일이니 어느 정도 책임은 져야 하겠지. 바이도타스를 남부로 보내라.{nl}				겨울의 부싯돌	
QUEST_20180418_009547	 Let him experience the Great Woodlands and other areas, and along the way I will teach him about the climate of each region and their special materials. It has been hundreds of years since I've trained someone in alchemy. But I will yield this amount. In this case you will arrive to Klaipeda a bit late, but warrior training needs not to be rushed.]{nl}	 대삼림지대와 여러 지역을 거치면서 내가 각 지방의 풍토와 특산물 재료에 대해 가르치겠다. 내가 연금술을 손수 지도하는 일도 백 년도 넘은 일이다. 이 정도면 나로서는 충분히 양보했다고 본다. 그러면 클라페다에는 늦게 도착하겠지만, 뭐 전투훈련은 그렇게까지 급하지는 않다.]{nl}				겨울의 부싯돌	
QUEST_20180418_009548	 At this, Lucid stopped and closed her eyes for a moment.{nl}‘No…if our family’s members try to save this world, even just a small step it will prove difficult. We will have to match the time…{nl}	 여기서 루시드 윈터스푼은 잠시 눈을 감고 말을 멈췄다.{nl}‘아니 오히려 우리 가문의 사람이 세계를 구하는 일에 발가락이라도 걸치려면, 너무 열심히 해서도 곤란하지. 때를 잘 맞춰야 하니까...{nl}				겨울의 부싯돌	
QUEST_20180418_009549	 We cannot be too strong, nor weak, we must match the moment perfectly… It doesn’t need to be Vaidotas, but there is also no reason not to. As long as it does not interfere with the providence and expectations of the Goddesses, it will be okay…’{nl}And like that the thought disappeared.{nl}	 그 시기에 맞춰서 너무 강하지도 약하지도 않게 그 때에 딱 맞도록.. 뭐 굳이 바이도타스일 필요는 없지만, 그가 아니어야 할 이유도 없으니 여신의 예정과 섭리를 비틀지 않는 범위에서라면 괜찮겠지..’{nl}그녀는 잠시 떠올린 그런 생각을 지웠다.{nl}				겨울의 부싯돌	
QUEST_20180418_009550	 Of course, she could not share her thinking with the others.{nl}Instead, she turned to Flint and spoke.{nl}[You have given up the burden of Patriarch, but there is other work you must bear.{nl}	 물론 그 생각은 어차피 말로는 나타낼 수 없었다.{nl}루시드 윈터스푼은 플린트를 보며 말했다.{nl}[가주의 짐은 내려놓았으나 네게는 감당할 다른 일이 있을 것이다.{nl}				겨울의 부싯돌	
QUEST_20180418_009551	 I will pray that the honor of the goddesses be revealed through you. You still retain half of the family name and for that you must carry our reputation with you.]{nl}	 여신께서 너를 축복하시고, 너를 통해 그 영광을 드러내시기를 기원하겠다. 그러니 항상 그에 합당한 사람으로 살아라. 가문의 이름을 일부만 지녔더라도 일족의 명성을 같이 짊어진 사람으로 살아라.]{nl}				겨울의 부싯돌	
QUEST_20180418_009552	 This frustrated Flint.{nl}[If someone else has said that I would not have found it so strange, but from you Great Aunt, I do not know.]{nl}At that accusation, Lucid replied.{nl}[Oh? But it is like that, no? Even if we go our separate ways, no matter how far we go, we cannot be fully apart.]{nl}	 플린트가 그 말에 대답했다.{nl}[일족의 다른 어르신이라면 모를까 대고모님이 그렇게 말씀하시니 참 뭐합니다.]{nl}루시드 윈터스푼이 그 말에 고소를 짓더니 이렇게 말했다.{nl}[그런가? 그러나 어쩌겠느냐? 너나 나나 각자 원하는 길을 가되 아무리 멀리 가도 끊을 수 없는 일도 있기 마련이니 말이다.]{nl}				겨울의 부싯돌	
QUEST_20180418_009553	 When those words were spoken, Lucid Winterspoon, without a single goodbye began to disappear.{nl}The remaining family members, who were used to this behavior, sent her off by bowing their heads.{nl}	 그 말을 끝으로 루시드 윈터스푼은 별다른 인사도 없이 실내에서 사라지기 시작했다.{nl}남은 일족들은 한 두 번 겪은 혹은 들어본 일이 아닌지라 고개를 숙여 인사함으로 그녀를 전송하였다.{nl}				겨울의 부싯돌	
QUEST_20180418_009554	 Although they did not have the ability to see as far into the future as Lucid, they could feel that this was the start of a new era.{nl}However, not one of them remaining there knew how difficult this new era would be.	 비록 시간을 통해 남들보다 많은 미래를 내다보는 루시드 윈터스푼만큼은 아니어도 그렇게 새로운 시대가 시작되고 있다는 사실을 그 자리에 모든 사람들이 어느 정도는 느끼고 있었다.{nl}다만 그 시대가 얼마나 가혹할지는 자리에 남은 일족 가운데 아직은 아무도 모르고 있었다.				겨울의 부싯돌	
QUEST_20180418_009555	Velcoffer Raid Message 1	벨코퍼 레이드 메시지1					
QUEST_20180418_009556	The seal is held on by an ominous energy. You need the Power of Protection.	불길한 힘에 의해 봉인을 풀 수 없다. 보호의 힘이 필요하다.				벨코퍼 레이드 메시지1	
QUEST_20180418_009557	Velcoffer Raid Message 2	벨코퍼 레이드 메시지2					
QUEST_20180418_009558	The Power of Protection is gathering at the altar. It is going to be a while before it's ready to be received.	제단에 보호의 힘이 모이고 있다. 보호의 힘을 받으려면 아직 시간이 더 필요할 것 같다.				벨코퍼 레이드 메시지2	
QUEST_20180418_009559	Velcoffer Raid Message 3	벨코퍼 레이드 메시지3					
QUEST_20180418_009560	Something is needed to receive the altar's power. Defeat the monsters nearby.	제단의 힘을 사용하려면 무언가 필요하다. 주변의 몬스터를 처치해 보자.				벨코퍼 레이드 메시지3	
QUEST_20180418_009561	Velcoffer Raid Message 4	벨코퍼 레이드 메시지4					
QUEST_20180418_009562	You are already carrying the essence.	이미 정수를 가지고 있다.				벨코퍼 레이드 메시지4	
QUEST_20180418_009563	Velcoffer Raid Message 5	벨코퍼 레이드 메시지5					
QUEST_20180418_009564	This looks like it can be placed at the altar.	제단에 바칠수 있을 것 같다.				벨코퍼 레이드 메시지5	
QUEST_20180418_009565	Velcoffer Raid Message 6	벨코퍼 레이드 메시지6					
QUEST_20180418_009566	The Power of Protection surrounds you. It feels as though it can cancel any ominous energy.	보호의 힘이 스며든다. 불길한 힘을 막아낼 수 있을 것 같다.				벨코퍼 레이드 메시지6	
QUEST_20180418_009567	Velcoffer Raid Message 7	벨코퍼 레이드 메시지7					
QUEST_20180418_009568	The Seal Stone is cracked.	봉인석에 금이 갔다.				벨코퍼 레이드 메시지7	
QUEST_20180418_009569	Velcoffer Raid Message 8	벨코퍼 레이드 메시지8					
QUEST_20180418_009570	Pieces of the Seal Stone are falling.	봉인석의 파편이 떨어지고 있다.				벨코퍼 레이드 메시지8	
QUEST_20180418_009571	Velcoffer Raid Message 9	벨코퍼 레이드 메시지9					
QUEST_20180418_009572	The Seal Stone is collapsing.	봉인석이 무너지고 있다.				벨코퍼 레이드 메시지9	
QUEST_20180418_009573	Velcoffer Raid Message 10	벨코퍼 레이드 메시지10					
QUEST_20180418_009574	The Seal Stone has been destroyed.	봉인석이 파괴됐다.				벨코퍼 레이드 메시지10	
QUEST_20180418_009575	Velcoffer Raid Message 11	벨코퍼 레이드 메시지11					
QUEST_20180418_009576	There's a Seal Stone blocking the way further down. Go and investigate.	저 멀리 봉인석이 길을 막고 있는 것이 보인다. 봉인석에게 먼저 다가가 보자.				벨코퍼 레이드 메시지11	
QUEST_20180418_009577	Velcoffer Raid Message 12	벨코퍼 레이드 메시지12					
QUEST_20180418_009578	The Kupole said the stone statue must be destroyed to clear the way, and that the surrounding areas are cursed with Velcoffer's evil energy.	석상을 파괴해야만 앞으로 나아갈 수 있다는 조언과 함께 벨코퍼가 존재하는 지역은 사악한 기운으로 저주를 받기에 큐폴은 여기까지만 도와준다 하면서 사라졌다.				벨코퍼 레이드 메시지12	
QUEST_20180418_009579	Velcoffer Raid Message 13	벨코퍼 레이드 메시지13					
QUEST_20180418_009580	Further down the way there is a stone statue giving off an awful energy. Destroy it.	저 멀리 오른쪽 편에 불길한 기운이 감도는 석상이 보인다. 석상을 파괴하자.				벨코퍼 레이드 메시지13	
QUEST_20180418_009581	Kupole Simona	큐폴 시모나					
QUEST_20180418_009582	Revelator. Welcome.	어서오세요. 구원자여.				큐폴 시모나	
QUEST_20180418_009583	Long ago in the past, Velcoffer was among the many dragons that were sealed away during a war against the goddesses.{nl}On Medzio Diena, his seal began to weaken. Now, Velcoffer is trying to destroy the very world we live in.{nl}You must defeat him.	과거,{nl}여신과의 전쟁에서 봉인된 드래곤들 중 하나인 벨코퍼가{nl} 신수의 날로 인하여 봉인이 깨져, 여신이 사라진 지금 세상을 파괴하려고 합니다. {nl} 벨코퍼가 세상을 파괴하기 전에 처치해 주시기 바랍니다.				큐폴 시모나	
QUEST_20180418_009584	Velcoffer Raid Message 14	벨코퍼 레이드 메시지14					
QUEST_20180418_009585	Velcoffer's stone statue is summoning Velcoffaner.	벨코퍼 석상이 벨코페이너를 소환하고 있다.				벨코퍼 레이드 메시지14	
QUEST_20180503_009588	Hi there! Would you like to answer a simple survey for a free prize?{nl}Just tell us what kind of player you are to start (we trust you're going to answer honestly...).	간단한 설문에 참여하시고 상품 받아 가세요~!{nl}(구원자님에게 해당하는 선택지를 선택해 주시면 됩니다.){nl}(...솔직하게 선택해주실 거라 믿겠습니다~!!)				상품 교환원	
QUEST_20180503_009589	New players are those who first created their team after April 10, 2018.{nl}Are you a new player?	신규 유저는 2018년 4월 10일 이후 팀을 생성한 구원자님에게 해당됩니다.{nl}구원자님은 신규 유저인가요?				상품 교환원	
QUEST_20180503_009590	Returning players are those who used the "Homecoming Gift (14 Days)" item from the Returning Savior event.{nl}Are you a returning player?	복귀 유저는 "복귀 유저의 선물 상자(14일)"을 사용한 구원자님에게 해당됩니다.{nl}구원자님은 복귀 유저인가요?				상품 교환원	
QUEST_20180503_009591	I hope you're having a wonderful day with Tree of Savior!{nl}Are you an active player?	오늘도 즐거운 트리 오브 세이비어와 함께~~!!{nl}구원자님은 기존 유저인가요?				상품 교환원	
QUEST_20180503_009592	Welcome! Let's start the survey, then.{nl}"How did you first find out about Tree of Savior?"	구원자님 환영합니다.{nl}설문을 시작하겠습니다.{nl}"어떻게 트리 오브 세이비어를 알게 되었나요?"				상품 교환원	
QUEST_20180503_009593	You are not a new player...	구원자님은 신규 유저가 아닙니다.				상품 교환원	
QUEST_20180503_009594	You already participated in the survey!	이미 설문에 참여했습니다.				상품 교환원	
QUEST_20180503_009595	Thank you for your answers!{nl}Here's a small gift for you.	설문에 참여해 주셔서 감사합니다.{nl}작은 선물입니다~!				상품 교환원	
QUEST_20180503_009596	You are not a returning player...{nl}To prove that you are a returning player, please use the "Homecoming Gift (14 Days)" item from the Returning Savior event.	구원자님은 복귀 유저가 아닙니다.{nl}("복귀 유저의 선물 상자(14일)"을 사용해서 복귀 유저를 증명해주세요.)				상품 교환원	
QUEST_20180503_009597	So you ARE a returning player.{nl}Would you like to complete the survey for a free prize now?	복귀 유저를 증명해주셨네요.{nl}다시 한번 설문에 참여하시고 상품 받아 가세요~!				상품 교환원	
QUEST_20180503_009598	Your team was created after April 10, 2018. That means you are considered a new player.	구원자님은 2018년 4월 10일 이후 팀을 생성한 신규 유저입니다.				상품 교환원	
QUEST_20180503_009599	You used the "Homecoming Gift (14 Days)" item from the Returning Savior event. That means you are considered a returning player.	구원자님은 "복귀 유저의 선물 상자(14일)"을 사용한 복귀 유저입니다.				상품 교환원	
QUEST_20180503_009600	Thank you for your answers!{nl}Here's a small gift for you.{nl}If you use the "Homecoming Gift (14 Days)" item from the Returning Savior event, you can also complete the survey for returning players!	설문에 참여해 주셔서 감사합니다.{nl}작은 선물입니다~!{nl}("복귀 유저의 선물 상자(14일)"을 사용하면 복귀 유저의 설문도 참여할 수 있답니다.)				상품 교환원	
QUEST_20180503_009601	Welcome! Let's start the survey, then.{nl}"Which of the following most made you want to return to Tree of Savior?"	구원자님 환영합니다.{nl}설문을 시작하겠습니다.{nl}"무엇을 보고 게임에 다시 접속하게 되었나요?"				상품 교환원	
QUEST_20180503_009602	Welcome! Let's start the survey, then.{nl}"Which of the following do you think is most effective for promoting Tree of Savior to new and returning players?"	구원자님 환영합니다.{nl}설문을 시작하겠습니다.{nl}"신규 및 복귀 유저가 트리 오브 세이비어를 알게 되는 방법 중 어떤 것이 효과 있다고 생각하나요?"				상품 교환원	
QUEST_20180504_009605	Returning players are those who are first logging in after March 2018.{nl}Are you a returning player?	복귀 유저는 2018년 3월 이후 접속하지 않은 구원자님에게 해당됩니다.{nl}구원자님은 복귀 유저인가요?				상품 교환원	
QUEST_20180504_009606	You are not a returning player.	구원자님은 복귀 유저가 아닙니다.				상품 교환원	
QUEST_20180504_009607	You are not considered an active player.	구원자님은 기존 유저가 아닙니다.				상품 교환원	
QUEST_20180514_009610	Please select your city.	원하시는 비비드 시티를 선택해 주세요.				이벤트 알림판	
QUEST_20180514_009611	You can no longer participate in the event today.	오늘은 해당 비비드 시티를 더 이상 진행할 수 없습니다.				이벤트 알림판	
QUEST_20180517_009612	Growth Crystal	성장의 수정					
QUEST_20180517_009613	: Use it to grow trees.{nl}Make sure to check yours.	을 사용하시면 나무의 성장이 촉진됩니다.{nl}우리의 나무를 보살펴주세요.				None	
QUEST_20180517_009614	Hey, come have fun with us.	계시자님도 축제를 함께 즐겨요.				잡화 상인 미리나	
QUEST_20180517_009615	It's not a festival if we're not all in it, hey?{nl}So, um, have a balloon?	축제는 함께 즐겨야지.{nl}쑥쓰럽지만 나도 풍선을 나눠주고 있다네.{nl}자 받게.				장비 상인 던켈	
QUEST_20180517_009616	How do you like these balloons?{nl}You can't have a festival without them!{nl}They're free, just take one!	계시자님 여기 이 풍선 어떠세요?{nl}축제를 즐기려면 풍선은 필수에요!{nl}공짜에요 공짜!				악세서리 상인 로네사	
QUEST_20180517_009617	I was asked to distribute these balloons to the residents.{nl}I must say, they do brighten up the city.	시민분들의 요청으로 저도 이렇게 풍선을 나눠드리고 있습니다.{nl}자주 보다 보니 이 풍선을 달고 다니는 모습도 귀엽군요.				기사단장 우스카	
QUEST_20180517_009618	Festival ballons here.{nl}They're free, take one.	축제용 풍선이오.{nl}무료이니 받으시오.				대장장이 자라스	
QUEST_20180517_009619	I always did the work of a mediator.{nl}Now here I am, distributing balloons.	언제나 중개만 했는데.{nl}이번에는 제가 풍선을 나눠드리고 있네요.				마켓 관리인 로지	
QUEST_20180517_009620	I wish you could strap a balloon to your Companion...{nl}But I'm sure it would just destroy it...	컴패니언에게도 풍선을 묶어주면 귀여울텐데..{nl}다 터트려 버리겠지요?				크리스티나	
QUEST_20180517_009621	I'm also joining in the city festival.{nl}Here, have a balloon.	저도 도시 축제에 함께하고 있어요.{nl}이 풍선을 받아주세요.				레나	
QUEST_20180517_009622	The city is full of balloons.{nl}Would you care to join?	도시에 풍선이 한가득 입니다.{nl}계시자님도 함께하시겠습니까?				헤느리카	
QUEST_20180517_009623	These balloons are so pretty, aren't they?{nl}Come and join the festival!	이 풍선 이쁘지요?{nl}계시자님도 축제에 함께하세요!				창고지기 리타	
QUEST_20180517_009624	Greetings, Revelator.{nl}I'm giving out free balloons for the city festival.	안녕하세요. 계시자님.{nl}축제 기간을 맞아 무료로 풍선을 나눠드리고 있어요.				레티샤	
QUEST_20180517_009625	Please select the week corresponding to your desired rewards.	몇 주차 보상을 받으실 것인지 선택해주세요.				None	
QUEST_20180517_009626	Tree Event Helper	자라나라 나무나무 이벤트 도우미					
QUEST_20180517_009627	Play a simple minigame and win a(n)  	간단한 미니게임을 즐기시고 				자라나라 나무나무 이벤트 도우미	
QUEST_20180517_009628	!	을 받아가세요!				자라나라 나무나무 이벤트 도우미	
QUEST_20180517_009629	Are you sure you want to exit the game?{nl}If you reach the goal, you can win  	미니게임을 미리 끝내고 돌아가실 건가요?{nl}목표를 달성하셨다면 				자라나라 나무나무 이벤트 도우미	
QUEST_20180517_009630	.	을 드리고 있어요.				자라나라 나무나무 이벤트 도우미	
QUEST_20180517_009631	Blessed Gem Shop Helper	축복석 상점 이벤트 도우미					
QUEST_20180517_009632	I'm exchanging Blessed Gems for various other items.{nl}What item would you like to exchange?	축복석을 다양한 아이템으로 교환해드리고 있어요.{nl}어떤 아이템으로 교환해드릴까요?				축복석 상점 이벤트 도우미	
QUEST_20180517_009633	Phantom Thief Helper	괴도 트팡 이벤트 도우미					
