ETC_20150317_005001	이미 향나는 돌가루가 묻어있습니다!
ETC_20150323_009640	대지의 요새 59_2
ETC_20150323_009641	대지의 요새 59_3
ETC_20150323_009642	별의 탑 60_1
ETC_20150323_009643	라욱티 제단
ETC_20150323_009644	봉인 마법진*
ETC_20150323_009645	나무 술통
ETC_20150323_009646	여신상의 날개*
ETC_20150323_009647	남작의 창고*
ETC_20150323_009648	독액의 냄새를 맡았는지, 몬스터들이 날뛰며 달려 듭니다!
ETC_20150323_009649	잠 깬 스콜피오
ETC_20150323_009650	마시는 중
ETC_20150323_009651	자. 이제 시작해 보겠습니다!
ETC_20150323_009652	이제 결계를 발동하겠습니다.
ETC_20150323_009653	이제 안심입니다.
ETC_20150323_009654	장년의 농부
ETC_20150323_009655	내 아들의 원수는 내가 갚겠다!
ETC_20150323_009656	뭐지? 왜 내 말을 듣지 않는게야!
ETC_20150323_009657	사.. 사람 살려!
ETC_20150323_009658	드루이드의 제자
ETC_20150323_009659	샤튼씨, 안돼요!
ETC_20150323_009660	으윽.. 
ETC_20150323_009661	샤튼가 사병대장
ETC_20150323_009662	샤튼가 사병
ETC_20150323_009663	살았구나!
ETC_20150323_009664	끝이 없군...
ETC_20150323_009665	놈들이 도망칩니다!
ETC_20150323_009666	서두르자!
ETC_20150323_009667	가지를 사용해!
ETC_20150323_009668	요나졸렘을 처치하세요!
ETC_20150323_009669	썩은 고기 더미를 건드리자 리버피드가 나타났습니다!
ETC_20150323_009670	아들아! 제발 정신을..
ETC_20150323_009671	나태의 나무뿌리 수정을 지키는 결계가 나타났습니다!{nl}결계가 사라지기 전에 모두 파괴하는게 좋겠습니다.
ETC_20150323_009672	불은 붙었지만 곧 꺼질 것 같습니다.{nl}몬스터들로부터 불쏘시개를 구해 불을 더 지피세요.
ETC_20150323_009673	영혼을 속박시킨 머지를 처치하세요!
ETC_20150323_009674	드디어.. 풀려난 건가?
ETC_20150323_009675	안돼! 날 풀어줘!
ETC_20150323_009676	성소가 오염되었는지, 축복 대신에 몬스터들이 몰려 나옵니다!
ETC_20150323_009677	순례자 달러스
ETC_20150323_009678	사제 가단
ETC_20150323_009679	달러스의 무덤
ETC_20150323_009680	이곳에선 이야기하기 어려우니 우키스 경작지로 찾아와주시기 바랍니다.
ETC_20150323_009681	정체불명의 제단
ETC_20150323_009682	병사 가투스
ETC_20150323_009683	병사 투란
ETC_20150323_009684	병사 라모스
ETC_20150323_009685	병사 바란
ETC_20150323_009686	후퇴해!
ETC_20150323_009687	난동을 부리고 있던 몬스터들이 당신을 주시하고 있습니다!
ETC_20150323_009688	몬스터 증식 억제 장치
ETC_20150323_009689	나타나셨군
ETC_20150323_009690	바카리네가 {nl}날 내버려 두겠다는 건가?
ETC_20150323_009691	하우벅..
ETC_20150323_009692	그렇습니다.
ETC_20150323_009693	자세한 이야기는{nl}당신의 소유자와 나누고 싶군요.
ETC_20150323_009694	하우벅이 제단의 힘을 흡수하는 동안 보호해 주세요!
ETC_20150323_009695	블룻의 제단
ETC_20150323_009696	내가 의식을 치를 동안 보호해 다오
ETC_20150323_009697	날 가둘 순 없다!
ETC_20150323_009698	블룻을 처치하세요!
ETC_20150323_009699	너는 오늘 여기서 죽는다 블룻!
ETC_20150323_009700	누아엘레를 처치하세요!
ETC_20150323_009701	네녀석들이 여길 어떻게..
ETC_20150323_009702	막아라!
ETC_20150323_009703	당할성 싶으냐!
ETC_20150323_009704	정신바짝 차리십시오.
ETC_20150323_009705	넌 여기서 끝이다!
ETC_20150323_009706	내 것을 돌려받으러 왔다!
ETC_20150323_009707	하우벅의 분체
ETC_20150323_009708	오너라 내 종자들아!
ETC_20150323_009709	이곳은 제가 막겠습니다.
ETC_20150323_009710	하우벅을 제압하세요!
ETC_20150323_009711	돌아갈 시간이다 하우벅
ETC_20150323_009712	포기해라 하우벅!
ETC_20150323_009713	바카리네께서 널 원하신다.
ETC_20150323_009714	그건 네가 할 걱정이 아니다
ETC_20150323_009715	발트러스
ETC_20150323_009716	바카리네!
ETC_20150323_009717	따르겠습니다
ETC_20150323_009718	지드로네가 저녁별 열쇠를 완성할 때까지 지켜주세요!
ETC_20150323_009719	환원의 사슬은 내 것이다!
ETC_20150323_009720	멈춰라 하우벅!
ETC_20150323_009721	디오니스를 제압하세요!
ETC_20150323_009722	마지막 봉인을 해제하겠습니다.
ETC_20150323_009723	따라오십시오
ETC_20150323_009724	여신께서 널 찾는다 디오니스
ETC_20150323_009725	너희 모두 저주한다!
ETC_20150323_009726	엘리멘탈리스트 2서클 필요
ETC_20150323_009727	엘리멘탈리스트 3서클 필요
ETC_20150323_009728	오버킬을 10회 달성했다.
ETC_20150323_009729	초보 오버킬러
ETC_20150323_009730	오버킬을 50회 달성했다.
ETC_20150323_009731	오버킬을 200회 달성했다.
ETC_20150323_009732	보스 사냥 입문가
ETC_20150323_009733	보스 몬스터를 10마리를 처치했다.
ETC_20150323_009734	보스 사냥 숙련자
ETC_20150323_009735	보스 몬스터를 30마리를 처치했다.
ETC_20150323_009736	보스 몬스터를 50마리를 처치했다.
ETC_20150323_009737	보스 전문 사냥꾼
ETC_20150323_009738	보스 몬스터를 200마리를 처치했다.
ETC_20150323_009739	NXP로 부활한 횟수 20회 이상 달성했다.
ETC_20150323_009740	제작을 3회 성공했다. 득을 본 기분이다.
ETC_20150323_009741	제작을 10회 성공했다. 이젠 제작도 꽤 손에 익었다.
ETC_20150323_009742	제작을 30회 성공했다. 점점 재산이 불어나는게 보인다.
ETC_20150323_009743	제작을 100회 성공했다. 말이 필요 없다.
ETC_20150323_009744	머리색1
ETC_20150323_009745	머리바꾸자
ETC_20150323_009746	머리색2
ETC_20150323_009747	머리색3
ETC_20150323_009748	머리색4
ETC_20150323_009749	행운아
ETC_20150323_009750	1개의 보물상자를 도굴하였다.
ETC_20150323_009751	트레져 헌터 : 비기너
ETC_20150323_009752	10개의 보물상자를 도굴하였다.
ETC_20150323_009753	트레져 헌터 : 마스터
ETC_20150323_009754	100개의 보물상자를 도굴하였다.
ETC_20150323_009755	하나밍 킬 횟수
ETC_20150323_009756	부엉이묘지
ETC_20150323_009757	파티퀘스트 횟수
ETC_20150323_009758	제단로 단체 버프
ETC_20150323_009759	정화의 기여도
ETC_20150323_009760	사악한 기운을 정화하는데 기여했습니다.
ETC_20150323_009761	약한 영체의 기운
ETC_20150323_009762	영체의 기운이 미약하게 느껴집니다.
ETC_20150323_009763	영체의 기운
ETC_20150323_009764	영체의 기운을 확실하게 느낄 수 있습니다.
ETC_20150323_009765	음산한 기운
ETC_20150323_009766	음산한 기운에 몬스터가 강해집니다.
ETC_20150323_009767	하우벅 호버
ETC_20150323_009768	강령상태
ETC_20150323_009769	노르가일레의 강령구슬에 당했습니다!
ETC_20150323_009770	복종
ETC_20150323_009771	이 몬스터는 복동당했습니다!
ETC_20150323_009772	무력화됨
ETC_20150323_009773	저녁별 룬에 의해 무력화 되었습니다.
ETC_20150323_009774	빙의
ETC_20150323_009775	이 몬스터에게 하우벅이 빙의되어 있습니다.
ETC_20150323_009776	스콜피오 기절
ETC_20150323_009777	스콜피오가 기절했습니다!
ETC_20150323_009778	독액 충전
ETC_20150323_009779	이몬스터의 독액이 항아리에 흡수되고 있습니다!
ETC_20150323_009780	흡수 되었습니다!
ETC_20150323_009781	몬스터 성불
ETC_20150323_009782	마법진이 대기 중입니다.
ETC_20150323_009783	영혼 안식
ETC_20150323_009784	축복 - HP 회복력 향상
ETC_20150323_009785	축복을 받았습니다.
ETC_20150323_009786	제물 표식
ETC_20150323_009787	제물
ETC_20150323_009788	정화의 표식
ETC_20150323_009789	광폭화
ETC_20150323_009790	물, 불 안가리고 공격합니다.
ETC_20150323_009791	마족 소환 수정의 힘
ETC_20150323_009792	마족 소환 수정의 힘을 받아 강력해집니다.
ETC_20150323_009793	무적 버프
ETC_20150323_009794	박쥐소환
ETC_20150323_009795	거점
ETC_20150323_009796	인질폭탄
ETC_20150323_009797	그리나스 숲길 
ETC_20150323_009798	30분동안 HP가 +300 증가합니다.
ETC_20150323_009799	30분동안 SP가 +270 증가합니다.
ETC_20150323_009800	30분동안 STA가 +25 증가합니다.
ETC_20150323_009801	요거트
ETC_20150323_009802	30분동안 이동속도가 +1 증가합니다.
ETC_20150323_009803	다수의 스킬을 사용하여 오버히트 발생을 억제할 수 있다.
ETC_20150323_009804	레벨업을 통해 얻은 스테이터스 포인트를 사용하여 캐릭터의 능력치를 성장시킬 수 있습니다.
ETC_20150323_009805	엘리멘탈리스트
ETC_20150323_009806	비나스 캠프
ETC_20150323_009807	리쉬키오 시내
ETC_20150323_009808	유지마 배랑
ETC_20150323_009809	라미비에 절벽
ETC_20150323_009810	가울레 제단
ETC_20150323_009811	비에샤의 제단
ETC_20150323_009812	에르쉬케 제단
ETC_20150323_009813	쉴레이크 숲길
ETC_20150323_009814	보크쉬타 오름길
ETC_20150323_009815	요리코 광장
ETC_20150323_009816	트보라 가도
ETC_20150323_009817	지비라 공터
ETC_20150323_009818	개간 예정지
ETC_20150323_009819	렌타 공지
ETC_20150323_009820	버려진 농지
ETC_20150323_009821	아델르노 실험구역
ETC_20150323_009822	비나이 양조장
ETC_20150323_009823	스티쉬카 농로
ETC_20150323_009824	옛 식량 창고터
ETC_20150323_009825	시클리오 둘레길
ETC_20150323_009826	라무스 사거리
ETC_20150323_009827	통제 구역
ETC_20150323_009828	소작인 숙소
ETC_20150323_009829	잘라움 경작지
ETC_20150323_009830	농수로
ETC_20150323_009831	틸리아 오솔길
ETC_20150323_009832	이쉬팔레 농지
ETC_20150323_009833	농장 집회소
ETC_20150323_009834	포도밭
ETC_20150323_009835	기난 농작로
ETC_20150323_009836	리아움 둔덕
ETC_20150323_009837	비노가 양조장
ETC_20150323_009838	다르바스 진입로
ETC_20150323_009839	건조 작업장
ETC_20150323_009840	농작물 창고
ETC_20150323_009841	휴경지
ETC_20150323_009842	파데카 제단
ETC_20150323_009843	쥘루티 공터
ETC_20150323_009844	누오도 기슭
ETC_20150323_009845	공동 경작지
ETC_20150323_009846	이쉬지티 약초밭
ETC_20150323_009847	밴드라스 갈림길
ETC_20150323_009848	농장 출입문
ETC_20150323_009849	방치된 포도밭
ETC_20150323_009850	인적 없는 작업장
ETC_20150323_009851	농장지기의 오두막
ETC_20150323_009852	크비에 농장 터
ETC_20150323_009853	룬케일 농원 터
ETC_20150323_009854	아바르자 포도밭
ETC_20150323_009855	지우라 삼거리
ETC_20150323_009856	농장 감독 초소
ETC_20150323_009857	졸레 농지
ETC_20150323_009858	네쉬바 가도
ETC_20150323_009859	이쉬클라 농작로
ETC_20150323_009860	농원 광장
ETC_20150323_009861	가우사 작업장
ETC_20150323_009862	지르타 양조장
ETC_20150323_009863	저수지 계단
ETC_20150323_009864	퓨퓰레 텃밭
ETC_20150323_009865	숙성 창고
ETC_20150323_009866	자바이 농지
ETC_20150323_009867	트빌타 저수둑
ETC_20150323_009868	슐리오티 휴경지
ETC_20150323_009869	풍향계 탑
ETC_20150323_009870	도카스 저수나루
ETC_20150323_009871	상자더미01
ETC_20150323_009872	상자더미02
ETC_20150323_009873	나무토막
ETC_20150323_009874	겔리 고원 케이블카
ETC_20150323_009875	아크멘스 능선 케이블카
ETC_20150323_009876	포탈마법사
ETC_20150323_009877	마군주 블룻
ETC_20150323_009878	연금술 솥
ETC_20150323_009879	좀 큰 부서진 알림판
ETC_20150323_009880	수면중인 스콜피오
ETC_20150323_009881	작은 항아리
ETC_20150323_009882	작은 여신상
ETC_20150323_009883	대성당 발판
ETC_20150323_009884	대성당 장치1
ETC_20150323_009885	대성당 장치2
ETC_20150323_009886	오염된 제단
ETC_20150323_009887	순례자 석상
ETC_20150323_009888	헌화된 꽃
ETC_20150323_009889	수정가공기계
ETC_20150323_009890	엘리멘탈리스트 특성 사용
ETC_20150323_009891	파티원들이 함께 보스를 사냥합니다.
ETC_20150323_009892	DoTimeAction:목재 수집 중:3:#SITGROPESET2:None
ETC_20150323_009893	Property:1/PropertyAdd:1/GiveItem:SIAULIAI50_WOOD_PIECE:1:0/NPCKill/EffectNPC:Local:F_pc_making_finish_white:2:BOT/Notice:NOTICE_Dm_Clear:목재 획득!:3
ETC_20150323_009894	DoTimeAction:풀더미를 뒤지는 중:2:SITGROPE:None
ETC_20150323_009895	Property:1/PropertyAdd:1/GiveItem:FARM47_4_SQ_040_ITEM_1:1:0/NPCDead/EffectNPC:Local:F_pc_making_finish_white:2:BOT/Notice:NOTICE_Dm_Clear:건빵을 찾았습니다!:5
ETC_20150323_009896	NPCDead/Sleep:500/Notice:NOTICE_Dm_!:아무 것도 안 보입니다!:5
ETC_20150323_009897	DoTimeAction:목봉으로 쓸 나무를 자르는 중:4:CUTVINE_LOOP:None
ETC_20150323_009898	Notice:NOTICE_Dm_!:아무 것도 얻지 못했습니다!:5/NPCDead
ETC_20150323_009899	DoTimeAction:민들레를 뽑는 중:2:None
ETC_20150323_009900	PCSelfDown:10/Notice:NOTICE_Dm_!:민들레 뿌리가 끊어졌습니다!:5/NPCDead
ETC_20150323_009901	PCSelfDown:10/Notice:NOTICE_Dm_!:민들레 뿌리가 끊어졌습니다!!:5/NPCDead/Func:SCR_FARM47_HERB_ROOT_EVENT
ETC_20150323_009902	DoTimeAction:몬스터 살코기를 넣고 건조 중:5:None
ETC_20150323_009903	AnimNPC:Local:OPEN:0/Notice:NOTICE_Dm_!:고기가 건조되고 있습니다! 5초 후 뚜껑이 열리면 육포가 나옵니다!:3/Sleep:5/AnimNPC:Local:OPEN:0/EffectNPC:Local:F_smoke135_dark:2:BOT/Property:1/PropertyAdd:1/GiveItem:FARM47_1_SQ_060_ITEM_2:1:0/TakeItem:FARM47_1_SQ_060_ITEM_1:1:0
ETC_20150323_009904	DoTimeAction:회수 중:2:MAKING:None
ETC_20150323_009905	페디미안 근교에 떠도는 소문으로는 순례자들이 필그림 들길을 순례할때 
ETC_20150323_009906	폐도에서 살아남은 자들이 이곳 페디미안으로 향하는 길에 제단로에서 목숨을 잃거나 가진 것들을 모두 빼앗기고 있다고 합니다. 생존자들이 말한 바로는 
ETC_20150323_009907	많은 계시자들이 여신의 안배를 찾기 위해 망해버린 세계 곳곳을 모험하고 있습니다. 그러던 중 제단로에서 성소로 보이는 장소를 찾아냈습니다. 이것을 복구하여 사용할 수 있다면 그 지역을 여행하는 이야기꾼들에게 영웅이 될 것입니다.
ETC_20150323_009908	정찰꾼들의 보고에 따르면 기원의 숲의 고지대에서 예전엔 보지 못했던 마력장치를 발견했다고 합니다. 활성화해보려고 하였으나 주변의 몬스터들이 너무 많아서 목숨만 겨우 건져서 도망쳐 왔다고 합니다. 누군가 마력장치를 작동시켜서 어떤 효과를 발휘하는지 확인해 봐야 합니다.
ETC_20150323_009909	테넷 화원을 지나 카틴 숲 입구로 이동
ETC_20150323_009910	람스티스 협곡에 태양의 항아리 놓기
ETC_20150323_009911	나크티스와 관련된 문헌 찾기
ETC_20150323_009912	아셀루의 어린 잎 구해 오기
ETC_20150323_009913	코왁으로부터 불쏘시개 구하기
ETC_20150323_009914	나무뿌리 수정에 불쏘시개 넣기
ETC_20150323_009915	몬스터들로부터 순례자의 영혼을 분리하여 나무뿌리 수정 공격하기
ETC_20150323_009916	제단로의 몬스터에게 시험용 시약 실험
ETC_20150323_009917	성소 주변으로 몬스터를 유인한 뒤 처치
ETC_20150323_009918	마족 소환진 없애기
ETC_20150323_009919	성소의 휘장을 찾아 성소에서 태우기
ETC_20150323_009920	갈대뿌리에 기생하고 있는 트리암볼로에게서 갈대 수액 결정 구하기
ETC_20150323_009921	첫 번째 항아리에 모인 수액 채취
ETC_20150323_009922	두 번째 항아리에 모인 수액 채취
ETC_20150323_009923	세 번째 항아리에 모인 수액 채취
ETC_20150323_009924	아크멘스 능선의 사람들에게 해독제 구하기
ETC_20150323_009925	비에샤 제단의 봉인 해제
ETC_20150323_009926	지성소에서 마족으로 변신할 수 있는 방법이 담긴 문헌 수색
ETC_20150323_009927	마족 변신 스크롤을 완성할 동안 몰려드는 마족 방어
ETC_20150323_009928	가울레 제단에서 메이번의 네 번째 열쇠 획득
ETC_20150323_009929	마족의 물건 제거하기
ETC_20150323_009930	정체를 알 수 없는 기계장치
ETC_20150323_009931	증명의 사제와의 전투에서 승리
ETC_20150323_009932	말씀의 성물 찾기
ETC_20150323_009933	마군주 하우벅의 이야기 듣기
ETC_20150323_009934	상황파악
ETC_20150323_009935	전이틈새 봉쇄
ETC_20150323_009936	르알다 봉인 해제
ETC_20150323_009937	카사 봉인 해제
ETC_20150323_009938	라다 봉인 해제
ETC_20150323_009939	몬스터들 사이에 숨은 하우벅 찾기
ETC_20150323_009940	하우벅 봉인
ETC_20150323_009941	여신 바카리네 찾기
ETC_20150323_009942	마족 몬스터 복종시키기
ETC_20150323_009943	마족 지배
ETC_20150323_009944	별의 징표 수집
ETC_20150323_009945	대지의 상태 확인
ETC_20150323_009946	시약 재료 수집
ETC_20150323_009947	특이점의 존재
ETC_20150323_009948	부드러운 흙더미 조사
ETC_20150323_009949	열리지 않는 상자
ETC_20150323_009950	장기적인 대비책
ETC_20150323_009951	덜 자란 민들레 뽑기
ETC_20150323_009952	경쟁자 제거
ETC_20150323_009953	소녀의 일기장
ETC_20150323_009954	알이 필요해
ETC_20150323_009955	절체절명농장
ETC_20150323_009956	포도 중독 치료
ETC_20150323_009957	중독된 농민에게 해독제 먹이기
ETC_20150323_009958	농민들을 드루이드 곁으로 인도
ETC_20150323_009959	야수의 피로 야수를 막다
ETC_20150323_009960	초록 날개 개구리를 텔레파스로 데려오기
ETC_20150323_009961	마법의 상자 열기(1)
ETC_20150323_009962	작물과 잡초의 차이
ETC_20150323_009963	돌이킬 수 없는 변화
ETC_20150323_009964	얘기가 다르잖아(1)
ETC_20150323_009965	고르드 샤튼이 소환한 몬스터 처치
ETC_20150323_009966	이것도 어떻게 보면 정화
ETC_20150323_009967	땅굴을 막아라
ETC_20150323_009968	지하 미로의 원흉
ETC_20150323_009969	농장 사병 업햄을 사병대장 뷰로스에게 데려다 주기
ETC_20150323_009970	관문로와 시르드겔라 숲을 지나 크바일라스 숲으로 이동
ETC_20150323_009971	겔리 고원으로 이동하기
ETC_20150323_009972	기티스 개척지의 광폭화 현상(1)
ETC_20150323_009973	기티스 개척지의 광폭화 현상(2)
ETC_20150323_009974	해독제(1)
ETC_20150323_009975	리디메드의 풀잎 구하기
ETC_20150323_009976	광폭화된 사람들 치료하기
ETC_20150323_009977	루이즈의 농경지(1)
ETC_20150323_009978	루이즈의 농경지(2)
ETC_20150323_009979	목재 구하기
ETC_20150323_009980	풀더미를 뒤져서 숨겨운 먹을거리 찾아 보기
ETC_20150323_009981	스콜피오를 기절시키고 독액 뽑아 내기
ETC_20150323_009982	스위트 허브 구하기
ETC_20150323_009983	새참떡이 상하지 않게 하기
ETC_20150323_009984	진짜 이상한 기운 없애기
ETC_20150323_009985	아루나스가 말한 지역 살피기
ETC_20150323_009986	주변 작물 살피기
ETC_20150323_009987	아루나스가 준 목재로 마법진 만들기
ETC_20150323_009988	남작의 주술 인형을 마법진에서 태우기
ETC_20150323_009989	이상한 기운의 보호석 없애기
ETC_20150323_009990	첫 번 째 빈 병에 노란 엘룸의 사악한 기운 담기
ETC_20150323_009991	두 번째 빈 병에 케포씨드의 사악한 기운 담기
ETC_20150323_009992	사악한 기운이 담긴 병을 마법진 오른쪽에 묻기
ETC_20150323_009993	사악한 기운이 담긴 병을 마법진 왼쪽에 묻기
ETC_20150323_009994	살아있는 몬스터를 마법진에 흡수 시키기
ETC_20150323_009995	몬스터의 공격을 피해 시간 내에 술통을 부수기
ETC_20150323_009996	나무 망치 머리 구하기
ETC_20150323_009997	나무 망치 손잡이 구하기
ETC_20150323_009998	술통 열기
ETC_20150323_009999	불완전한 마법진을 몬스터로 실험
ETC_20150323_010000	마법진에 불타는 단델 던져 넣기
ETC_20150323_010001	여신상을 마법진 위에 놓기
ETC_20150323_010002	주변 울타리 등에서 목봉 구하기
ETC_20150323_010003	독항아리 채우기
ETC_20150323_010004	농기구 받아오기 - 쟁기
ETC_20150323_010005	농기구 받아오기 - 호미
ETC_20150323_010006	농기구 받아오기 - 가래
ETC_20150323_010007	농기구 받아오기 - 곡괭이
ETC_20150323_010008	농기구 받아오기 - 쇠스랑
ETC_20150323_010009	민들레 뽑기
ETC_20150323_010010	돌을 던져서 마법진 부수기
ETC_20150323_010011	연판장에 농민들의 서명 받기
ETC_20150323_010012	창고 이용비용
ETC_20150323_010013	컴패티언 탔을때 링크안걸린 노드들 높이위치 조절 값
ETC_20150323_010014	제작서-해독제
ETC_20150323_010015	엘리멘탈리스트 전직
ETC_20150323_010016	카드 합성
ETC_20150323_010017	인사말을 입력하세요.
ETC_20150323_010018	배럭 방문
ETC_20150323_010019	게임 시작
ETC_20150323_010020	유저 매입 상점
ETC_20150323_010021	버프 상점
ETC_20150323_010022	제작자가 현재 스킬을 사용중에 있습니다.
ETC_20150323_010023	아이템 제련이 완료되었습니다.
ETC_20150323_010024	소모
ETC_20150323_010025	용병으로 고용
ETC_20150323_010026	{Minute}분 고용하는데 {Price}NXP가 소모됩니다. 계속하시겠습니까?
ETC_20150323_010027	용병 해고
ETC_20150323_010028	고용비용을 돌려받을 수 없습니다. 정말 해고하시겠습니까?
ETC_20150323_010029	잘못된 장비를 올렸습니다. 타이틀을 확인해 주세요.
ETC_20150323_010030	{gr gradation2}{s19}{ol}{b}{#ffcc00}우측 클릭 : 판매 / 구매 버튼{/}{/}{nl}한 아이템을 여러개 판매하고 싶다면 우클릭을 길게 눌러주세요.{nl}더블클릭시 전체 판매를 할 수 있습니다.{nl}　{nl}{b}{#ffcc00}좌측 클릭 : 취소 / 반환 버튼{/}{/}{nl}한 아이템을 여러개 취소를 하고 싶다면 좌클릭을 길게 눌러 주세요.{nl} 더블 좌클릭시 전체 판매를 할 수 있습니다.
ETC_20150323_010031	소비재료는 합성무기보다 별이 높거나 같아야 합니다.
ETC_20150323_010032	이 아이템은 각성이 불가능합니다.
ETC_20150323_010033	이미 아이템이 각성되어 있습니다.
ETC_20150323_010034	아이템 각성!
ETC_20150323_010035	아이템 각성시 포텐셜이 소비됩니다. 진행하시겠습니까?
ETC_20150323_010036	버프지속시간
ETC_20150323_010037	배식대는 거점 근처에만 설치할 수 있습니다.
ETC_20150323_010038	하나의 거점만 건설 가능합니다.
ETC_20150323_010039	무기 손질 효과
ETC_20150323_010040	방어구 손질 효과
ETC_20150323_010041	모루강화
ETC_20150323_010042	컴패니언의 물리 공격력 {Value}추가
ETC_20150323_010043	%d명
ETC_20150323_010044	 님에게 버프를해주었습니다.
ETC_20150323_010045	 님에게 수리를해주었습니다.
ETC_20150323_010046	여린잎을 채취 하는 중
ETC_20150323_010047	여린 잎을 채취했지만 실수로 질긴 잎에 베였습니다!
ETC_20150323_010048	질긴 잎에 손을 크게 베였습니다!
ETC_20150323_010049	오르골을 원래 자리에 버렸습니다
ETC_20150323_010050	풀더미에서 낡은 오르골이 나왔습니다!
ETC_20150323_010051	아셀루의 어린 잎을 채취했습니다!
ETC_20150323_010052	식량더미를 헤치는 중
ETC_20150323_010053	이쉬플라쉬 광장의 식량더미에서 음식 찌꺼기를 더 구하세요.
ETC_20150323_010054	몬스터가 없습니다
ETC_20150323_010055	수정의 핵을 파괴하는 중
ETC_20150323_010056	수정의 핵이 폭발해 버렸습니다.
ETC_20150323_010057	수정의 핵을 파괴하여 스태미나를 얻었습니다!
ETC_20150323_010058	수정의 핵이 이상반응을 일으키면서 낡은 누덕 갈고리가 출현했습니다!
ETC_20150323_010059	변형된 나무뿌리 수정 파괴에 성공 했습니다!
ETC_20150323_010060	잘못된 나무뿌리 수정을 건드려서 이동속도가 느려졌습니다!
ETC_20150323_010061	거짓말 하지 마! 너도 없애주겠어!
ETC_20150323_010062	내가 용서할 수 있을 것 같아?
ETC_20150323_010063	너도 끝내주겠어!
ETC_20150323_010064	내가 속을 줄 알아? 덤벼!
ETC_20150323_010065	꽃을 꺾는 중
ETC_20150323_010066	예쁜 꽃을 골라 꺾었습니다.
ETC_20150323_010067	속박된 영혼을 달래 보았으나, 분노에 잠식당하여 몬스터로 변했습니다!
ETC_20150323_010068	난 아직.. 용서할 수 없어!
ETC_20150323_010069	어떻게 내게.. 그런 짓을!
ETC_20150323_010070	같은 동료였던 우리를 배신했다고!
ETC_20150323_010071	성소의 축복을 받아 30초 동안 좀 더 빨리 달릴 수 있게 되었습니다!
ETC_20150323_010072	100 실버를 헌금 한다
ETC_20150323_010073	500 실버를 헌금 한다
ETC_20150323_010074	1000 실버를 헌금 한다
ETC_20150323_010075	성소의 축복을 받아 60초 동안 좀 더 빨리 달릴 수 있게 되었습니다!
ETC_20150323_010076	성소의 축복을 받아 120초 동안 좀 더 빨리 달릴 수 있게 되었습니다!
ETC_20150323_010077	100실버를 헌금했습니다
ETC_20150323_010078	500실버를 헌금했습니다
ETC_20150323_010079	1000실버를 헌금했습니다
ETC_20150323_010080	40실버를 헌금했습니다
ETC_20150323_010081	50실버를 헌금했습니다
ETC_20150323_010082	성소의 축복을 받아 공격력이 강해 집니다!
ETC_20150323_010083	휘장을 삼킨 몬스터가 감지되었습니다!{nl}V 키로 신앙의 표식을 사용하세요!
ETC_20150323_010084	성소를 오염시키는 몬스터
ETC_20150323_010085	휘장을 삼킨 몬스터가 모습을 드러냅니다!
ETC_20150323_010086	성소의 축복을 받아 10초 동안 강하게 공격 할 수 있게 되었습니다!
ETC_20150323_010087	성소의 축복을 받아 10초 동안 신성한 기운을 받습니다!
ETC_20150323_010088	갑자기 독기가 뿜어져 나왔습니다!
ETC_20150323_010089	헌금도 불가능하고 축복도 받아지지 않습니다!
ETC_20150323_010090	성소의 축복을 받아 체력을 회복했습니다!
ETC_20150323_010091	갈대의 뿌리에 기생하고 있던 트리암블로가 나타났습니다!
ETC_20150323_010092	갈대 수액 결정을 획득했습니다!
ETC_20150323_010093	음식 찌꺼기를 5개 쳉겼습니다.
ETC_20150323_010094	몬스터가 음식 찌꺼기를 받아먹었습니다.
ETC_20150323_010095	음식 찌꺼기에 별 다른 반응을 보이지 않습니다.
ETC_20150323_010096	캑터스벨이 뿜은 수렁을 밟아서 저주에 걸렸습니다!
ETC_20150323_010097	오염원을 밟아 잠시 기절 상태에 빠졌습니다!
ETC_20150323_010098	제발 도와주세요..
ETC_20150323_010099	반응이 없습니다. 다른 몬스터에게 시도해 보세요.
ETC_20150323_010100	뿌리에 숨어 있던 몬스터가 튀어나왔습니다!
ETC_20150323_010101	독이 있는 갈대 잎에 쓸려 정신을 잃었습니다!
ETC_20150323_010102	갈대 잎에 쓸린 상처로 잠시 몸이 둔해집니다!
ETC_20150323_010103	갑자기 수면 가스가 올라옵니다!
ETC_20150323_010104	아무 것도 찾을 수 없었습니다!
ETC_20150323_010105	성소의 휘장을 찾았습니다!
ETC_20150323_010106	성소의 휘장을 찾을 수 없었습니다.
ETC_20150323_010107	위타스의 저주로 잠이 옵니다!
ETC_20150323_010108	영혼이 여신의 품으로 돌아갑니다.
ETC_20150323_010109	몬스터에게 속박당한 영혼을 해방시켜 주었습니다!
ETC_20150323_010110	이미 음식 찌꺼기를 잔뜩 가지고 있습니다.
ETC_20150323_010111	많이 지친 드라페리운을 설득하세요!
ETC_20150323_010112	식량더미를 헤쳤더니 폭발해 버렸습니다!
ETC_20150323_010113	불쏘시개를 얻었습니다!{nl}나무뿌리 수정이 더 잘 타도록 불에 넣으세요!
ETC_20150323_010114	불쏘시개를 넣는 중
ETC_20150323_010115	불길이 더 세차게 타오릅니다!
ETC_20150323_010116	나무뿌리 수정을 태우는 데 성공했습니다
ETC_20150323_010117	사악한 기운을 모두 상자에 가뒀습니다.
ETC_20150323_010118	사악한 기운이 보물 상자로 빨려들어갑니다.
