QUEST_LV_0100_20150317_000001	Sentinel	경계병
QUEST_LV_0100_20151224_014255	Settler Layla says Mayor Romanas is headed to the Temporary Settler Camp. Go and talk to Mayor Romanas.	이주민 레일라는 촌장 로마나스가 임시 이주민 캠프로 갔다고 합니다. 촌장 로마나스를 찾아 대화하세요.
QUEST_LV_0100_20151224_014256	Mayor Romanas believes in your talent and will make sure you're admitted into Orsha immediately. Officer Lutas is looking for you; go find him at the Orsha Migration Office.	촌장 로마나스는 실력 좋은 사람들은 오르샤로 금방 들어갈 수 있도록 우대해 준다고 합니다. 마침 관리관 류타스가 당신을 보고싶어 한다고 하니 오르샤 이주 관리소를 찾아가 보세요.
QUEST_LV_0100_20151224_014257	Officer Lutas is processing the settlers' entrance into Orsha but the task feels endless. Talk to Officer Lutas again.	관리관 류타스는 이주민들의 오르샤 수속을 진행하고 있는데 끝이 없어 보입니다. 다시 관리관 류타스와 대화해 보세요.
QUEST_LV_0100_20151224_014258	A Poata suddenly appeared at the entrance to Orsha and it's threatening the settlers! Defeat the Poata and make the entrance to Orsha safe again.	도시 오르샤 입구에 나타난 포아타로 인해 이주민들이 위협받고 있습니다! 포아타를 처치하여 오르샤 입구의 안전을 확보하세요{nl}{nl}갑자기 나타난 포아타가 이주민들을 위협하고 있습니다! 포아타를 처치하여 오르샤 입구의 안전을 확보하세요.
QUEST_LV_0100_20151224_014259	You have defeated the Poata. Talk to Officer Lutas again.	포아타를 무사히 처치했습니다. 관리관 류타스와 다시 대화해 보세요.
QUEST_LV_0100_20151224_014260	Defeat the Poata attacking Orsha's Migration Office	오르샤 이주 관리소를 습격한 포아타 처치
QUEST_LV_0100_20151224_014261	You have defeated the Poata. Talk to Officer Lutas again.	사람들을 위협하던 포아타를 처치했습니다. 관리관 류타스와 다시 대화해 보세요.
QUEST_LV_0100_20151224_014262	Your entrance formalities have been processed. You can visit Orsha now.	오르샤 수속을 마쳤습니다. 오르샤에 방문해 보세요.
QUEST_LV_0100_20151224_014263	Talk to Inesa Hamondale, the lord of Orsha	오르샤의 성주인 이네사 해먼데일과 대화
QUEST_LV_0100_20151224_014264	Inesa Hamondale, the lord of Orsha, is looking for someone with skills. To find Urbonas, the bishop of Orsha, talk to Inesa Hamondale at the Central Plaza first.	오르샤 영주가 실력 있는 사람들을 찾는다고 합니다. 일단 오르샤 주교인 우르보나스를 소개받기 위해 중앙 광장에 있는 오르샤 영주 이네사 해먼데일에게 찾아가세요.
QUEST_LV_0100_20151224_014265	Settler Izna is looking fixedly at you. Talk to Settler Izna.	이주민 이즈나가 당신을 빤히 바라보고 있습니다. 이주민 이즈나와 대화해 보세요.
QUEST_LV_0100_20151224_014266	Defeat Leaf Bugs to obtain Red Leaves	잎방개를 처치하여 연붉은 잎사귀 수집
QUEST_LV_0100_20151224_014267	Settler Izna wants to make some medicine for you as a token of appreciation. Defeat some Leaf Bugs around Ziedo Pond to obtain Red Leaves for the medicine.	이주민 이즈나는 감사의 뜻으로 상처에 좋은 약을 만들어 주겠다고 합니다. 지에도 연못에 있는 잎방개를 처치하여 연붉은 잎사귀를 모아 오세요.
QUEST_LV_0100_20151224_014268	Deliver the Red Leaves to Settler Izna	이주민 이즈나에게 연붉은 잎사귀 전달
QUEST_LV_0100_20151224_014269	You have collected enough Red Leaves as requested by Settler Izna. Bring them to her.	이주민 이즈나의 요청대로 연붉은 잎사귀를 충분히 구했습니다. 이즈나에게 전해 주세요.
QUEST_LV_0100_20151224_014270	Defeat Leaf Bugs to obtain %s	잎방개를 처치하여 %s 수집
QUEST_LV_0100_20151224_014271	Settler Izna seems to have a request for you. Talk to Settler Izna.	이주민 이즈나가 부탁할 일이 있는 것 같습니다. 이주민 이즈나와 대화해 보세요.
QUEST_LV_0100_20151224_014272	Defeat Chinencys to obtain Rampar Mucus	치넨시를 처치하여 렘파르 점액 수집
QUEST_LV_0100_20151224_014273	Settler Izna wants to make Stamina Pills for the new settlers arriving to Orsha. Defeat Chinencys around Ziedo Pond and collect the Rampar Mucus used to make Stamina pills.	이주민 이즈나는 고생해서 이 곳에 도착한 이주민들에게 스태미나 알약을 만들어 주고 싶다고 합니다. 지에도 연못의 치넨시를 처치하여 알약의 재료가 되는 렘파르 점액을 모아 주세요.
QUEST_LV_0100_20151224_014274	Deliver the Rampar Mucus to Settler Izna	이주민 이즈나에게 렘파르 점액 전달
QUEST_LV_0100_20151224_014275	You have collected enough Rampar Mucus as requested by Settler Izna. Bring it to her.	이주민 이즈나가 요청한 렘파르 점액을 충분히 수집했습니다. 이즈나에게 가져다 주세요.
QUEST_LV_0100_20151224_014276	Defeat Chinencys to obtain %s	치넨시를 처치하여 %s 수집
QUEST_LV_0100_20151224_014277	Settler Izna seems to be deeply worried about something. Talk to Settler Izna.	이주민 이즈나에게 심각한 고민이 있는 것 같습니다. 이주민 이즈나와 대화해 보세요.
QUEST_LV_0100_20151224_014278	Make a bonfire on Adata Highway	아다타 가도의 모닥불 피우기
QUEST_LV_0100_20151224_014279	Settler Izna believes some village residents have gotten lost on their way to Orsha. Go to Adata Highway and make a bonfire so they can spot the smoke and find their way.	이주민 이즈나는 이 쪽으로 오고 있는 마을 사람들이 길을 잃은 것 같다고 합니다. 마을 사람들이 연기를 보고 찾아올 수 있도록 아다타 가도에 모닥불을 피워 주세요.
QUEST_LV_0100_20151224_014280	Report to Settler Izna	이주민 이즈나에게 보고
QUEST_LV_0100_20151224_014281	You successfully made a bonfire. Go and tell Settler Izna.	모닥불을 피웠습니다. 이주민 이즈나에게 알려 주세요.
QUEST_LV_0100_20151224_014282	The bonfire may be set, but Settler Izna is still worried about something. Talk to Settler Izna again.	모닥불을 피웠지만 이주민 이즈나는 뭔가 부족한 듯 보입니다. 다시 이주민 이즈나와 대화해 보세요.
QUEST_LV_0100_20151224_014283	Set fire to the firewood on Adata Highway	아다타 가도의 장작더미에 불 지피기
QUEST_LV_0100_20151224_014284	Settler Izna thinks the bonfire may be hard to spot by the residents. Go to Adata Highway and set fire to the firewood there.	이주민 이즈나는 모닥불의 불이 약해 주민들이 미처 못 보고 있다고 생각하고 있습니다. 아다타 가도의 장작더미에 불을 피워 주세요.
QUEST_LV_0100_20151224_014285	You successfully defeated the Woodspirit. Go back to Settler Izna.	갑자기 우드스피릿이 나타났지만 무사히 해치웠습니다. 이주민 이즈나에게 돌아가 보세요.
QUEST_LV_0100_20151224_014286	Settler Ivanayus seems to be struggling with something. Go and talk to Settler Ivanayus.	이주민 이바나유가 곤란한 상황에 처해 있는 것 같습니다. 이주민 이바나유와 대화해 보세요.
QUEST_LV_0100_20151224_014287	Collect Useful Object	쓸 만한 물건 수집
QUEST_LV_0100_20151224_014288	Settler Ivanayus is in desperate need of supplies and willing to settle for used ones. Go to the Lumberjack Cabin and collect useful objects.	이주민 이바나유는 물자가 부족해 버려진 물건이라도 필요하다고 합니다. 나무꾼 숙소에 있는 쓸 만한 물건들을 모아 주세요.
QUEST_LV_0100_20151224_014289	Deliver the useful objects to Settler Ivanayus	이주민 이바나유에게 쓸 만한 물건 전달
QUEST_LV_0100_20151224_014290	You have collected enough useful objects. Bring them to Settler Ivanayus.	쓸 만한 물건을 충분히 모았습니다. 이주민 이바나유에게 전해 주세요.
QUEST_LV_0100_20151224_014291	Settler Dallanas is giving you a quizzical look. Talk to Settler Dallanas.	이주민 달라나스가 당신을 신기하게 바라보고 있습니다. 이주민 달라나스와 대화해 보세요.
QUEST_LV_0100_20151224_014292	Worship the Statue of Goddess Zemyna at the Randoluma Rest Place	란돌루마 쉼터의 제미나 여신상에 경배
QUEST_LV_0100_20151224_014293	Settler Dallanas says the goddesses bless those who worship their statues. Worship the Statue of Goddess Zemyna at the Randoluma Rest Place and receive Her blessings.	이주민 달라나스는 여신상에 경배하면 축복을 받을 수 있다고 합니다. 란돌루마 쉼터에 있는 제미나 여신상에 경배하여 여신의 축복을 받아보세요.
QUEST_LV_0100_20151224_014294	Settler Dallanas seems worried about something. Talk to Settler Dallanas.	이주민 달라나스에게 고민이 있는 것 같습니다. 이주민 달라나스와 대화해 보세요.
QUEST_LV_0100_20151224_014295	Defeat Monsters at the Randoluma Rest Place	란돌루마 쉼터의 몬스터 처치
QUEST_LV_0100_20151224_014296	Settler Dallanas was told to wait at the Randoluma Rest Place before coming to Orsha, but staying there proved impossible due to the amount of monsters. Go to the Randoluma Rest Place and defeat the monsters there.	이주민 달라나스는 오르샤로 들어가기 전에 란돌루마 쉼터에서 대기하라는 이야기를 들었지만 몬스터들이 너무 많아 갈 수 없다고 합니다. 란돌루마 쉼터의 몬스터를 처치해 줍시다.
QUEST_LV_0100_20151224_014297	The Randoluma Rest Place is safer now. Go and tell Settler Dallanas.	란돌루마 쉼터가 안전해 진 것 같습니다. 이주민 달라나스에게 전해 주세요.
QUEST_LV_0100_20151224_014298	Settler Dallanas seems anxious about something. Ask them what is wrong.	이주민 달라나스는 뭔가 안절부절해 보입니다. 무슨 일인지 대화해 보세요.
QUEST_LV_0100_20151224_014299	Randoluma Rest Place	란돌루마 쉼터의 이주민 데려오기
QUEST_LV_0100_20151224_014300	Settler Dallanas says her people arrived at the Randoluma Rest Place but had to scatter because of the monsters. Go to Randoluma Rest Place and find the villagers hiding there.	이주민 달라나스의 마을 사람들이 란돌루마 쉼터에 도착했지만 몬스터들 때문에 뿔뿔이 흩어져 있다고 합니다. 란돌루마 쉼터에 숨어 있는 이주민들을 데려와 주세요.
QUEST_LV_0100_20151224_014301	You have found the villagers and brought them back to safety. Tell Settler Dallanas.	숨어 있던 이주민들을 무사히 데려왔습니다. 이주민 달라나스에게 이 소식을 알려주세요.
QUEST_LV_0100_20151224_014302	The Lord of Orsha, Inesa Hamondale, wants you to hear about what is happening in Orsha before you start your journey. Talk to Inesa Hamondale about the situation in Orsha.	오르샤 영주인 이네사 해먼데일은 본론으로 들어가기 전에 오르샤의 상황을 먼저 들어달라고 합니다. 이네사 해먼데일에게 오르샤의 상황을 들어 보세요.
QUEST_LV_0100_20151224_014303	Inesa Hamondale has asked you to find the bishop of Orsha, Urbonas, who is missing. Talk to Inesa Hamondale again.	이네사 해먼데일이 부탁한 것은 실종된 오르샤의 주교 우르보나스를 찾는 것이였습니다. 이네사 해먼데일과 다시 대화해 보세요.
QUEST_LV_0100_20151224_014304	Inesa Hamondale seems to have something prepared for you before you set out to find Bishop Urbonas. Talk to Inesa Hamondale about it.	오르샤 주교인 우르보나스를 찾기 전에 이네사 해먼데일이 당신을 위해 준비한 것이 있는 것 같습니다. 이네사 해먼데일과 대화해 보세요.
QUEST_LV_0100_20151224_014305	Worship the Statue of Goddess Ausrine in the Central Plaza	중앙 광장에 있는 아우슈리네 여신상에 경배
QUEST_LV_0100_20151224_014306	Before you leave, Inesa Hamondale has asked you to worship the Statue of Goddess Ausrine in the Central Plaza.	이네사 해먼데일은 떠나기 전에 중앙 광장에 있는 아우슈리네 여신상에 경배를 드리라고 합니다.
QUEST_LV_0100_20151224_014307	Visit the Item Merchant in the Shopping District	상점가의 잡화 상인 방문
QUEST_LV_0100_20151224_014308	Inesa Hamondale has prepared a little gift for you. Go see the Item Merchant in the Shopping District.	이네사 해먼데일은 당신을 위해 작은 지원품을 준비했다고 합니다. 상점가에 있는 잡화 상인에게 가 보세요.
QUEST_LV_0100_20151224_014309	It seems the Item Merchant has something else to ask you. Talk to the Item Merchant again.	아직 잡화 상인에게 용건이 남은 것 같습니다. 잡화 상인과 더 대화해 보세요.
QUEST_LV_0100_20151224_014310	Visit the Accessory Merchant	악세서리 상인 방문
QUEST_LV_0100_20151224_014311	It seeems Inesa Hamondale has asked the Accessory Merchant to prepare another gift for you. Go find the Accessory Merchant in the Shopping District.	영주 이네사 해먼데일은 잡화 상인 뿐만 아니라 악세서리 상인에게도 지원품을 부탁해 놓았다고 합니다. 상점가에 있는 악세서리 상인에게 찾아가 보세요.
QUEST_LV_0100_20151224_014312	The Item Merchant says Inesa Hamondale is looking for you. Return to Inesa Hamondale.	잡화 상인은 영주 이네사 해먼데일이 당신을 찾고 있다고 전해주었습니다. 이네사 해먼데일에게 돌아가 보세요.
QUEST_LV_0100_20151224_014313	Talk to Agent Cherasia at the Woods of the Linked Bridges	덧댄다리 숲의 정보원 체라시아와 대화
QUEST_LV_0100_20151224_014314	News just came in from Agent Cherasia, who is searching for the missing bishop. Go find the agent in the Woods of the Linked Bridges.	사라진 주교를 수색 중이던 정보원에게 방금 연락이 왔다고 합니다. 덧댄다리 숲에 있는 정보원 체라시아를 찾아 가세요.
QUEST_LV_0100_20151224_014315	Collect Priest Irma's Journal Pages	사제 이르마의 일지 낱장 수집
QUEST_LV_0100_20151224_014316	Agent Cherasia seems to have found part of Priest Irma's journal while looking for the missing bishop. Try and recover the rest of the journal from monsters nearby.	정보원 체라시아는 사라진 주교의 일행 중 사제 이르마의 일지 일부를 발견했다고 합니다. 주변의 몬스터에게서 나머지 일지를 찾아 보세요.
QUEST_LV_0100_20151224_014317	Deliver to Agent Cherasia	정보원 체라시아에게 전달
QUEST_LV_0100_20151224_014318	You have collected as much of the journal as possible. Deliver it to Agent Cherasia.	찾을 수 있는 일지는 전부 찾은 것 같습니다. 정보원 체라시아에게 전해 주세요.
QUEST_LV_0100_20151224_014319	Collect %s from monsters nearby	주변의 몬스터에게서 %s 수집
QUEST_LV_0100_20151224_014320	Agent Cherasia seems to have found some revealing contents in Priest Irma's journal. Take the journal to Moren.	정보원 체라시아는 사제 이르마의 일지에서 무언가에 쫓기고 있다는 내용을 발견했습니다. 일지를 가지고 정보원 모렌을 찾아가세요.
QUEST_LV_0100_20151224_014321	Help Agent Moren	모렌의 조사 돕기
QUEST_LV_0100_20151224_014322	Protect Agent Moren while he investigates. The more monsters you defeat in the area, the faster the agent will finish his investigation.	정보원 모렌이 조사를 진행하는 동안 보호해 주세요. 주변 몬스터들을 처리할수록 모렌이 안심하고 더 빨리 조사를 마칠 수 있습니다.
QUEST_LV_0100_20151224_014323	Agent Moren's investigation is now complete. Ask him whether he has found anything.	정보원 모렌의 조사가 끝난 것 같습니다. 정보원 모렌이 알아낸 것이 있는지 물어보세요.
QUEST_LV_0100_20151224_014324	Agent Moren seems to be pondering something. Keep talking to him.	정보원 모렌은 뭔가 짚히는 게 있는 것 같습니다. 정보원 모렌과 더 대화해 보세요.
QUEST_LV_0100_20151224_014325	Collect clues from the Smoking Piles of Grass	연기나는 풀더미에서 단서 수집
QUEST_LV_0100_20151224_014326	Agent Moren is convinced there might be other clues around. Look for leads in piles of grass with smoke coming out.	정보원 모렌은 이런 단서가 더 있을지도 모른다고 합니다. 연기나는 풀더미에서 단서가 될 만한 것을 찾아 보세요.
QUEST_LV_0100_20151224_014327	Deliver to Agent Moren	정보원 모렌에게 전달
QUEST_LV_0100_20151224_014328	You have collected a good amount of clues. Bring them to Agent Moren.	찾을 수 있는 단서는 다 찾은 것 같습니다. 정보원 모렌에게 전해주세요.
QUEST_LV_0100_20151224_014329	Imminent Danger	다가오는 위험
QUEST_LV_0100_20151224_014330	Agent Moren thinks Priest Pranas might know something about the clues found here. Chaser Ulysses and Priest Pranas are traveling upwards; go and meet them.	정보원 모렌은 사제 프라나스가 여기서 밝혀진 단서들에 대해 알고 있을지도 모른다고 합니다. 사제 프라나스를 데리고 위쪽으로 갔다는 추적자 예울리스를 만나 보세요.
QUEST_LV_0100_20151224_014331	Investigate the Greate Stone Face Hill	큰바위얼굴 언덕 조사
QUEST_LV_0100_20151224_014332	Priest Pranas instructed Chaser Ulysses to investigate, but he finds it difficult because of the monsters. Go and investigate the Greate Stone Face Hill for them.	추적자 예울리스는 사제 프라나스가 조사를 맡겼지만 몬스터가 너무 많아 힘들다고 합니다. 예울리스 대신 큰바위얼굴 언덕을 조사해 보세요.
QUEST_LV_0100_20151224_014333	Read the Unknown Diary	알 수 없는 일지 내용 확인
QUEST_LV_0100_20151224_014334	An unknown diary was found in the tent destroyed by the Minotaur. Read what it says.	미노타우로스가 파괴한 텐트에서 알 수 없는 일지가 떨어졌습니다. 내용을 확인해 보세요.
QUEST_LV_0100_20151224_014335	Deliver to Chaser Ulysses	추적자 예울리스에게 전달
QUEST_LV_0100_20151224_014336	The diary belongs to the missing Bishop Urbonas. Bring the diary to Chaser Ulysses.	발견된 일지는 실종된 주교인 우르보나스의 일지였습니다. 추적자 예울리스에게 전해줍시다.
QUEST_LV_0100_20151224_014337	Talk to Chaser Talbasi at Paupys Crossing	파우피스 나루의 추적자 탈바시와 대화
QUEST_LV_0100_20151224_014338	Chaser Ulysses seems extremely worried about the demons. He wants you to go to Paupys Crossing immediately and find Chaser Talbasi, who is helping Priest Pranas.	추적자 예울리스는 마족이 나타났다는 말에 굉장히 당황해하고 있습니다. 예울리스는 파우피스 나루에서 사제 프라나스를 돕고 있는 추적자 탈바시를 빨리 찾아가 보라고 합니다.
QUEST_LV_0100_20151224_014339	Chaser Ulysses is worried about the demons and thinks it's best for you to go and help Priest Pranas instead. Go to Paupys Crossing and talk to Chaser Talbasi, who is there investigating with Priest Pranas.{nl}	추적자 예울리스는 마족이 나타났다는 말에 자신의 일을 돕는 것보다 사제 프라나스에게 빨리 찾아가 보는 게 좋겠다고 합니다. 파우피스 나루에서 사제 프라나스와 함께 수색하고 있는 추적자 탈바시와 대화해 보세요.{nl}
QUEST_LV_0100_20151224_014340	Agent Pierneef looks extremely worn out. Try and talk to Agent Pierneef.	정보원 페르니프는 지친 기색이 역력합니다. 정보원 패르니프와 대화해 보세요.
QUEST_LV_0100_20151224_014341	Defeat the monsters at the Zbuka Inner Court	즈부카 안뜰의 몬스터 처치
QUEST_LV_0100_20151224_014342	Agent Pierneef is helping other agents investigate the area. Defeat some monsters at the Zbuka Inner Court.	정보원 페르니프는 다른 정보원들이 조사하는 것을 돕고 있다고 합니다. 즈부카 안뜰의 몬스터를 처치해 주세요.
QUEST_LV_0100_20151224_014343	Report to Agent Pierneef	정보원 페르니프에게 보고
QUEST_LV_0100_20151224_014344	The area seems safer now. Report back to Agent Pierneef.	어느정도 안전해진 것 같습니다. 정보원 페르니프에게 보고해 주세요.
QUEST_LV_0100_20151224_014345	A nauseating smell permeates the air all around. Ask Agent Pierneef about it.	코를 찌르는 악취가 사방에서 풍기고 있습니다. 이게 무슨 일인지 정보원 페르니프와 대화해 보세요.
QUEST_LV_0100_20151224_014346	Agent Pierneef says the smell of defeated monsters is making other monsters go wild. Go to the Zbuka Inner Court and eliminate the smelly cart there.	정보원 페르니프는 대충 처리해 놓은 몬스터의 악취 때문에 몬스터들이 더 날뛴다고 합니다. 즈부카 안뜰에 있는 냄새나는 수레를 불태워 없애주세요.
QUEST_LV_0100_20151224_014347	You have burned down the smelly cart. Go and tell Agent Pierneef.	냄새나는 수레를 태워 없앴습니다. 정보원 페르니프에게 알려주세요.
QUEST_LV_0100_20151224_014348	Chaser Germeja is happy to see you. Talk to Chaser Germeja.	추적자 게르메이야가 당신을 보고 반가워합니다. 추적자 게르메이야와 대화해 보세요.
QUEST_LV_0100_20151224_014349	Use the stimulant on the monsters	몬스터에게 광분제 사용
QUEST_LV_0100_20151224_014350	Chaser Germeja wants to give the monsters a stimulant drug that makes them fight each other. Use the stimulant on monsters.	추적자 게르메이야는 몬스터를 광분시켜 서로 싸우게 하는 약을 주겠다고 합니다. 몬스터 광분제를 몬스터에게 써 보세요.
QUEST_LV_0100_20151224_014351	The stimulant works perfectly. Go and talk to Chaser Germeja again.	광분제의 효과가 꽤 좋은 것 같습니다. 추적자 게르메이야와 다시 대화해 보세요.
QUEST_LV_0100_20151224_014352	Chaser Raitis looks worryingly livid. Ask Chaser Raitis if there is a problem.	추적자 라이티스의 안색이 새파랗습니다. 무슨 일인지 그와 대화해 보세요.
QUEST_LV_0100_20151224_014353	Defeat the monsters at Bonan Forest Road	보난 숲길의 몬스터 처치
QUEST_LV_0100_20151224_014354	Chaser Raitis says they saw an unknown monster making a nest at Bonan Forest Road. Go destroy the nest and defeat some monsters there.	추적자 라이티스는 보난 숲길 안쪽에서 처음 보는 몬스터가 둥지를 튼 것을 보았다고 합니다. 둥지를 없애러 가면서 보난 숲길의 몬스터를 처치하세요.
QUEST_LV_0100_20151224_014355	Destroy the Monster Nest in Bonan Forest Road	보난 숲길 안쪽의 몬스터 둥지 파괴
QUEST_LV_0100_20151224_014356	You have defeated the monsters in Bonan Forest Road. Keep going and destroy the unknown monster nest.	보난 숲길의 몬스터를 처치했습니다. 보난 숲길 안쪽으로 가서 정체불명의 몬스터 둥지를 파괴하세요.
QUEST_LV_0100_20151224_014357	Report to Chaser Raitis	추적자 라이티스에게 보고
QUEST_LV_0100_20151224_014358	You have successfully destroyed the nest. Go and tell Chaser Raitis.	무사히 둥지를 파괴했습니다. 추적자 라이티스에게 알려주세요.
QUEST_LV_0100_20151224_014359	Chaser Ulysses is worried about the demons and thinks it's best for you to go and help Priest Pranas instead. Go to Paupys Crossing and talk to Chaser Talbasi, who is there investigating with Priest Pranas.	추적자 예울리스는 마족이 나타났다는 말에 자신의 일을 돕는 것보다 사제 프라나스에게 빨리 찾아가 보는 게 좋겠다고 합니다. 파우피스 나루에서 사제 프라나스와 함께 수색하고 있는 추적자 탈바시와 대화해 보세요.
QUEST_LV_0100_20151224_014360	Chaser Talbasi believes they can figure out what is going on once all of Priest Gelija's notes are collected. Defeat monsters at the Uninhabited Crossing and try to collect all of Priest Gelija's memos.	추적자 탈바시는 사제 겔리야의 쪽지를 전부 찾으면 무슨 일이 일어나고 있는지 알 수 있을 거라고 합니다. 인적 없는 나루터의 몬스터를 처치하여 사제 겔리야의 쪽지를 찾아보세요.
QUEST_LV_0100_20151224_014361	Deliver to Chaser Talbasi	추적자 탈바시에게 전달
QUEST_LV_0100_20151224_014362	You have collected Priest Gelija's notes as much as possible. Return to Chaser Talbasi.	사제 겔리야의 쪽지를 찾을 수 있는 만큼 찾았습니다. 추적자 탈바시에게 돌아가세요
QUEST_LV_0100_20151224_014363	Collect Priest Gelija's Memos	사제 겔리아의 쪽지 수집
QUEST_LV_0100_20151224_014364	You now have Priest Gelija's notes, but an important part seems to have been torn off. Ask Chaser Talbasi about what to do next.	사제 겔리야가 남긴 쪽지들을 찾았지만, 하필 중요한 내용이 찢겨져 있었습니다. 이제 어떻게 해야 할지 추적자 탈바시와 대화해 보세요.
QUEST_LV_0100_20151224_014365	Search the Paslaptis Hideout	파슬람 은거지 수색
QUEST_LV_0100_20151224_014366	Chaser Talbasi believes it's best to obtain more concrete clues before finding Priest Pranas. They asked you to search the recently discovered Paslaptis Hideout before meeting up with Agent Larena.	추적자 탈바시는 사제 프라나스를 찾아가기 전에 확실한 단서를 찾는 게 좋겠다고 합니다. 정보원 라레나에게로 가기 전에 얼마 전에 발견된 파슬람 은거지를 수색해달라고 부탁했습니다.
QUEST_LV_0100_20151224_014367	There was nothing but traces of hurried movements at the Paslaptis Hideout. To continue investigating, go talk to Agent Larena under the Watchtower.	파슬람 은거지에서는 급하게 움직인 흔적밖에 발견하지 못했습니다. 조사를 계속하기 위해 감시탑 아래쪽에 있는 정보원 라레나에게 가 보세요.
QUEST_LV_0100_20151224_014368	Find the priests' traces with Jolly	잘리와 함께 사제들의 흔적 수색
QUEST_LV_0100_20151224_014369	Agent Larena believes Bishop Urbonas and the priests are on the move not because of a simple threat, but with a specific purpose. Take Jolly, a dog raised by the priests, and try to find their traces nearby.	정보원 라레나는 주교 우르보나스를 포함한 사제들이 단순한 협박이 아니라 분명한 목적을 가지고 움직이는 것 같다고 합니다. 사제들이 기르던 잘리를 데리고 주변에서 사제들의 흔적을 찾아 보세요.
QUEST_LV_0100_20151224_014370	Thanks to Jolly you were able to find traces of the priests. Go and talk to Larena again.	잘리 덕분에 사제들의 흔적을 찾을 수 있었습니다. 정보원 라레나와 다시 대화해 보세요.
QUEST_LV_0100_20151224_014371	Agent Larena seems to have hear something. Ask Agent Larena what happened.	정보원 라레나가 무언가를 들은 것 같습니다. 무슨 일인지 정보원 라레나와 대화해 보세요.
QUEST_LV_0100_20151224_014372	Chaser Sendal looks gravely injured. Talk to Chaser Sendal and find out what happened.	엉망진창으로 다쳐 있는 추적자 센달이 보입니다. 무슨 일인지 추적자 센달과 대화해 보세요.
QUEST_LV_0100_20151224_014373	Chaser Sendal was waiting for help. Talk to Chaser Sendal and find out what happened.	추적자 센달은 지원을 기다리고 있었습니다. 무슨 일인지 추적자 센달과 대화해 보세요.
QUEST_LV_0100_20151224_014374	Rescue Priest Pranas from the demons at Groundsle Hill	곰취 언덕에서 마족에게 붙잡혀 있는 사제 프라나스 구출
QUEST_LV_0100_20151224_014375	Chaser Sendal and Priest Pranas encountered some demons while investigating Groundsle Hill. Chaser Sendal now wants you to help rescue Priest Pranas from the demons.	추적자 센달은 사제 프라나스와 함께 곰취 언덕을 조사하던 중, 마족을 만났다고 합니다. 마족에게 잡혀있는 사제 프라나스를 구해달라고 부탁했습니다.
QUEST_LV_0100_20151224_014376	You finally rescued Priest Pranas. Ask Priest Pranas if he is alright.	간신히 사제 프라나스를 구할 수 있었습니다. 사제 프라나스가 괜찮은지 대화해 보세요.
QUEST_LV_0100_20151224_014377	Priest Pranas' condition seems to have worsened drastically. Keep talking to Priest Pranas.	사제 프라나스의 상태가 심각해 보입니다. 사제 프라나스와 계속 이야기해 보세요.
QUEST_LV_0100_20151224_014378	Priest Pranas has asked you to find traces of Bishop Urbonas and return to Orsha. Search Groundsle Hill for any leads on Bishop Urbonas.	사제 프라나스는 주교 우르보나스의 흔적을 찾아서 오르샤로 와 달라고 부탁했습니다. 곰취 언덕을 조사하여 단서가 될 만한 것이 있는지 확인해 보세요.
QUEST_LV_0100_20151224_014379	Talk to Priest Pranas in Orsha	오르샤에 있는 사제 프라나스와 대화
QUEST_LV_0100_20151224_014380	You discovered a locked box. Go see Priest Pranas, who is receiving treatment in Orsha.	열리지 않는 상자를 발견했습니다. 오르샤에서 치료 중인 사제 프라나스에게 돌아가 보세요.
QUEST_LV_0100_20151224_014381	Agent Orwen seems to need your help. Talk to Agent Orwen.	정보원 오르웬이 당신의 도움을 필요로 하는 것 같습니다. 정보원 오르웬과 대화하세요.
QUEST_LV_0100_20151224_014382	Agent Orwen wants you to defeat the monsters disturbing the agents' operations at the Naudingas Felled Area.	정보원 오르웬은 나우딩가스 벌목지에서 정보원들의 수색 활동 방해하는 몬스터들을 처치해달라고 부탁했습니다
QUEST_LV_0100_20151224_014383	Report to Agent Orwen	정보원 오르웬에게 보고
QUEST_LV_0100_20151224_014384	You have cleared out the monsters nearby. Report to Agent Orwen.	주변의 몬스터들을 정리했습니다. 정보원 오르웬에게 보고하세요.
QUEST_LV_0100_20151224_014385	Agent Orwen seems worried about the sudden horde of demons. Talk to Agent Orwen.	정보원 오르웬은 갑자기 불어난 마족들이 불안한 것 같습니다. 정보원 오르웬과 대화해 보세요.
QUEST_LV_0100_20151224_014386	Remove the Ominous Magic Circles	불길한 마법진 제거
QUEST_LV_0100_20151224_014387	Agent Orwen says the demons have created a series of unknown magic circles. Remove the magic circles created by the demons at the Naudingas Felled Area.	정보원 오르웬은 마족들이 알 수 없는 마법진을 잔뜩 만들어 놨다고 합니다. 마족들이 나우딩가스 벌목지에 만들어 놓은 마법진들을 전부 없애주세요.
QUEST_LV_0100_20151224_014388	You have eliminated all visible magic circles. Go back and tell Agent Orwen.	일단 보이는 마법진은 전부 없앤 것 같습니다. 정보원 오르웬에게 돌아가 알려주세요.
QUEST_LV_0100_20151224_014389	Agent Notres looks furious. Ask Agent Notres what is wrong.	정보원 노토레스가 매우 화가 나 있는 것 같습니다. 무슨 일인지 정보원 노토레스와 대화해 보세요.
QUEST_LV_0100_20151224_014390	Defeat the monsters at the Deer Hooves Lot	사슴발굽 공터의 몬스터 처치
