QUEST_LV_0200_20150317_000001	$Philipas' Soldier
QUEST_LV_0200_20150714_007276	{memo X}Would dead people come back if the curse is cured in this city?{nl}No, but the times after now are more important.
QUEST_LV_0200_20150714_007277	We feel like we are risking our lives every seconds.{nl}But we continuously watch over so that nothing will go wrong.
QUEST_LV_0200_20150714_007278	We're different from those Dico Thieves.{nl}If you help well this time, I will surely pay you back someday.
QUEST_LV_0200_20150714_007279	The guards were asking what the fuss was all about so I told them about you. {nl}Everything should be alright.{nl}
QUEST_LV_0200_20150714_007280	If you watch over the city from here, it feels like the time has stopped.{nl}However, many incidents are occurring everyday.{nl}{nl}
QUEST_LV_0200_20150714_007281	We need to bring Steponas here.{nl}He promised to get us the frost core which will help in studying the Stone Frosts.{nl}
QUEST_LV_0200_20150714_007282	We should empty the watermill ruins, but I might be suspected if I carry out the work...{nl}Since you are respected by the kingdom soldiers, I want you to help me.
QUEST_LV_0200_20150714_007283	They will reduce their boundaries as they are get attacked.{nl}Or bring a huge army in...but, they won't be able to do that with the current state of the kingdom.
QUEST_LV_0200_20150714_007284	Now, please lure the guards at the watermill ruins.{nl}Just tell them the monsters are going crazy at Estuary Bank Three Ways.{nl}
QUEST_LV_0200_20150714_007285	Steponas will pass by secretly.{nl}Of course, you will receive their respects.
QUEST_LV_0200_20150714_007286	Rofdel will be watching from the watchtower but on a foggy day like this, it's useless.
QUEST_LV_0200_20150714_007287	Steponas passed through safely.{nl}He was looking for you. Go and help him.{nl}
QUEST_LV_0200_20150714_007288	The guards won't mention our names to Rofdel.{nl}What they have been taking until now was all against the military law.
QUEST_LV_0200_20150714_007289	Have you seen the records that are remaining in this city? Didn't they feel somewhat strange...{nl}The Knights of Kaliss are collecting the records which the kingdom soldiers have not yet eliminated.{nl}
QUEST_LV_0200_20150714_007290	I have a request. Please gather the propagandas which the kingdom soldiers circulated.{nl}When we compare those with the records that we've gathered, we will find something lacking.
QUEST_LV_0200_20150714_007291	As the defeat of Ruklys became more and more concrete, the kingdom soldiers circulated the propagandas more.{nl}There must be some propagandas left in the Stone Frosts as well.
QUEST_LV_0200_20150714_007292	They made such embarrassing stories sound like a heroic epic to the ignorant people. {nl}600 years have passed, but they are still embarrassing.
QUEST_LV_0200_20150714_007293	You're the one who made me an opportunity.{nl}But, what the hell. I never heard there were so many guards here.
QUEST_LV_0200_20150714_007294	I need your help. I need a more powerful bomb.{nl}The frost core that I promised with the Knights of Kaliss is inside the body of Stone Froster.
QUEST_LV_0200_20150714_007295	Just do as I told you. {nl}If it's not the bomb, we can't pull out the frost core.
QUEST_LV_0200_20150714_007296	The purity level is not satisfactory.{nl}It could take some time.
QUEST_LV_0200_20150714_007297	Since we don't have the fuse, it was made to explode when it gets hit.{nl}I will give you this so I want you to test it on the monsters.
QUEST_LV_0200_20150714_007298	If we can't get this done, we can't even start with the next step.
QUEST_LV_0200_20150714_007299	It won't explode right away and explosion is not steady.{nl}What to do..
QUEST_LV_0200_20150714_007300	It should stick to the monster in order to secure the time to explode with a bam.{nl}Can you get the kneaded mucus of the monsters in Viskas?
QUEST_LV_0200_20150714_007301	I'll say it again but this is the only way to keep you safe.{nl}Hmm? Of course you should throw it. I am busy.
QUEST_LV_0200_20150714_007302	I think you spilled some on your way. {nl}Too bad for your new shoes.
QUEST_LV_0200_20150714_007303	You will find a stiff Stone Froster in the residential area. {nl}Throw this to Stone Froster to wake it up. Don't forget to move far after throwing it.
QUEST_LV_0200_20150714_007304	When his armor opens up, we should aim for the space.{nl}Don't forget about the frost core.{nl}
QUEST_LV_0200_20150714_007305	So this is the frost core that bothered many people.. {nl}The soldiers who helped you will tell the guy watching from the watchtower about your heroic stories so they won't suspect you. Dont' worry.
QUEST_LV_0200_20150714_007306	I was worried a lot because it seems there's a big fuss over there.{nl}But, I also had some productive results. Everything will be alright soon.{nl}
QUEST_LV_0200_20150714_007307	If you are going to be near here, please come to me. {nl}I could cast a spell on you to protect you from the Stone Frosts.
QUEST_LV_0200_20150714_007308	Good. Let's go to the old market. {nl}When you touch on the detector, Sparnashorn will start to attack you.
QUEST_LV_0200_20150714_007309	Those Dico Thieves are so smart.{nl}They buy cheap antiques from outside and bury them where the Stone Frosts blow.{nl}
QUEST_LV_0200_20150714_007310	Then they will turn into stones.{nl}The aristocrats in the big cities get deceived by them and they buy them at expensive prices.
QUEST_LV_0200_20150714_007311	There are stones that constantly float down the Vadova port.{nl}It is the record of the rebellion from 600 years ago.{nl}
QUEST_LV_0200_20150714_007312	The records contain the contents that discourage the soldiers so the officers destroyed them from time to time.{nl}But, since we don't have enough workforce, I want you to take care of them.
QUEST_LV_0200_20150714_007313	I don't understand how these heavy stuffs float down here and make us dizzy.{nl}I will probably use them when we repair the watchtower.
QUEST_LV_0200_20150714_007314	Whenever the Stone Frosts blow, the number of soldiers decreases, but the kingdom doesn't possess additional soldiers to support.{nl}That's why we ask the graverobbers or the refugees to join the military.{nl}
QUEST_LV_0200_20150714_007315	Only thing I can do is to attach these leaflets around here.{nl}I hope you could help me by thinking that you are supporting the kingdom.
QUEST_LV_0200_20150714_007316	I'm sure people taking the leaflets but the number of applicants have decreased recently. {nl}Is it because the graverobbers started checking inside. Isn't it suspicious?
QUEST_LV_0200_20150714_007317	When a person like Premier Eminent appears again, I'm sure that the kingdom will flourish quickly.{nl}I will pray to the goddesses that you could be an important person like him.
QUEST_LV_0200_20150714_007318	The number of monsters in Kovos battlefield is increasing. {nl}We don't even know what is leading them here.{nl}
QUEST_LV_0200_20150714_007319	We don't expect anything from the kingdom soldiers who were supposed to help us in the first place.{nl}If you could help us instead, then I will give you the rewards that I promised to give to the soldiers.
QUEST_LV_0200_20150714_007320	We've investigated about the incident that was occurring in this city from a long time ago.{nl}We are trying to find hidden facts about the rebellion.
QUEST_LV_0200_20150714_007321	I heard you have lots of battle experiences.{nl}I even want to suggest you to join the Knights of Kaliss.
QUEST_LV_0200_20150714_007322	I believe that there is no curse in this world that can't be cured.{nl}With all my faith, I will discover the cure.
QUEST_LV_0200_20150714_007323	You're as great as the rumors say. {nl}The Knights of Kaliss need heroes like you.
QUEST_LV_0200_20150714_007324	This is an interesting place. {nl}This city is filled with things to experiment.
QUEST_LV_0200_20150714_007325	Stone debris and dust blow a lot in this area so many soldiers and knights cough severly. {nl}The knightage headquarters send us refreshing candies mixed with medicinal herbs.{nl}
QUEST_LV_0200_20150714_007326	But our soldiers were swept by the Stone Frosts while carrying our supplies for this month.{nl}When we found them, the monsters already stole all of them. {nl}Can you get defeat those monsters and get back the refreshing candies?
QUEST_LV_0200_20150714_007327	I would like to give you some if we have extras. {nl}Even the graverobbers are preying on the candies.
QUEST_LV_0200_20150714_007328	I won't blame you if you eat one secretly. {nl}But you don't seem to be that kind of a person.
QUEST_LV_0200_20150714_007329	Soldiers patrolling this area were swept by stone frost while passing by Stalactite square some time ago.{nl}We are only affiliated to kingdom army but we're mostly residents of Kalis province.{nl}
QUEST_LV_0200_20150714_007330	I want to help my folks from back home, but there is no way to get them out of the curse. {nl}We can only get their last will and keepsakes for their families. {nl}Won't you show your kindness for them before they lose their conciousness?
QUEST_LV_0200_20150714_007331	{memo X}I understand their loyalty for the kingdom, but when I see them make people do impossible things that lead to deaths...{nl}I don't know who is the monster anymore.
QUEST_LV_0200_20150714_007332	In order to restore the city, the Knights of Kaliss  hired many experts.{nl}But they just recruit people without any support afterwards.{nl}
QUEST_LV_0200_20150714_007333	In order to continue the research, I seriously need your help.{nl}If we could make the miraculous medicine that would drag out the controlled spirit, we may able to find out the source of the curse.
QUEST_LV_0200_20150714_007334	Besides the knowledge of the spells I possess, I am trying to approach it with various methods.{nl}I will lift this curse for sure.
QUEST_LV_0200_20150714_007335	That's enough ingredients to make elixir of freedom. {nl}Now, let's start.
QUEST_LV_0200_20150714_007336	I will give you this freedom elixir. Use it on the petrified victims at Vienti Fortress.{nl}Their souls trapped in the body might tell you something about what they last witnessed.
QUEST_LV_0200_20150714_007337	The angry souls might attack you.{nl}Please be careful.
QUEST_LV_0200_20150714_007338	There was nothing to find out about other than the fact that they were all in panic and feat when dying. {nl}I guess I better look for even older victims.
QUEST_LV_0200_20150714_007339	{memo X}We can't even find the traces of the bodies of the victims who were sacrificed on the day of Ruklys' rebellion due to Stone Frosts.{nl}But, that angry souls are deeply permeated into the city.
QUEST_LV_0200_20150714_007340	{memo X}Please light the fire at the incense burner that I set at Vienti Fortress with the Knightage.{nl}The angry souls will tell you the story of that day.
QUEST_LV_0200_20150714_007341	{memo X}Please do not stimulate the angry souls.{nl}Since they are unstable, I don't know how they would react.
QUEST_LV_0200_20150714_007342	Pains, anger... betrayer and fear...{nl}I can still feel the feelings from that day.{nl}
QUEST_LV_0200_20150714_007343	But, they are not towards humans.{nl}It's as if something deep and dark... I am going to go back to the knightage and find out more about it.
QUEST_LV_0200_20150714_007344	Even trees or paper turn into stones besides living creatures...{nl}I am very interested in these non-senses. {nl}
QUEST_LV_0200_20150714_007345	{memo X}If you could help me...{nl}Maybe we could save them even if they are cursed with the petrification. Although they may lose their arms.
QUEST_LV_0200_20150714_007346	Even if it works on just one or two from ten of them, that would be great.{nl}I trust on my knowledge and skills.
QUEST_LV_0200_20150714_007347	You weren't able to save any of them? {nl}I guess this is not a good way. I will take back what is left.
QUEST_LV_0200_20150714_007348	I think we should use different drugs and test as much as we can. {nl}But then we will need a lot of samples.
QUEST_LV_0200_20150714_007349	Can you defeat the monsters in Nevekia Fortress and get me petrified samples?
QUEST_LV_0200_20150714_007350	This should be enough for about five tests. Good work.
QUEST_LV_0200_20150714_007351	To tell you one more time, the curse of the petrification is a chemical reaction so I don't think you would be able to restore it.{nl}If you could come to me fast, then you will save your life even if you lose one of your legs.
QUEST_LV_0200_20150714_007352	May those victims rest in peace.{nl}However, like the river that attracts those who are thirsty, this place is astounding for me and my thirst for knowledge.{nl}
QUEST_LV_0200_20150714_007353	There's a dumb monster that is ruining the beautiful place on the top of Nebekia Fortress.{nl}I want you to take care of him.
QUEST_LV_0200_20150714_007354	It if has a brain, how can it go around ruining this? {nl}Oh well, maybe that's why it's a monster.
QUEST_LV_0200_20150714_007355	{memo X}Did you defeat it? Great job!{nl}Now I don't have to fear this place being torn down until another monster shows up.
QUEST_LV_0200_20150714_007356	The Stone Frosts just swept by so we should get to work quickly.{nl}We can see when and where the Stone Frosts start by checking whether the soldiers are retreating or not.{nl}
QUEST_LV_0200_20150714_007357	And the quickest way to receive the information is to become a kingdom soldier.
QUEST_LV_0200_20150714_007358	I am not sure since I am a low ranking soldier.{nl}This place originally belongs to Kaliss.{nl}
QUEST_LV_0200_20150714_007359	This place belonged to the kingdom, but due to rebellions, 600 years have passed.{nl}Everyone thinks that the Knights of Kaliss will make a movement again soon.{nl}
QUEST_LV_0200_20150714_007360	But, even in this situation, there aren't any conflicts...{nl}The objective of the people who were dispatched here is on the research like Kostas so how would a low rank soldier like me know anything.
QUEST_LV_0200_20150714_007361	According to what senior officers say, they are not officially belonged to the army, but they are rather somewhat more like mercenaries.{nl}I am not sure, but they asked me about many things on the Stone Frosts.{nl}
QUEST_LV_0200_20150714_007362	Many people from the Knights of Kaliss actually came here to continue on their research besides Kostas.{nl}What would they want from the city of rebel forces... Isn't it strange?
QUEST_LV_0200_20150714_007363	I don't know well since I am a low ranked soldier, but it seems that they don't like each other.{nl}I understand since they are trying to make a move after managing it for 600 years. Who would like it?{nl}
QUEST_LV_0200_20150714_007364	But, the Knights of Kaliss are saying that it's their fair right and they also said they are going to concentrate on the research so we can't say anything.{nl}What I've heard was to guard them and report their whereabouts... but, then they disappeared again.
QUEST_LV_0200_20150714_007365	I've obtained it by paying a large sum to the kingdom soldiers so just take a look at it without touching it.{nl}Due to the petrified places, this place turned into a land which no living creatures could live for hundreds of years.{nl}
QUEST_LV_0200_20150714_007366	But the lives are great. {nl}I predict that the small number of monsters that used to live here became resistant by being exposed to weak Stone Frosts.{nl}
QUEST_LV_0200_20150714_007367	The crystals that grow inside the special monsters could unleash the power that could face against strong Stone Frosts.{nl}However, the problem is that they get discovered only one in several hundreds or even thousands... That's a pity.
QUEST_LV_0200_20150714_007368	Thanks.{nl}We would be able to lift the curse of the petrification if we could amplify this ethereal power.{nl}Please first get me the reacting stones from the monsters at Palaikai Intersections. I am counting on you!
QUEST_LV_0200_20150714_007369	Thanks.{nl}The petrification detectors that are left by the kingdom soldiers are scattered across Palaikai Intersections.{nl}Among them, please get me the ones that only react to the symbol of schilt.
QUEST_LV_0200_20150714_007370	Ever since I came here, I feel like someone is keep looking at me.{nl}Anyways, see you again after the work is done.
QUEST_LV_0200_20150714_007371	When it gets more apparent in the future, then there would an opportunity to show it to you.{nl}We need to collect more documents.
QUEST_LV_0200_20150714_007372	For now, all I can tell you is that some different objective is involved with the rebellion of Ruklys.
QUEST_LV_0200_20150714_007373	The kingdom soldiers forbid anyone in this city from probing into Ruklys.{nl}Anyone who still does that could be treated as a traitor so they educate the soldiers firmly.
QUEST_LV_0200_20150714_007374	But as they hide more and more, more people will be curious about Ruklys.{nl}The gallows could be near, but how could a scholar just do nothing?
QUEST_LV_0200_20150714_007375	You are so brave.{nl}According to the records, there are 10 portals in total. Among them, four of them are near here.{nl}Could you find out if they are still activating?
QUEST_LV_0200_20150714_007376	Please get me the hardened gunpowder from the monsters near the watermill ruins.{nl}Let's make special explosives using that.
QUEST_LV_0200_20150714_007377	I am going to bring in the thieves in through the central city area. {nl}While you are doing so, if you get encountered by a monster, you will soon get caught by the guards.{nl}
QUEST_LV_0200_20150714_007378	That's why I want you to act first at the Estuary Bank Three Way.{nl}Unlike Dico Thieves, they pay back to the people they owed to so they will help your journey for sure.
QUEST_LV_0200_20150714_007379	I don't know if you know the relationship between the soldiers and the Knights of Kaliss, but{nl}anyways, the soldiers are looking for something that they can never have.{nl}
QUEST_LV_0200_20150714_007380	That's why they need the graverobbers. {nl}Of course, it is risky to cooperate with the thieves.{nl}
QUEST_LV_0200_20150714_007381	Even so, it is very valuable.{nl}And for the future, the relationship with the thieves will be useful.{nl}
QUEST_LV_0200_20150714_007382	Please use the Berserk powder on the monsters at the Estuary Bank Three Way.{nl}The monsters won't stand at all and go crazy. It will make a quite mess.
QUEST_LV_0200_20150714_007383	The information should sometimes be leaked, hid or modified in order to have some values.{nl}We could also make connections with different people by doing so.
QUEST_LV_0200_20150714_007384	People say history is the record of the winners. I think so too.{nl}Have you seen the tombstones that are still remaining on the ruins near Fedimian?{nl}
QUEST_LV_0200_20150714_007385	If what the soldiers are spreading is true, then there are many doubts on the records that are remaining here.{nl}And the behaviors of the soldiers that are trying to destroy them are also strange.{nl}{nl}
QUEST_LV_0200_20150714_007386	Throw this against the monsters.{nl}If you are lucky enough, it will explode with a bang!, but if that's not it, you will make them angry.
QUEST_LV_0200_20150714_007387	Please collect the dark crystals from the monsters at Vienti Fortress.{nl}I will try to make an elixir that would pull out the controlled spirit.
QUEST_LV_0200_20150714_007388	Thanks. First, would you use this melting solution to the monsters that are struggling due to the Stone Frosts?{nl}I mean Nebekia Fortress. If it's useful, you would be able to use it on the humans as well.
QUEST_LV_0200_20150714_007389	I personally think the curse of the petrification is a chemical reaction.{nl}Which means you can't restore the things that are once petrified before.{nl}
QUEST_LV_0200_20150714_007390	Even if, Bokor over there tries his best, he won't be able to restore it.{nl}
QUEST_LV_0200_20150714_007391	But, if the petrification is in progress,{nl}Then I think we may able to save the rest even if we lost the parts that have already become petrified.{nl}
QUEST_LV_0200_20150714_007392	Almost all curses disappear when the casters die.{nl}I think the curse of the petrification is the same as the case in the way of the pilgrim.{nl}
QUEST_LV_0200_20150714_007393	But the curse descended for 600 years.{nl}This means the caster of the curse also has lived for 600 years.{nl}
QUEST_LV_0200_20150714_007394	But, if we could find out the true identity of the caster, we may push it with stronger power.
QUEST_LV_0200_20150714_007395	$Kostas doesn't seem to be scared.{nl}Yet I am scared even though I've worked here for a long time. I don't have a clue where he went...
QUEST_LV_0200_20150714_007396	$I feel sorry for Gofden who should be waiting for me, but I can't go.{nl}I must continue my research.
QUEST_LV_0200_20150714_007397	$No one will call you a coward for running from the Stone Frost.{nl}But, if you run away from an important task, you will be held accountable.
QUEST_LV_0200_20150714_007398	I am sure there's a way to restore the city that was damaged{nl}due to the rebellion that occurred 600 years ago.{nl}The research on the Stone Frosts is one of the ways to restore the city.
QUEST_LV_0200_20150714_007399	I am sure there's a way to lift the curse completely.{nl}Although, it seems that Saliamonas has given up.
QUEST_LV_0200_20150714_007400	I am sure there are hidden facts.{nl}Although I don't know what they are.
QUEST_LV_0200_20150714_007401	This city would feel like lost families to the people of Kaliss.{nl}I am sure there's a way to restore the city.{nl}
QUEST_LV_0200_20150714_007402	A few of them are mercenaries, but they are also the people of Kaliss.{nl}The way they look at this city will be the same.
QUEST_LV_0200_20150714_007403	$The graverobbers are going all out here.{nl}We have to wait for extra support from headquarters.
QUEST_LV_0200_20150714_007404	I don't give false hopes to other people.{nl}I just want to find more realistic method.
QUEST_LV_0200_20150714_007405	Were you deceived all this time?{nl}If we rub Bellas leaves on the boxes, monsters protect them as if they are something precious.{nl}
QUEST_LV_0200_20150714_007406	Good. Please get me Bellas leaves at the commerce district.
QUEST_LV_0200_20150714_007407	$My heart aches to see my colleagues that are just left out there against the elements after succumbing to the Stone Frost...
QUEST_LV_0200_20150714_007408	I don't like the kingdom soldiers.{nl}They look at us like traitors for what happened 600 years ago.
QUEST_LV_0200_20150714_007409	Now is the time to retrieve our land.
QUEST_LV_0200_20150714_007410	We can't clearly see it on the days like today when the stone debris are blowing a lot.{nl}But, when it rains, you can clearly see Ruklys Street.
QUEST_LV_0200_20150714_007411	Disciple Raius
QUEST_LV_0200_20150714_007412	We would be able to find the inheritance of the master if we try little more...{nl}
QUEST_LV_0200_20150714_007413	This time, Hones will not stand without handing out the documents.
QUEST_LV_0200_20150714_007414	While I was coming here, I saw the leaflets that encourage people to join the military.{nl}Rip them off all. They are good for sneezing.
QUEST_LV_0200_20150714_007415	Since I don't know what the master has in his mind before he passed away, I am worried.{nl}No one would understand my mind.
QUEST_LV_0200_20150714_007416	I want to talk to Hones again.{nl}It's been such a long time.
QUEST_LV_0200_20150714_007417	Our landlords tried their best to recover this place.{nl}They used every means and the methods they could use.
QUEST_LV_0200_20150714_007418	Everything is my fault that I didn't understand what the master wanted.{nl}I want to apologize to you since I've confused you.
QUEST_LV_0200_20150714_007419	If Adjutant General Hans does something suspicious, please report to us.
QUEST_LV_0200_20150714_007420	If the supplies come at the right time, we won't receive the supplies of the Knights of Kaliss secretly from behind.{nl}Ah, please forget what I've just told you.
QUEST_LV_0200_20150714_007421	Aren't the documents arrived yet?{nl}Is Hones still insisting?
QUEST_LV_0200_20150714_007422	Please refrain from doing something suspicious.{nl}From this watchtower, I can even see how many fingers you have.
QUEST_LV_0200_20150714_007423	You won't be able to avoid the wind of the Stone Frosts even if the watchtower is tall.{nl}I am too lazy to go up and down.
QUEST_LV_0200_20150714_007424	When I attach the leaflet, someone detached them.{nl}I am not gonna forgive the one who did this.
QUEST_LV_0200_20150714_007425	Those graverobbers can't climb up here easily since there is a watchtower here.{nl}Today... the weather is not that good.
QUEST_LV_0200_20150714_007426	The supplies are coming late today as well.{nl}I heard that the ones who are doing something down there receive the supplies from the Knights of Kaliss secretly.
QUEST_LV_0200_20150714_007427	When I work at this deserted area for a long time, I get to know many secrets that only senior officers don't know.{nl}I want you to just ignore them.
QUEST_LV_0200_20150714_007428	Many petrified records are floating down through the Estuary Bank, but we don't order the soldiers to get rid of them.{nl}I heard the records don't contain good contents.{nl}
QUEST_LV_0200_20150714_007429	I don't understand why they have to do this for what happened 600 years ago.{nl}Well, the guys at Verkti Square are newcomers so they are well disciplined.
QUEST_LV_0200_20150714_007430	The soldiers doing their missions here all worked here for a long time.{nl}They experienced lots of things such as Stone Frosts or monsters so they are somewhat insensitive now.
QUEST_LV_0200_20150714_007431	Please do not read the old records or take out the artifacts to outside.{nl}Even we can't forgive you if you do so.
QUEST_LV_0200_20150714_007432	Disciple Hones
QUEST_LV_0200_20150714_007433	I came here to keep the last words of our master.{nl}The one who could withstand... they are hard words to understand...
QUEST_LV_0200_20150714_007434	Please let us know when you see any graverobbers.{nl}If you've ignored them when you saw them, it's like you've committed a crime.
QUEST_LV_0200_20150714_007435	How could you have come this far. {nl}Please do not make a mess.
QUEST_LV_0200_20150714_007436	Whenever I do a mission here, I sometimes remember my colleagues who've been sacrificed by the Stone Frosts.{nl}He could not avoid the Stone Frosts.
QUEST_LV_0200_20150714_007437	If you find the guy who are detaching the leaflets, please let me know.
QUEST_LV_0200_20150714_007438	Ah, wait. I've heard about you before in the city. {nl}Hmm. I guess I should think little more.
QUEST_LV_0200_20150714_007439	I hope Raius doesn't get hurt from this.{nl}I wonder why the master didn't tell him honestly.
QUEST_LV_0200_20150714_007440	I want to talk to Raius again.{nl}But, I guess I should wait until he comes to me...
QUEST_LV_0200_20150714_007441	I just hope the monsters stay calm.{nl}Maybe I am expecting too much...
QUEST_LV_0200_20150714_007442	The blessings of the goddesses has not reached at this city.{nl}Only the monsters and the criminals are full in this city.
QUEST_LV_0200_20150714_007443	Please report to us when you see monsters.{nl}Especially, when they are grouped together or make a mess.
QUEST_LV_0200_20150714_007444	I've written down what to do at the memo.{nl}First, find the Magic Gem Fusion Device at Underground Grave of Ritinis.
QUEST_LV_0200_20150714_007445	Long time ago, I had serviced as a guard in the army like those guys.{nl}I was a junior officer who wanted become a strategist. At least before Medzio Diena.
QUEST_LV_0200_20150714_007446	$If you find any suspicious persons who are not a kingdom soldier or a Knight of Kaliss, please report to us.{nl}Especially if they look like graverobbers.
QUEST_LV_0200_20150714_007447	$Please do not touch anything. Just stay calm.
QUEST_LV_0200_20150714_007448	$If you find any old records that cast a negative light to the kingdom, immediately destroy them or report to us.
QUEST_LV_0200_20150714_007449	$The Stone Frost may suddenly come, so please be with us if possible.
QUEST_LV_0200_20150714_007450	$Aside from the Stone Frost, dangerous monsters and menacing graverobbers lurk the corners here.{nl}I am not responsible for incidents you cause out of our watch.
QUEST_LV_0200_20150714_007451	$This city is a restricted area.{nl}I will let you pass as I am ordered to, but please refrain from doing anything out of line.
QUEST_LV_0200_20150714_007452	$You don't know this place well?{nl}Ruklys' rebellion occurred here 600 years ago.{nl}This place is cursed with the Stone Frost, and thus is very dangerous.
QUEST_LV_0200_20150714_007453	$I want to be rotated out soon.{nl}I don't want to be in this horrible city anymore.
QUEST_LV_0200_20150714_007454	$While we all don't want to be in this place, you just walk right in to this city. How strange.
QUEST_LV_0200_20150714_007455	$It is illegal to take artifacts, records or relics that belong to this place.{nl}Anyone who does will be punished, so please keep that in mind.{nl}
QUEST_LV_0200_20150714_007456	$Once you are hit by the Stone Frost, it's all over for you.{nl}We've lost many of our colleagues to the Stone Frost.
QUEST_LV_0200_20150714_007457	$Many of the kingdom's famous scholars and magicians weren't able to lift the curse of petrification...{nl}I don't understand how a Knight of Kaliss could lift the curse.
QUEST_LV_0200_20150714_007458	$The relationship between us kingdom soldiers and the Knights of Kaliss is somewhat complicated.{nl}Please refrain from doing something forbidden, even if it is by request from the Knights of Kaliss.
QUEST_LV_0200_20150714_007459	$The rules of the kingdom army are supreme here.{nl}Even if you are the famous Revelator.
QUEST_LV_0200_20150714_007460	$Even if you've received a request from the Knights of Kaliss, the orders of the kingdom army precedes them.{nl}We are the law here.
QUEST_LV_0200_20150714_007461	I am irritated by the kingdom soldiers, but then those Dico Thieves appeared.{nl}How come there are so many people in this small space.
QUEST_LV_0200_20150714_007462	I can't endure anymore. Please save me from these restraints.{nl}I will be released when you defeat the watchers nearby.
QUEST_LV_0200_20150714_007463	$My name is Agailla Flurry. {nl}I have realized something from the epitaphs left in the land and I would like to make a confession.
QUEST_LV_0200_20150714_007464	How foolish it is to be overconfident and be swayed by shallow feelings. {nl}You, who lives through such times, must have realized something like I did.{nl}
QUEST_LV_0200_20150714_007465	All other Revelators were wrong.{nl}But if it were you.. I don't know.
QUEST_LV_0200_20150714_007466	I will return to my hometown with my son.{nl}Yes. For sure.
QUEST_LV_0200_20150714_007467	I can't close my eyes before we defeat that monster.
QUEST_LV_0200_20150714_007468	I never expected to see someone in this spooky place. I guess you are very competent.{nl}I am continuing the research of my master here. I guess I can be called a scholar.{nl}
QUEST_LV_0200_20150714_007469	But, in this important moment, Hones is not cooperating with us.{nl}I will be sorry to my master if Hones continues to do like that...{nl}
QUEST_LV_0200_20150714_007470	Really?{nl}That's the most happiest thing that I've heard recently!{nl}
QUEST_LV_0200_20150714_007471	Let's see. They must have hid the orb around here that can be used to store the energy...{nl}Please first get me that. I will get ready myself to use that.
QUEST_LV_0200_20150714_007472	The orb that can be used to tap the energies of the dead.{nl}My master created it. He was a famous sorcerer before.
QUEST_LV_0200_20150714_007473	You've brought it fast. We definitely need this to summon the Wisdom Guiding Stone.{nl}The master left it for me. {nl}
QUEST_LV_0200_20150714_007474	So I have the rights to look at the documents of our master and not Hones right?
QUEST_LV_0200_20150714_007475	Okay. Please absorb the energies of the dead into the orb.{nl}The monsters in this grave possess the energies of the dead ones so it will be easy.
QUEST_LV_0200_20150714_007476	You need to absorb the energies from more monsters.{nl}The Wisdom Guiding Stone can't be summoned easily.
QUEST_LV_0200_20150714_007477	The orb seems full of energy.{nl}This will be enough.
QUEST_LV_0200_20150714_007478	Now, we are able to summon the Wisdom Guiding Stone.{nl}We will inject the energy into the Soul Crystal that is located in Maras Stone Chamber...
QUEST_LV_0200_20150714_007479	But, whenever we tried to do that, the monsters also came so we failed each time.{nl}If only Hones helped me...
QUEST_LV_0200_20150714_007480	When you obtain the Wisdom Guiding Stone, please show it to Hones at Raiduna Hall.{nl}If he finds out that I am the only one who could continue the research of the master, he would hand over the documents.
QUEST_LV_0200_20150714_007481	Hones did not cooperate with us until now, but he would have to hand them over this time.{nl}As the master only left the orb to me, the Wisdom Guiding Stone can only be obtained by me.
QUEST_LV_0200_20150714_007482	Hmm? Isn't that the Wisdom Guiding Stone?{nl}Who are you and why are you showing it to me?
QUEST_LV_0200_20150714_007483	Damn, Raius is misunderstanding something.{nl}No. Maybe the master and the goddess guided us this far.{nl}
QUEST_LV_0200_20150714_007484	Anyways, I have the Wisdom Guiding Stone as well.
QUEST_LV_0200_20150714_007485	Raius... has a problem.{nl}I can't say it. Go to the hideout of the master. Then you would believe it.
QUEST_LV_0200_20150714_007486	Maybe, it turned out better than we thought.{nl}I didn't expect Raius would help us.
QUEST_LV_0200_20150714_007487	The master researched about the goddesses throughout his entire life.{nl}And then he discovered something important, but he said if it goes into the hands of the demons, it will be dangerous.{nl}
QUEST_LV_0200_20150714_007488	As you saw, Raius is trying to find the remains of the research of the master due to his greed.{nl}But, they should never be exposed to the world.
QUEST_LV_0200_20150714_007489	Ahah. Revelator. Maybe...{nl}The master said someone who is reliable should dispose of his research before he died.{nl}
QUEST_LV_0200_20150714_007490	And the remains of the research are at the place where normal people like me or Raius can not reach.{nl}If you are really the Revelator, I want you to dispose of them.
QUEST_LV_0200_20150714_007491	In order to find the remains of the research, we need the Eyes of Truth.{nl}But, not too long ago, they were destroyed due to monsters.
QUEST_LV_0200_20150714_007492	With the Wisdom Guiding Stone, you will be able to find the monsters that carry fragments of the Eyes of Truth.
QUEST_LV_0200_20150714_007493	Even if you are not the Revelator, I am counting on you.{nl}I know the Wisdom Guiding Stone can't be obtained that easily.
QUEST_LV_0200_20150714_007494	Good. With this, we can restore the Eyes of Truth completely.
QUEST_LV_0200_20150714_007495	Okay. With these Eyes of Truth, we will find the Soul Crystal.{nl}It is little complicated, but please think that is it is that important.{nl}
QUEST_LV_0200_20150714_007496	Shadowgaler in the Room of Lamentation has the Soul Crystal, but you can't attack it with an usual method.{nl}It has an astral body so it is invisible.{nl}However, with the Eyes of Truth, you would be able to see it.
