SKILL_20150317_000001	공격
SKILL_20150714_004438	{memo X}스킬 [마그네틱 포스]에 피격 된 적은 특성 레벨당 5% 확률로 1초 동안 [스턴]에 걸립니다.
SKILL_20150714_004439	스킬 [그라비티 폴]로 당겨지는 적들의 물리 방어력이 특성 레벨당 5% 감소합니다.
SKILL_20150714_004440	스왑: 프렌들리
SKILL_20150714_004441	스킬 [스왑]이 적군이 아닌 아군을 대상으로 적용됩니다.
SKILL_20150714_004442	행맨스 낫: 대미지추가
SKILL_20150714_004443	{memo X}스킬 [행맨스 낫]에 피격 된 적들은 특성 레벨당 캐릭터의 마법 피해의 20% 만큼 추가 피해를 입습니다.
SKILL_20150714_004444	생명줄: 잔존방어
SKILL_20150714_004445	스킬 [생명줄]을 사용 시, 물리 방어력이 특성 레벨당 10% 남아있게 됩니다.
SKILL_20150714_004446	스킬 [스피리추얼 체인] 스킬의 지속시간이 특성 레벨당 1초 증가합니다.
SKILL_20150714_004447	{memo X}스킬 [언바인드]로 연결이 해제되는 적은 피해를 받습니다. 공격력은 특성 레벨당 마법 공격력의 10%씩 증가합니다.
SKILL_20150714_004448	조인트페널티: 전기
SKILL_20150714_004449	[조인트페널티]에 걸린 적은 전기 속성 공격에 특성 레벨당 10% 추가 대미지를 입습니다.
SKILL_20150714_004450	조인트페널티: 독
SKILL_20150714_004451	[조인트페널티]에 걸린 적은 독 속성 공격에 특성 레벨당 10% 추가 대미지를 입습니다.
SKILL_20150714_004452	조인트페널티: 대지
SKILL_20150714_004453	[조인트페널티]에 걸린 적은 대지 속성 공격에 특성 레벨당 10% 추가 대미지를 입습니다.
SKILL_20150714_004454	{memo X}스킬 [크기 확대]로 대형이 된 적의 이동속도가 특성 레벨당 10% 감소하고, 물리, 마법 공격력이 특성 레벨당 5% 증가합니다.
SKILL_20150714_004455	{memo X}스킬 [크기 축소]로 소형이 된 적의 이동속도가 특성 레벨당 5% 증가하고, 물리, 마법 공격력이 특성 레벨당 10% 감소합니다.
SKILL_20150714_004456	{memo X}스킬 [크기 확대]로 크기가 변경될 때 마다, 특성 레벨당 마법 공격력의 30% 만큼 대미지를 줍니다.
SKILL_20150714_004457	{memo X}스킬 [크기 축소]로 크기가 변경될 때 마다, 특성 레벨당 마법 공격력의 30% 만큼 대미지를 줍니다.
SKILL_20150714_004458	왼팔 강화: 크기 축소 특화
SKILL_20150714_004459	[왼팔 강화]가 활성화되어 있을 때 [크기 축소] 된 적을 공격하면 특성 레벨당 35의 추가 대미지를 입힙니다.
SKILL_20150714_004460	왼팔 강화: 크기 확대 특화
SKILL_20150714_004461	{memo X}[왼팔 강화]가 활성화되어 있을 때 [크기 확대] 된 적을 공격하면 공격력 약화 상태가 지속됩니다. 지속시간은 특성 레벨당 8초 증가하며, 공격력 약화는 최대 10까지 중첩됩니다.
SKILL_20150714_004462	오른팔 강화: 날렵함
SKILL_20150714_004463	보조무기를 끼지 않았거나, 보조무기가 단검 및 방패가 아닌 대상에게는 명중과 회피가 특성 레벨당 6% 증가합니다.
SKILL_20150714_004464	트랜스포스: 균형
SKILL_20150714_004465	[트랜스포스] 사용 시 지능과 체력이 서로 바뀌지 않고, 지능과 체력의 평균값이 각각 적용됩니다.
SKILL_20150714_004466	리버시: 노획 전용
SKILL_20150714_004467	[리버시] 사용 시 아군 장판을 적군 것으로 변경합니다. 주변에 적이 있어야 발동됩니다.
SKILL_20150714_004468	적에게 입히는 [홍염]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004469	적에게 입히는 [헤일]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004470	적에게 입히는 [일렉트로큐트]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004471	적에게 입히는 [메테오]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004472	스킬 [일렉트로큐트]를 [결빙]된 적에게 사용 시, 특성 레벨당 마법 공격력의 50% 만큼 추가 피해를 입힙니다.
SKILL_20150714_004473	{memo X}스킬 [헤일]에 적이 피격될 때마다 특성 레벨당 5% 확률로 [결빙]에 걸립니다.
SKILL_20150714_004474	{memo X}스킬 [메테오] 챠지 중 회피가 특성 레벨당 10 증가합니다.
SKILL_20150714_004475	{memo X}자신의 불, 얼음, 전기속성 저항이 특성 레벨당 5 증가합니다.
SKILL_20150714_004476	레인: 장마
SKILL_20150714_004477	일정 확률로 [레인]의 지속시간이 2배로 적용됩니다. 확률은 특성 레벨당 5% 증가합니다.
SKILL_20150714_004478	적에게 입히는 [사역마 소환]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004479	{memo X}스킬 [사역마 소환]의 사역마가 자폭할 때 특성 레벨당 1% 확률로 주변 적에게도 피해를 줍니다.
SKILL_20150714_004480	캐릭터의 SP 회복력이 특성 레벨당 1씩 증가합니다.
SKILL_20150714_004481	지정 공격: 대기시간 감소
SKILL_20150714_004482	{memo X}스킬 [어택 그라운드]의 재사용 대기시간이 감소합니다.
SKILL_20150714_004483	홀드: 대기시간 감소
SKILL_20150714_004484	{memo X}스킬 [홀드]의 재사용 대기시간이 감소합니다.
SKILL_20150714_004485	살라미온 소환: 발화
SKILL_20150714_004486	적이 살라미온에게 공격 당했을 때 일정 확률로 10초 동안 화염 상태에 걸립니다. 확률은 특성 레벨당 2% 증가합니다.
SKILL_20150714_004487	살라미온 소환: 흑화
SKILL_20150714_004488	적이 살라미온에게 공격 당했을 때 일정 확률로 10초 동안 암흑 상태에 걸립니다. 확률은 특성 레벨당 2% 증가합니다.
SKILL_20150714_004489	스킬 [퀴큰] 효과에 치명타 발생이 특성 레벨당 5% 증가하고, 회피가 특성 레벨당 2% 감소합니다.
SKILL_20150714_004490	스킬 [환생]에 걸린적이 죽고 살아날때 특성 레벨당 1% 확률로 두마리가 나타납니다.
SKILL_20150714_004491	{memo X}스킬 [백마스킹] 사용 후 어그로가 끌린 적은 특성 레벨당 2초 동안 [공황]에 걸립니다.
SKILL_20150714_004492	적에게 입히는 [게더 콥스]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004493	적에게 입히는 [플레쉬 캐논]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004494	적에게 입히는 [플레쉬 후프]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004495	{memo X}스킬 [플래쉬 캐논]에 피격 된 적은 확률적으로 30초 동안 부패 상태에 빠집니다. 특성 레벨당 확률이 5%씩 증가합니다.
SKILL_20150714_004496	쇼고스 만들기: 부패
SKILL_20150714_004497	{memo X}쇼고스 근처에 있는 적은 10초 동안 부패 상태에 걸립니다. 이 능력은 쇼고스가 소환 되고서 특성 레벨당 1분간 지속됩니다.
SKILL_20150714_004498	디신터: 범위 증가
SKILL_20150714_004499	{memo X}[디신터]가 적용되는 범위가 증가합니다.
SKILL_20150714_004500	적에게 입히는 [컴버스천]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004501	디그: 대기시간 감소
SKILL_20150714_004502	{memo X}스킬 [디그]의 재사용 대기시간이 감소합니다.
SKILL_20150714_004503	{memo X}[아이템 어웨이크닝] 던전에 참가한 아군은 30분동안 물리 공격력과 마법 공격력이 증가합니다. 공격력은 특성 레벨당 20% 증가합니다.
SKILL_20150714_004504	팅크쳐링: 블럭 증가 포션
SKILL_20150714_004505	[팅크쳐링]으로 제작할 수 있는 블럭 증가 포션의 레시피를 획득합니다.
SKILL_20150714_004506	팅크쳐링: 치명타 공격력 증가 포션
SKILL_20150714_004507	[팅크쳐링]으로 제작할 수 있는 치명타 공격력 증가 포션의 레시피를 획득합니다.
SKILL_20150714_004508	팅크쳐링: 마법 증폭 증가 포션
SKILL_20150714_004509	[팅크쳐링]으로 제작할 수 있는 마법 증폭 증가 포션의 레시피를 획득합니다.
SKILL_20150714_004510	적에게 입히는 [멀티샷]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004511	적에게 입히는 [풀드로우]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004512	적에게 입히는 [오블리크 샷]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004513	적에게 입히는 [헤비샷]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004514	적에게 입히는 [트윈애로우]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004515	스킬 [멀티샷]의 치명타 확률이 특성 레벨당 1% 증가합니다.
SKILL_20150714_004516	[닐링샷] 상태에서 치명타 발생이 특성 레벨당 2% 증가합니다.
SKILL_20150714_004517	{memo X}스킬 [스위프트스텝]이 활성화 중일 때, 스킬 [오블리크 샷] 사용 시 피격된 적들이 특성 레벨당 5% 확률로 [슬로우]에 걸립니다.
SKILL_20150714_004518	{memo X}스킬 [스위프트스텝]이 활성화 중일 때, 자신의 치명타 발생이 특성 레벨당 10% 증가합니다.
SKILL_20150714_004519	{memo X}스킬 [풀드로우]로 꿰어진 적의 물리 방어력이 특성 레벨당 2% 만큼 감소합니다.
SKILL_20150714_004520	적에게 입히는 [배라지]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004521	적에게 입히는 [하이앵커링]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004522	적에게 입히는 [크리티컬 샷]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004523	적에게 입히는 [타임봄 애로우]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004524	적에게 입히는 [바운스샷]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004525	스킬 [배라지]에 피격된 적이 특성 레벨당 10% 확률로 밀려납니다.
SKILL_20150714_004526	스킬 [바운스샷]에 피격된 적이 특성 레벨당 3% 확률로 [슬로우]에 걸립니다.
SKILL_20150714_004527	{memo X}스파이럴 애로우: 약점 공략
SKILL_20150714_004528	{memo X}아머 브레이크 상태의 적에게 [스파이럴 애로우] 효과가 적용된 공격이 일정 확률로 치명타가 됩니다. 확률은 특성 레벨당 10% 증가합니다.
SKILL_20150714_004529	적에게 입히는 [캘트롭 뿌리기]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004530	적에게 입히는 [스톤샷]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004531	적에게 입히는 [래피드파이어]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004532	적에게 입히는 [철거]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004533	스킬 [캘트롭 뿌리기] 마름쇠의 유지시간이 특성 레벨당 1초 증가합니다.
SKILL_20150714_004534	스킬 [캘트롭 뿌리기]을 밟으면 특성 레벨당 8% 확률로 [출혈]에 걸립니다.
SKILL_20150714_004535	철거: 조각상 철거
SKILL_20150714_004536	스킬 [철거]가 딥디르비의 세계수 조각을 철거할 수 있게 됩니다.
SKILL_20150714_004537	적에게 입히는 [브룸트랩]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004538	적에게 입히는 [크레모어]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004539	적에게 입히는 [푼지스테이크]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004540	적에게 입히는 [데토네이트 트랩]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004541	적에게 입히는 [스파이크 슈터]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004542	적에게 입히는 [인질 폭탄]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004543	{memo X}스킬 [브룸트랩]의 회전초가 특성 레벨당 0.2초 감소하고, 회전수가 특성 레벨당 1 감소합니다.
SKILL_20150714_004544	{memo X}스킬 [크레모어]의 스플래시가 특성 레벨당 1 증가합니다.
SKILL_20150714_004545	{memo X}스킬 [푼지스테이크]로 공중에 뜬 적이 떨어지면서 물리 공격력의 50%만큼 대미지를 입으며, 떨어진 곳에 적들도 같이 피해를 입습니다.
SKILL_20150714_004546	스킬 [포인팅]에 찍힌 몬스터는 3초마다 특성 레벨당 5% 확률로 [공포]에 걸립니다.
SKILL_20150714_004547	{memo X}스킬 [리트리브]에 당하는 적은 방어력이 특성 레벨당 10 감소합니다.
SKILL_20150714_004548	스킬 [스내칭]으로 땅에 떨어진 공중형 몬스터는 베기, 때리기 속성 공격에 특성 레벨당 20% 추가대미지를 입습니다.
SKILL_20150714_004549	{memo X}스킬 [프레이즈]로 증가하는 컴패니언의 이동속도가 특성 레벨당 5% 증가합니다.
SKILL_20150714_004550	코싱: 정신 와해
SKILL_20150714_004551	[코싱]에 걸린 적은 마법 방어력이 특성 레벨당 10 감소합니다.
SKILL_20150714_004552	하운딩: 혼란
SKILL_20150714_004553	[하운딩]으로 발견된 적이 일정 확률로 혼란에 걸립니다. 확률은 특성 레벨당 10% 증가합니다.
SKILL_20150714_004554	적에게 입히는 [취시]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004555	적에게 입히는 [오공고]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004556	적에게 입히는 [독항아리]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004557	{memo X}스킬 [해독]으로 [독]이 해제된 캐릭터는 특성 레벨당 2초간 [독]에 면역이 됩니다.
SKILL_20150714_004558	오공고: 감염 지속
SKILL_20150714_004559	[오공고]의 숙주에게 감염된 대상의 감염 지속시간이 특성 레벨당 1초 만큼 증가합니다.
SKILL_20150714_004560	{memo X}스킬 [독항아리]의 범위에서 벗어나도 특성 레벨당 2초동안 [독]이 유지됩니다.
SKILL_20150714_004561	[포이즌팟]의 최대 독 저장량이 특성 레벨당 10 씩 증가합니다.
SKILL_20150714_004562	금잠고: 생명력
SKILL_20150714_004563	일정 확률로 [금잠고]로 태어난 벌레의 생존시간이 2배가 됩니다. 확률은 특성 레벨당 5% 증가합니다.
SKILL_20150714_004564	적에게 입히는 [플루플루]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004565	적에게 입히는 [플레어 샷]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004566	스킬 [원근왜곡] 범위 안에 있는 아군의 물리 공격력이 특성 레벨당 5% 증가합니다.
SKILL_20150714_004567	스킬 [플루플루]에 영향 받는 적의 수가 특성 레벨당 1만큼 증가합니다.
SKILL_20150714_004568	카모플라주: 점프 가능
SKILL_20150714_004569	[카모플라주] 중일 때 캐릭터는 점프가 가능합니다.
SKILL_20150714_004570	스캔: 혼란
SKILL_20150714_004571	{memo X}[스캔] 범위에 들어온 적은 일정 확률로 혼란에 걸립니다. 확률은 특성 레벨당 10% 증가합니다.
SKILL_20150714_004572	적에게 입히는 [벤데타]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004573	적에게 입히는 [백스텝]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004574	스킬 [스닉 힛]의 지속시간이 특성 레벨당 2초 증가합니다
SKILL_20150714_004575	버로우: 피해
SKILL_20150714_004576	[버로우]를 해제 할 때 주변에 적이 있으면 해당 적에게 물리 공격력 만큼 대미지를 입힙니다.
SKILL_20150714_004577	최루: 범위 증가
SKILL_20150714_004578	{memo X}[최루]가 적용되는 범위가 증가합니다.
SKILL_20150714_004579	적에게 입히는 [브로드헤드]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004580	적에게 입히는 [보드킨 포인트]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004581	적에게 입히는 [바브드애로]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004582	적에게 입히는 [크로스파이어]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004583	적에게 입히는 [매직애로우]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004584	적에게 입히는 [신기전]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004585	스킬 [브로드헤드]로 피격된 적 상태 [출혈]의 지속시간이 특성 레벨당 2초 증가합니다
SKILL_20150714_004586	보드킨 포인트: 방어감소
SKILL_20150714_004587	{memo X}스킬 [보드킨 포인트]의 상태 [방어 감소]가 특성 레벨당 2% 추가로 감소합니다
SKILL_20150714_004588	{memo X}스킬 [매직 애로우]의 불길에 피격 된 적은 확률적으로 [침묵] 상태에 빠집니다. 확률은 특성 레벨당 10%씩 증가합니다.
SKILL_20150714_004589	스킬 [횃대 설치]의 횃대를 유지시킬 수 있는 거리가 특성 레벨당 20씩 늘어납니다.
SKILL_20150714_004590	부르기: 획득
SKILL_20150714_004591	[부르기]로 돌아오는 매가 50% 확률로 포션, 약초 등등의 소모 아이템을 물어옵니다.
SKILL_20150714_004592	호버링: 지속시간
SKILL_20150714_004593	[호버링]의 지속시간이 특성 레벨당 3초씩 증가합니다.
SKILL_20150714_004594	호버링: 공격속도 향상
SKILL_20150714_004595	매가 [호버링]으로 적을 공격할 때 좀 더 빠르게 공격합니다.
SKILL_20150714_004596	적에게 입히는 [집중포화]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004597	적에게 입히는 [카라콜]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004598	적에게 입히는 [리마콘]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004599	적에게 입히는 [후퇴 사격]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004600	건 마스터리: 명중
SKILL_20150714_004601	총기류 장착 시 명중이 특성 레벨당 30 증가합니다.
SKILL_20150714_004602	적에게 입히는 [큐어]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004603	적에게 입히는 [힐]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004604	{memo X}[둔기] 계열 무기로 평타 공격 시 피격된 적은 특성 레벨당 2% 확률로 스턴에 걸립니다.
SKILL_20150714_004605	스킬 [힐]을 사용할 때 특성 레벨당 2% 확률로 자신도 [힐] 효과를 받습니다.
SKILL_20150714_004606	스킬 [디프로텍티드 존] 마법진의 유지시간이 특성 레벨당 1초 증가합니다.
SKILL_20150714_004607	세이프티 존: 범위 증가
SKILL_20150714_004608	{memo X}[세이프티 존]이 적용되는 범위가 증가합니다.
SKILL_20150714_004609	수호성인: 피해 감소
SKILL_20150714_004610	[수호성인]이 적용된 캐릭터가 받는 피해가 특성 레벨당 5% 줄어듭니다.
SKILL_20150714_004611	적에게 입히는 [자이바스]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004612	{memo X}캐릭터의 불속성 저항이 특성 레벨당 5 증가하고, 암흑 저항이 특성 레벨당 3 감소합니다.
SKILL_20150714_004613	스킬 [다이노]의 효과 지속시간이 특성 레벨당 40초 증가합니다.
SKILL_20150714_004614	아우쿠라스: 불 속성 저항
SKILL_20150714_004615	[아우쿠라스]가 활성화되어 있는 동안 캐릭터의 불 속성 저항력이 특성 레벨당 14 증가합니다.
SKILL_20150714_004616	잘챠이: 지속시간
SKILL_20150714_004617	[잘챠이]의 지속시간이 특성 레벨당 3초씩 증가합니다.
SKILL_20150714_004618	잘챠이: 마법 증폭
SKILL_20150714_004619	[잘챠이]가 활성화되어 있는 동안 캐릭터의 마법 증폭이 특성 레벨당 12 증가합니다.
SKILL_20150714_004620	디바인 스티그마: 지속시간
SKILL_20150714_004621	[디바인 스티그마]의 효과 지속시간이 특성 레벨당 1초씩 증가합니다.
SKILL_20150714_004622	멜스티스: 범위 증가
SKILL_20150714_004623	{memo X}[멜스티스]가 적용되는 범위가 증가합니다.
SKILL_20150714_004624	적에게 입히는 [아스퍼션]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004625	적에게 입히는 [엑소사이즈]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004626	스킬 [블레싱]의 공격 횟수가 특성 레벨당 1 증가합니다.
SKILL_20150714_004627	스킬 [블레싱]의 대상의 수가 특성 레벨당 1 증가합니다.
SKILL_20150714_004628	{memo X}스킬 [사크라멘트] 스킬이 활성화 되어 있는 동안 암흑 속성 저항이 특성 레벨당 5 증가합니다.
SKILL_20150714_004629	스킬 [리저렉션]의 부활 대상의 수가 특성 레벨당 1 증가합니다.
SKILL_20150714_004630	{memo X}스킬 [리바이브]의 지속시간이 특성 레벨당 10초씩 늘어납니다.
SKILL_20150714_004631	몬스트런스: 지속시간
SKILL_20150714_004632	[몬스트런스]의 지속시간이 특성 레벨당 1초씩 증가합니다.
SKILL_20150714_004633	몬스트런스: 회피
SKILL_20150714_004634	[몬스트런스]가 활성화되어 있는 동료들은 회피가 특성 레벨당 2% 증가합니다.
SKILL_20150714_004635	적에게 입히는 [에피지]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004636	[마캉달]의 누적된 대미지가 특성 레벨당 2 감소합니다.
SKILL_20150714_004637	적에게 입히는 [브와카이망]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004638	적에게 입히는 [댐발라]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004639	대형 몬스터를 좀비로 만들었을 때 대형 좀비가 나올 확률이 특성 레벨당 1% 증가합니다.
SKILL_20150714_004640	좀비가 만들어질 때 휠체어 좀비가 나올 확률이 특성 레벨당 1% 증가합니다.
SKILL_20150714_004641	{memo X}스킬 [에피지]에 피격되는 적이 피격될 때마다 특성 레벨당 5% 확률로 상태 [블라인드]에 걸립니다.
SKILL_20150714_004642	스킬 [오구베베] 범위 안에 적의 힘이 특성 레벨당 2만큼 감소합니다.
SKILL_20150714_004643	스킬 [댐발라]의 새 좀비 출현 확률이 특성 레벨당 2% 증가합니다.
SKILL_20150714_004644	브와카이망: 좀비 방어
SKILL_20150714_004645	스킬 [브와카이망]에 사용되는 좀비들의 물리 방어력이 특성 레벨당 3 증가합니다.
SKILL_20150714_004646	{memo X}스킬 [좀비 만들기]의 최대 좀비의 수가 특성 레벨당 1 증가합니다.
SKILL_20150714_004647	핵싱: 어둠 
SKILL_20150714_004648	[헥싱]에 걸린 적은 어둠 속성 공격에 특성 레벨당 10% 추가 대미지를 입습니다.
SKILL_20150714_004649	삼디베베: 범위 증가
SKILL_20150714_004650	{memo X}[삼디베베]가 적용되는 범위가 증가합니다.
SKILL_20150714_004651	오구베베: 범위 증가
SKILL_20150714_004652	{memo X}[오구베베]가 적용되는 범위가 증가합니다.
SKILL_20150714_004653	적에게 입히는 [목각 공격]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004654	적에게 입히는 [부엉이 조각상]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004655	목각 공격: 획득 확률
SKILL_20150714_004656	{memo X}스킬 [목각 공격]으로 재료를 획득할 확률이 특성 레벨당 5% 증가합니다.
SKILL_20150714_004657	{memo X}[둔기] 착용 시 식물형 몬스터에게 특성 레벨당 물리 공격력의 10%만큼 추가대미지를 줍니다.
SKILL_20150714_004658	바카리네 여신상: 대기시간 감소
SKILL_20150714_004659	{memo X}스킬 [바카리네 여신상]의 재사용 대기시간이 감소합니다.
SKILL_20150714_004660	라이마 여신상: 홈그라운드
SKILL_20150714_004661	[라이마 여신상]이 활성화 되어 있는 범위에 있는 적은 스킬 사용시 재사용 대기시간이 증가합니다.
SKILL_20150714_004662	적에게 입히는 [유체 폭발]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004663	유체 상태에서 적에게 입히는 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004664	적에게 입히는 [포제션]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004665	{memo X}스킬 [유체 이탈]이 활성화되어 있는 동안 본체의 회피가 특성 레벨당 10% 증가합니다.
SKILL_20150714_004666	스킬 [프라크리티] 사용 시 특성 레벨당 최대 HP의 5%만큼 HP를 회복합니다.
SKILL_20150714_004667	{memo X}유체 상태에서의 기본 공격에 피격 된 적은 특성 레벨당 5% 확률로 [방어력 약화]에 걸립니다.
SKILL_20150714_004668	바쉬타 싯디: SP 감소
SKILL_20150714_004669	{memo X}스킬 [바쉬타 싯디]의 소모 SP가 감소합니다.
SKILL_20150714_004670	바쉬타 싯디: 혼란
SKILL_20150714_004671	{memo X}[바쉬타 싯디]의 범위에 있는 적은 일정 확률로 혼란에 걸립니다. 확률은 특성 레벨당 10% 증가합니다.
SKILL_20150714_004672	적에게 입히는 [스마이트]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004673	스킬 [레지스트 엘리멘츠] 사용 시 불, 얼음, 전기, 독, 땅 속성 저항이 특성 레벨당 5씩 증가합니다.
SKILL_20150714_004674	스킬 [배리어]에 부딪힌 적은 특성 레벨당 마법 공격력의 20%만큼 신성 대미지를 입습니다.
SKILL_20150714_004675	리스토레이션: SP 회복력
SKILL_20150714_004676	[리스토레이션]이 활성화되어 있는 동안 캐릭터의 SP 회복력이 증가합니다. SP 회복력은 특성 레벨당 10 증가합니다.
SKILL_20150714_004677	적에게 입히는 [쌍쇄공]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004678	적에게 입히는 [철사장]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004679	적에게 입히는 [관음장]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004680	적에게 입히는 [촌경]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004681	적에게 입히는 [양광수]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004682	적에게 입히는 [탄지신통]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004683	{memo X}스킬 [철포삼]으로 반사되는 대미지가 특성 레벨당 캐릭터 물리 공격력의 20% 만큼 추가됩니다.
SKILL_20150714_004684	{memo X}스킬 [철사장]에 피격 된 적은 8초 동안 [출혈] 상태에 빠집니다. [출혈]의 지속시간은 특성 레벨당 1초씩 증가합니다.
SKILL_20150714_004685	{memo X}스킬 [관음장]에 피격 된 적은 확률적으로 [아머브레이크] 상태에 빠집니다. 확률은 특성 레벨당 5%씩 증가합니다.
SKILL_20150714_004686	금종조: 세이프티 존
SKILL_20150714_004687	[금종조]를 사용 중일 때 시전자를 중심으로 일정 범위는 세이프티 존이 됩니다.
SKILL_20150714_004688	인둘겐티아: 강화
SKILL_20150714_004689	적에게 입히는 [인둘겐티아]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004690	스킬 [디서닝 이블]에 적용 되는 대상이 특성 레벨당 1명씩 추가됩니다.
SKILL_20150714_004691	봉헌: 인둘겐티아 특화
SKILL_20150714_004692	현재 봉헌함에 있는 아이템 개수에 비례하여 인둘겐티아의 공격력이 상승합니다.
SKILL_20150714_004693	주문 판매상점 개설: 지속시간
SKILL_20150714_004694	{memo X}[주문 판매상점 개설]에 등록된 효과를 동료에게 부여할 때 효과의 지속시간이 증가합니다. 지속시간은 특성 레벨당 3분 증가합니다.
SKILL_20150714_004695	파드너: 기부
SKILL_20150714_004696	파드너 마스터를 통해 기부를 실천합니다. 기부 금액은 매번 미묘하게 달라집니다.
SKILL_20150714_004697	적에게 입히는 [육식화]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20150714_004698	스킬 [코르타스마타]의 지속시간이 특성 레벨당 1초씩 증가합니다.
SKILL_20150714_004699	드루이드: 소형 특화
SKILL_20150714_004700	[쉐입시프팅] 혹은 [트랜스폼]으로 변신한 몬스터가 소형이면 회피가 특성 레벨당 20% 증가합니다.
SKILL_20150714_004701	드루이드: 중형 특화
SKILL_20150714_004702	[쉐입시프팅] 혹은 [트랜스폼]으로 변신한 몬스터가 중형이면 소, 중, 대형 대상 공격력이 특성 레벨당 22 증가합니다.
SKILL_20150714_004703	드루이드: 대형 특화
SKILL_20150714_004704	[쉐입시프팅] 혹은 [트랜스폼]으로 변신한 몬스터가 대형이면 최대 HP가 특성 레벨당 15% 증가합니다.
